"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","continent","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","otherCatalogNumbers","fieldNotes","references","habitat","nomenclaturalCode","institutionID","verbatimEventDate","endDayOfYear","county","preparations","startDayOfYear","verbatimElevation","collectionID","individualCount","nomenclaturalStatus","taxonID","bibliographicCitation","coordinateUncertaintyInMeters","georeferenceProtocol","georeferenceSources","georeferencedDate","fieldNumber","verbatimLocality","typeStatus","higherGeography","organismID","datasetID","accessRights","higherClassification","typifiedName","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Aiouea sellowiana",1848250370,-24.999083,-48.850222,"gass84","3b8e9d83-b2d4-4a97-973c-31d98b67b1e9","ab5c0b99-5af3-4958-b03c-0b7e85481cc1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:24:42.535+0000","2018-06-04T19:36:12.429+0000",118,"none","PRESERVED_SPECIMEN",8340233,6,7707728,220,407,6688,3034063,9763801,9763801,"Cinnamomum sellowianum (Nees & Mart.) Kosterm.","Aiouea sellowiana (Nees & Mart.) R.Rohde","Plantae","Tracheophyta","Laurales","Lauraceae","Aiouea","Aiouea sellowiana","Cinnamomum","sellowianum","SPECIES","SYNONYM","2017-03-27T00:00:00",920,0,"SOUTH_AMERICA","Paraná",2017,3,22,"2017-03-22T00:00:00","2018-05-10T18:59:38.000+0000","2018-12-08T15:08:35.229+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","MBM - Herbário do Museu Botânico Municipal","BRA:MBM:MBM:0000408371","2443","MBM - Herbário do Museu Botânico Municipal","Tunas do Paraná","Colônia João XXIII","pt","MBM",1848250370,"BRA:MBM:MBM:0000408371","Collection","Brotto, ML; Völtz, RR","408371","MBM","Museu Botânico Municipal de Curitiba, MBM","Árvore com 15 m de altura; botões e flores esverdeadas com odor fraco.; Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.","Brotto, ML","","","","","","","",NA,"","",NA,"","",NA,"",NA,"",NA,"","","","","","","",NA,"","","",NA,"Tunas do Paraná","Paraná","brazil",932,"Tunas do Paraná",4127882,-48.903038,-24.952417,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-24.999083,-48.850222,"original coordinates","original coordinates OK"
"2","Aiouea sellowiana",1889185807,-24.166667,-49.65,"gass84,iddatunl","f9040e31-ee85-4b92-9963-a0272a44ec96","a84dccda-c5b2-4319-abbf-3c24601e89a2","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:21:08.385+0000","2018-08-03T19:53:44.966+0000",111,"none","PRESERVED_SPECIMEN",8340233,6,7707728,220,407,6688,3034063,9763801,9763801,"Cinnamomum sellowianum (Nees & Mart.) Kosterm.","Aiouea sellowiana (Nees & Mart.) R.Rohde","Plantae","Tracheophyta","Laurales","Lauraceae","Aiouea","Aiouea sellowiana","Cinnamomum","sellowianum","SPECIES","HETEROTYPIC_SYNONYM","2017-11-01T00:00:00",NA,NA,"","Paraná",2017,10,3,"2017-10-03T00:00:00","","2018-08-03T19:53:44.971+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UFMT - Herbário UFMT","BRA:UFMT:UFMT:0000043497","10","UFMT - Herbário UFMT","Jaguariaíva","Parque Estadual do Cerrado.","pt","UFMT",1889185807,"BRA:UFMT:UFMT:0000043497","Collection","Zanette, E.M.; Ferreira, E.V.; Plodowski, G.K.","43497","UFMT","Universidade Federal de Mato Grosso (UFMT)","Árvore.","Plodowski, G.K.; Ferreira, E.V.","","","","","","","",NA,"","",NA,"","",NA,"",NA,"",NA,"","","","","","","",NA,"","","",NA,"Jaguariaíva","Paraná","brazil",1000,"Jaguariaíva",4112009,-49.705016,-24.330567,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-24.166667,-49.65,"original coordinates","original coordinates OK"
"3","Aiouea sellowiana",1848251928,-24.534694,-50.408028,"gass84","3b8e9d83-b2d4-4a97-973c-31d98b67b1e9","ab5c0b99-5af3-4958-b03c-0b7e85481cc1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:24:43.718+0000","2018-06-04T19:36:12.864+0000",118,"none","PRESERVED_SPECIMEN",9763801,6,7707728,220,407,6688,3034063,9763801,9763801,"Aiouea sellowiana (Nees & Mart.) R.Rohde","Aiouea sellowiana (Nees & Mart.) R.Rohde","Plantae","Tracheophyta","Laurales","Lauraceae","Aiouea","Aiouea sellowiana","Aiouea","sellowiana","SPECIES","ACCEPTED","2018-02-05T00:00:00",731,0,"SOUTH_AMERICA","Paraná",2017,12,15,"2017-12-15T00:00:00","2018-05-10T18:59:35.000+0000","2018-12-08T15:08:36.202+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","MBM - Herbário do Museu Botânico Municipal","BRA:MBM:MBM:0000410478","265","MBM - Herbário do Museu Botânico Municipal","Tibagi","UHE Tibagi Montante, eixo da barragem, margem esquerda","pt","MBM",1848251928,"BRA:MBM:MBM:0000410478","Collection","Roher, D; Meyer, N","410478","MBM","Museu Botânico Municipal de Curitiba, MBM","Árvore com 6 m de altura, frutos verdes, CAP 34 cm.; Floresta Ombrofila Mista Aluvial.","Roher, D","","","","","","","",NA,"","",NA,"","",NA,"",NA,"",NA,"","","","","","","",NA,"","","",NA,"Tibagi","Paraná","brazil",961,"Tibagi",4127502,-50.468283,-24.656277,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-24.534694,-50.408028,"original coordinates","original coordinates OK"
"4","Aiouea sellowiana",1563169714,-22.399722,-44.848333,"gass84","16ed67e5-fd70-4fd4-85c3-70ea2da627fe","52603cfd-d564-4e89-a466-5e71813677be","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T08:57:00.453+0000","2018-11-24T08:57:00.511+0000",126,"none","PRESERVED_SPECIMEN",8340233,6,7707728,220,407,6688,3034063,9763801,9763801,"Cinnamomum sellowianum (Nees & Mart.) Kosterm.","Aiouea sellowiana (Nees & Mart.) R.Rohde","Plantae","Tracheophyta","Laurales","Lauraceae","Aiouea","Aiouea sellowiana","Cinnamomum","sellowianum","SPECIES","SYNONYM","2016-09-14T00:00:00",1732,0,"SOUTH_AMERICA","Minas Gerais",2016,9,6,"2016-09-06T00:00:00","2018-11-05T15:54:41.000+0000","2018-12-07T14:50:39.087+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPSF - Herbário Dom Bento José Pickel","BRA:IF:SPSF:0000051797","2346","SPSF - Herbário Dom Bento José Pickel","Passa Quatro","Serra da Mantiqueira, trilha do Paiolinho para Pedra da mina","pt","SPSF",1563169714,"BRA:IF:SPSF:0000051797","Collection","M.L. Brotto & R.R. Völtz","51797","IF","Instituto Florestal, IF","COLETA: Árvore com 11 m de altura; botões florais verde-claros.; GEOGRAFIA: Floresta ombrófila mista.;","M.L. Brotto","","","","","","","",NA,"","",NA,"","",NA,"",NA,"",NA,"","","","","","","",NA,"","","",NA,"Passa Quatro","Minas Gerais","brazil",1572,"Passa Quatro",3147600,-44.968241,-22.40522,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-22.399722,-44.848333,"original coordinates","original coordinates OK"
"5","Aiouea sellowiana",1848249201,-22.399667,-44.848222,"gass84","3b8e9d83-b2d4-4a97-973c-31d98b67b1e9","ab5c0b99-5af3-4958-b03c-0b7e85481cc1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:24:41.854+0000","2018-06-04T19:36:12.103+0000",118,"none","PRESERVED_SPECIMEN",8340233,6,7707728,220,407,6688,3034063,9763801,9763801,"Cinnamomum sellowianum (Nees & Mart.) Kosterm.","Aiouea sellowiana (Nees & Mart.) R.Rohde","Plantae","Tracheophyta","Laurales","Lauraceae","Aiouea","Aiouea sellowiana","Cinnamomum","sellowianum","SPECIES","SYNONYM","2016-09-14T00:00:00",1732,0,"SOUTH_AMERICA","Minas Gerais",2016,9,6,"2016-09-06T00:00:00","2018-05-10T18:59:38.000+0000","2018-12-08T15:08:34.622+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","MBM - Herbário do Museu Botânico Municipal","BRA:MBM:MBM:0000406343","2346","MBM - Herbário do Museu Botânico Municipal","Passa Quatro","Serra da Mantiqueira, trilha do Paiolinho para Pedra da Mina","pt","MBM",1848249201,"BRA:MBM:MBM:0000406343","Collection","Brotto, ML; Völtz, RR","406343","MBM","Museu Botânico Municipal de Curitiba, MBM","Árvore com 11 m de altura; botões florais verde-claros.; Floresta Ombrófila Mista.","Brotto, ML","","","","","","","",NA,"","",NA,"","",NA,"",NA,"",NA,"","","","","","","",NA,"","","",NA,"Passa Quatro","Minas Gerais","brazil",1572,"Passa Quatro",3147600,-44.968241,-22.40522,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-22.399667,-44.848222,"original coordinates","original coordinates OK"
"6","Aiouea sellowiana",1944851560,-24.66,-51.78,"gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:32.027+0000","2018-11-23T15:39:32.060+0000",121,"none","PRESERVED_SPECIMEN",8340233,6,7707728,220,407,6688,3034063,9763801,9763801,"Cinnamomum sellowianum (Nees & Mart.) Kosterm.","Aiouea sellowiana (Nees & Mart.) R.Rohde","Plantae","Tracheophyta","Laurales","Lauraceae","Aiouea","Aiouea sellowiana","Cinnamomum","sellowianum","SPECIES","SYNONYM","2017-03-29T00:00:00",NA,NA,"","Paraná",2016,10,22,"2016-10-22T00:00:00","","2018-11-23T15:39:34.325+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000061216","748","FURB - Herbário Dr. Roberto Miguel Klein","Tibagi","","pt","FURB",1944851560,"BRA:FURB:FURB:0000061216","Collection","Bona, L.P.","61216","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Árvore 10 m","Brotto, M.L.","","","","","","","",NA,"","",NA,"","",NA,"",NA,"",NA,"","","","","","","",NA,"","","",NA,"Tibagi","Paraná","brazil",961,"Tibagi",4127502,-50.468283,-24.656277,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-24.66,-51.78,"original coordinates","original coordinates outside municipality original in tibagi falls in pitanga"
"7","Aiouea sellowiana",1571705189,-24.958889,-50.450278,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:02.199+0000","2018-09-24T19:58:44.007+0000",207,"none","PRESERVED_SPECIMEN",8340233,6,7707728,220,407,6688,3034063,9763801,9763801,"Cinnamomum sellowianum (Nees & Mart.) Kosterm.","Aiouea sellowiana (Nees & Mart.) R.Rohde","Plantae","Tracheophyta","Laurales","Lauraceae","Aiouea","Aiouea sellowiana","Cinnamomum","sellowianum","SPECIES","SYNONYM","none",NA,NA,"","Paraná",2016,10,14,"2016-10-14T00:00:00","2017-06-19T09:23:33.892+0000","2018-12-08T17:22:57.809+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1326997","16","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Tibagi","Parque Estadual do Guartelá.","","RB",1571705189,"urn:catalog:JBRJ:RB:1326997","PhysicalObject","T.A. Maciel; B.R. Martins; T.M. Burda; P. Labiak; R. Godenberg","RB01326997","JBRJ","","","T.A. Maciel","RB 732597","","","","","","",NA,"","",NA,"","",NA,"",NA,"",NA,"","","","","","","",NA,"","","",NA,"Tibagi","Paraná","brazil",961,"Tibagi",4127502,-50.468283,-24.656277,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-24.958889,-50.450278,"original coordinates","original coordinates OK"
"8","Aiouea sellowiana",1438022747,-20.261667,-43.839444,"gass84","d2470ef8-edfa-4ba7-821e-c3e1a537bdba","4265f332-341c-45f6-b30b-5dc2e39b86e8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:11:45.883+0000","2018-02-15T05:17:52.366+0000",121,"none","PRESERVED_SPECIMEN",8340233,6,7707728,220,407,6688,3034063,9763801,9763801,"Cinnamomum sellowianum (Nees & Mart.) Kosterm.","Aiouea sellowiana (Nees & Mart.) R.Rohde","Plantae","Tracheophyta","Laurales","Lauraceae","Aiouea","Aiouea sellowiana","Cinnamomum","sellowianum","SPECIES","SYNONYM","none",1013,0,"SOUTH_AMERICA","Minas Gerais",2016,11,18,"2016-11-18T00:00:00","2018-01-16T21:10:01.000+0000","2018-12-06T19:16:30.378+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BHCB - Herbário da Universidade Federal de Minas Gerais","BRA:UFMG:BHCB:0000183812","93","BHCB - Herbário da Universidade Federal de Minas Gerais","Itabirito","RPPN Córrego Seco","pt","BHCB",1438022747,"BRA:UFMG:BHCB:0000183812","Collection","Souza, JAM; Santos, A; Avelar, R","183812","Universidade Federal de Minas Gerais (UFMG)","Universidade Federal de Minas Gerais (UFMG)","","","","","","","","","",NA,"","",NA,"","",NA,"",NA,"",NA,"","","","","","","",NA,"","","",NA,"Itabirito","Minas Gerais","brazil",2344,"Itabirito",3131901,-43.810659,-20.254054,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-20.261667,-43.839444,"original coordinates","original coordinates OK"
"9","Aiouea sellowiana",1438022669,-20.254167,-43.839444,"gass84","d2470ef8-edfa-4ba7-821e-c3e1a537bdba","4265f332-341c-45f6-b30b-5dc2e39b86e8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:11:45.863+0000","2018-02-15T05:17:52.355+0000",121,"none","PRESERVED_SPECIMEN",8340233,6,7707728,220,407,6688,3034063,9763801,9763801,"Cinnamomum sellowianum (Nees & Mart.) Kosterm.","Aiouea sellowiana (Nees & Mart.) R.Rohde","Plantae","Tracheophyta","Laurales","Lauraceae","Aiouea","Aiouea sellowiana","Cinnamomum","sellowianum","SPECIES","SYNONYM","none",1063,0,"SOUTH_AMERICA","Minas Gerais",2016,11,14,"2016-11-14T00:00:00","2018-01-16T21:10:01.000+0000","2018-12-06T19:16:30.358+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BHCB - Herbário da Universidade Federal de Minas Gerais","BRA:UFMG:BHCB:0000183724","5","BHCB - Herbário da Universidade Federal de Minas Gerais","Itabirito","RPPN Córrego Seco","pt","BHCB",1438022669,"BRA:UFMG:BHCB:0000183724","Collection","Souza, JAM; Tomich, S; Avelar, R","183724","Universidade Federal de Minas Gerais (UFMG)","Universidade Federal de Minas Gerais (UFMG)","","","","","","","","","",NA,"","",NA,"","",NA,"",NA,"",NA,"","","","","","","",NA,"","","",NA,"Itabirito","Minas Gerais","brazil",2344,"Itabirito",3131901,-43.810659,-20.254054,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-20.254167,-43.839444,"original coordinates","original coordinates OK"
"10","Aiouea sellowiana",1438023004,-20.148333,-43.633056,"gass84","d2470ef8-edfa-4ba7-821e-c3e1a537bdba","4265f332-341c-45f6-b30b-5dc2e39b86e8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:11:45.931+0000","2018-02-15T05:17:52.559+0000",121,"none","PRESERVED_SPECIMEN",8340233,6,7707728,220,407,6688,3034063,9763801,9763801,"Cinnamomum sellowianum (Nees & Mart.) Kosterm.","Aiouea sellowiana (Nees & Mart.) R.Rohde","Plantae","Tracheophyta","Laurales","Lauraceae","Aiouea","Aiouea sellowiana","Cinnamomum","sellowianum","SPECIES","SYNONYM","none",1400,0,"SOUTH_AMERICA","Minas Gerais",2016,11,29,"2016-11-29T00:00:00","2018-01-16T21:10:01.000+0000","2018-12-06T19:16:30.604+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BHCB - Herbário da Universidade Federal de Minas Gerais","BRA:UFMG:BHCB:0000184081","1194","BHCB - Herbário da Universidade Federal de Minas Gerais","Santa Bárbara","RPPN Capivari I","pt","BHCB",1438023004,"BRA:UFMG:BHCB:0000184081","Collection","Paiva, JAM; Souza, LS; Silva, E","184081","Universidade Federal de Minas Gerais (UFMG)","Universidade Federal de Minas Gerais (UFMG)","","","","","","","","","",NA,"","",NA,"","",NA,"",NA,"",NA,"","","","","","","",NA,"","","",NA,"Santa Bárbara","Minas Gerais","brazil",2414,"Santa Bárbara",3157203,-43.475592,-20.029419,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-20.148333,-43.633056,"original coordinates","original coordinates OK"
