"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","otherCatalogNumbers","institutionCode","occurrenceRemarks","identifiedBy","elevation","elevationAccuracy","continent","language","ownerInstitutionCode","fieldNotes","references","nomenclaturalCode","institutionID","verbatimEventDate","endDayOfYear","county","preparations","startDayOfYear","verbatimElevation","collectionID","nomenclaturalStatus","taxonID","bibliographicCitation","habitat","georeferenceProtocol","coordinateUncertaintyInMeters","georeferencedDate","georeferenceSources","typeStatus","higherGeography","organismID","datasetID","accessRights","higherClassification","identificationRemarks","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Rhodostemonodaphne macrocalyx",1835736433,-21.971944,-41.946944,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:21.144+0000","2018-09-24T19:59:02.220+0000",207,"none","PRESERVED_SPECIMEN",4179055,6,7707728,220,407,6688,7304348,4179055,4179055,"Rhodostemonodaphne macrocalyx (Meisn.) Rohwer ex Madriñán","Rhodostemonodaphne macrocalyx (Meisn.) Rohwer ex Madriñán","Plantae","Tracheophyta","Laurales","Lauraceae","Rhodostemonodaphne","Rhodostemonodaphne macrocalyx","Rhodostemonodaphne","macrocalyx","SPECIES","ACCEPTED","2018-04-18T00:00:00","Rio de Janeiro",2018,3,9,"2018-03-09T00:00:00","2018-05-03T09:58:44.192+0000","2018-12-09T09:26:12.598+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1383256","1441","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Santa Maria Madalena","Trilha Morumbeca do Imbé. Parque Estadual do Desengano","RB",1835736433,"urn:catalog:JBRJ:RB:1383256","PhysicalObject","C. Baez; R. Gomes, T. Lima, R. Nines","RB01383256","RB 760866","JBRJ","Árvore matriz nº 182; CAP 61 cm; Ramos, pecíolos e face adaxial ferrugínea. Hipanto persistente nigrescente.","A. Quinet",NA,NA,"","","","","","","","",NA,"","",NA,"","","",NA,"","","",NA,"","","","",NA,"","","","","Santa Maria Madalena","Rio de Janeiro","brazil",1716,"Santa Maria Madalena",3304607,-41.912957,-21.969462,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-21.971944,-41.946944,"original coordinates","original coordinates OK"
"2","Rhodostemonodaphne macrocalyx",1848250404,-25.867222,-48.970833,"gass84","3b8e9d83-b2d4-4a97-973c-31d98b67b1e9","ab5c0b99-5af3-4958-b03c-0b7e85481cc1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:24:42.853+0000","2018-06-04T19:36:12.456+0000",118,"none","PRESERVED_SPECIMEN",4179055,6,7707728,220,407,6688,7304348,4179055,4179055,"Rhodostemonodaphne macrocalyx (Meisn.) Rohwer ex Madriñán","Rhodostemonodaphne macrocalyx (Meisn.) Rohwer ex Madriñán","Plantae","Tracheophyta","Laurales","Lauraceae","Rhodostemonodaphne","Rhodostemonodaphne macrocalyx","Rhodostemonodaphne","macrocalyx","SPECIES","ACCEPTED","2017-05-10T00:00:00","Paraná",2017,5,6,"2017-05-06T00:00:00","2018-05-10T19:00:24.000+0000","2018-12-08T15:08:35.320+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","MBM - Herbário do Museu Botânico Municipal","BRA:MBM:MBM:0000409036","14","MBM - Herbário do Museu Botânico Municipal","Guaratuba","Serra de Araçatuba, Morro dos Perdidos, trilha para cachoeira","MBM",1848250404,"BRA:MBM:MBM:0000409036","Collection","Rau, TG; Brotto, ML; Ferreira, PC; Lozano, ED","409036","","MBM","Árvore, ca. 25 m.; Relevo: fortemente ondulado. Vegetação: Floresta Ombrófila Densa Montana, estágio avançado.","Brotto, ML",870,0,"SOUTH_AMERICA","pt","Museu Botânico Municipal de Curitiba, MBM","","","","","",NA,"","",NA,"","","",NA,"","","",NA,"","","","",NA,"","","","","Guaratuba","Paraná","brazil",838,"Guaratuba",4109609,-48.768272,-25.817781,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-25.867222,-48.970833,"original coordinates","original coordinates OK"
"3","Rhodostemonodaphne macrocalyx",1837394447,-24.8369,-48.7131,"gass84","767bddaa-9e6a-4eb1-bd12-f94a2b39a7d6","f6e2efc9-42a3-47ea-99c6-3eda8d653cc9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:35:24.545+0000","2018-10-25T12:35:03.012+0000",123,"none","PRESERVED_SPECIMEN",4179055,6,7707728,220,407,6688,7304348,4179055,4179055,"Rhodostemonodaphne macrocalyx (Meisn.) Rohwer ex Madriñán","Rhodostemonodaphne macrocalyx (Meisn.) Rohwer ex Madriñán","Plantae","Tracheophyta","Laurales","Lauraceae","Rhodostemonodaphne","Rhodostemonodaphne macrocalyx","Rhodostemonodaphne","macrocalyx","SPECIES","ACCEPTED","2017-12-18T00:00:00","Paraná",2017,12,6,"2017-12-06T00:00:00","2018-10-16T19:23:21.000+0000","2018-12-08T03:39:49.923+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","EFC - Herbário Escola de Florestas Curitiba","BRA:UFPR:EFC:0000016350","255","EFC - Herbário Escola de Florestas Curitiba","Adrianópolis","estrada da Berneck a Tatupeba","EFC",1837394447,"BRA:UFPR:EFC:0000016350","Collection","Brotto, M.L.; Völtz, R.","16350","","Universidade Federal do Paraná, UFPR","Árvore com 12 m, flores esbranquiçadas. Floresta Ombrófila Densa Montana","Brotto, M.L.",887,0,"","pt","Universidade Federal do Paraná, UFPR","","","","","",NA,"","",NA,"","","",NA,"","","",NA,"","","","",NA,"","","","","Adrianópolis","Paraná","brazil",949,"Adrianópolis",4100202,-48.821252,-24.783093,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-24.8369,-48.7131,"original coordinates","original coordinates OK"
"4","Rhodostemonodaphne macrocalyx",1848252052,-24.836806,-48.712972,"gass84","3b8e9d83-b2d4-4a97-973c-31d98b67b1e9","ab5c0b99-5af3-4958-b03c-0b7e85481cc1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:24:43.375+0000","2018-06-04T19:36:12.875+0000",118,"none","PRESERVED_SPECIMEN",4179055,6,7707728,220,407,6688,7304348,4179055,4179055,"Rhodostemonodaphne macrocalyx (Meisn.) Rohwer ex Madriñán","Rhodostemonodaphne macrocalyx (Meisn.) Rohwer ex Madriñán","Plantae","Tracheophyta","Laurales","Lauraceae","Rhodostemonodaphne","Rhodostemonodaphne macrocalyx","Rhodostemonodaphne","macrocalyx","SPECIES","ACCEPTED","2017-12-18T00:00:00","Paraná",2017,12,6,"2017-12-06T00:00:00","2018-05-10T19:00:24.000+0000","2018-12-08T15:08:36.330+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","MBM - Herbário do Museu Botânico Municipal","BRA:MBM:MBM:0000409917","2555","MBM - Herbário do Museu Botânico Municipal","Adrianópolis","estrada da Berneck a Tatupeba","MBM",1848252052,"BRA:MBM:MBM:0000409917","Collection","Brotto, ML; Völtz, RR","409917","","MBM","Árvore com 12 metros de altura; flores esbranquiçadas.; Floresta Ombrófila Densa Montana.","Brotto, ML",887,0,"SOUTH_AMERICA","pt","Museu Botânico Municipal de Curitiba, MBM","","","","","",NA,"","",NA,"","","",NA,"","","",NA,"","","","",NA,"","","","","Adrianópolis","Paraná","brazil",949,"Adrianópolis",4100202,-48.821252,-24.783093,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-24.836806,-48.712972,"original coordinates","original coordinates OK"
"5","Rhodostemonodaphne macrocalyx",1264698715,-26.100278,-48.780278,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:22.751+0000","2018-10-24T15:38:16.782+0000",121,"none","PRESERVED_SPECIMEN",4179055,6,7707728,220,407,6688,7304348,4179055,4179055,"Rhodostemonodaphne macrocalyx (Meisn.) Rohwer ex Madriñán","Rhodostemonodaphne macrocalyx (Meisn.) Rohwer ex Madriñán","Plantae","Tracheophyta","Laurales","Lauraceae","Rhodostemonodaphne","Rhodostemonodaphne macrocalyx","Rhodostemonodaphne","macrocalyx","SPECIES","ACCEPTED","2016-05-17T00:00:00","Santa Catarina",2016,1,20,"2016-01-20T00:00:00","2018-10-11T17:21:36.000+0000","2018-12-08T13:34:53.839+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000049290","2904","FURB - Herbário Dr. Roberto Miguel Klein","Garuva","Estrada do Palmital.","FURB",1264698715,"BRA:FURB:FURB:0000049290","Collection","Oliveira, A.A. de","49290","","Universidade Regional de Blumenau, FURB","","Brotto, ME",114,0,"","pt","Universidade Regional de Blumenau, FURB","","","","","",NA,"","",NA,"","","",NA,"","","",NA,"","","","",NA,"","","","","Garuva","Santa Catarina","brazil",815,"Garuva",4205803,-48.868811,-26.057411,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.100278,-48.780278,"original coordinates","original coordinates OK"
"6","Rhodostemonodaphne macrocalyx",1638342767,-24.852778,-48.708056,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:03.139+0000","2018-09-10T18:27:51.499+0000",124,"none","PRESERVED_SPECIMEN",4179055,6,7707728,220,407,6688,7304348,4179055,4179055,"Rhodostemonodaphne macrocalyx (Meisn.) Rohwer ex Madriñán","Rhodostemonodaphne macrocalyx (Meisn.) Rohwer ex Madriñán","Plantae","Tracheophyta","Laurales","Lauraceae","Rhodostemonodaphne","Rhodostemonodaphne macrocalyx","Rhodostemonodaphne","macrocalyx","SPECIES","ACCEPTED","none","Paraná",2016,3,3,"2016-03-03T00:00:00","2018-09-06T19:47:24.000+0000","2018-12-06T03:12:50.057+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000233048","2259","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Adrianópolis","Parque Estadual das Lauráceas.","HUEFS",1638342767,"BRA:UEFS:HUEFS:0000233048","Collection","Brotto, M.L.","233048","","UEFS","Floresta Ombrófila Densa Montana.","",910,0,"","pt","Universidade Estadual de Feira de Santana (UEFS)","","","","","",NA,"","",NA,"","","",NA,"","","",NA,"","","","",NA,"","","","","Adrianópolis","Paraná","brazil",949,"Adrianópolis",4100202,-48.821252,-24.783093,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-24.852778,-48.708056,"original coordinates","original coordinates OK"
"7","Rhodostemonodaphne macrocalyx",1324593021,-24.852778,-48.708056,"gass84","16ed67e5-fd70-4fd4-85c3-70ea2da627fe","52603cfd-d564-4e89-a466-5e71813677be","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T08:57:00.077+0000","2018-11-24T08:57:00.182+0000",126,"none","PRESERVED_SPECIMEN",4179055,6,7707728,220,407,6688,7304348,4179055,4179055,"Rhodostemonodaphne macrocalyx (Meisn.) Rohwer ex Madriñán","Rhodostemonodaphne macrocalyx (Meisn.) Rohwer ex Madriñán","Plantae","Tracheophyta","Laurales","Lauraceae","Rhodostemonodaphne","Rhodostemonodaphne macrocalyx","Rhodostemonodaphne","macrocalyx","SPECIES","ACCEPTED","2016-03-30T00:00:00","Paraná",2016,3,3,"2016-03-03T00:00:00","2018-11-05T15:55:47.000+0000","2018-12-06T08:55:09.264+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPSF - Herbário Dom Bento José Pickel","BRA:IF:SPSF:0000051077","2259","SPSF - Herbário Dom Bento José Pickel","Adrianópolis","Parque estadual das lauráceas","SPSF",1324593021,"BRA:IF:SPSF:0000051077","Collection","M.L.Brotto & E.D.Lozano","51077","","IF","COLETA: Árvore com 17m de altura; flores bege.; GEOGRAFIA: Floresta Ombrófila Densa Montana.;","M.L.Brotto",910,0,"SOUTH_AMERICA","pt","Instituto Florestal, IF","","","","","",NA,"","",NA,"","","",NA,"","","",NA,"","","","",NA,"","","","","Adrianópolis","Paraná","brazil",949,"Adrianópolis",4100202,-48.821252,-24.783093,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-24.852778,-48.708056,"original coordinates","original coordinates OK"
"8","Rhodostemonodaphne macrocalyx",1265933211,-24.853056,-48.6975,"gass84","dd31ac22-63d4-4bb4-a987-5eece5ffadb8","042a7696-696b-492b-ad3e-4076807eaeed","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:12.420+0000","2018-11-24T12:32:12.467+0000",118,"none","PRESERVED_SPECIMEN",4179055,6,7707728,220,407,6688,7304348,4179055,4179055,"Rhodostemonodaphne macrocalyx (Meisn.) Rohwer ex Madriñán","Rhodostemonodaphne macrocalyx (Meisn.) Rohwer ex Madriñán","Plantae","Tracheophyta","Laurales","Lauraceae","Rhodostemonodaphne","Rhodostemonodaphne macrocalyx","Rhodostemonodaphne","macrocalyx","SPECIES","ACCEPTED","2015-01-27T00:00:00","Paraná",2015,1,21,"2015-01-21T00:00:00","","2018-11-24T12:32:23.680+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão","BRA:UTFPR:HCF:0000019379","1867","HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão","Adrianópolis","Parque Estadual das Lauráceas","HCF",1265933211,"BRA:UTFPR:HCF:0000019379","Collection","M.L. Brotto","19379","","Universidade Tecnológica Federal do Paraná (UTFPR)","árvore de 12 m de altura; flores verde-amareladas.","M.L. Brotto",894,0,"","pt","Universidade Tecnológica Federal do Paraná (UTFPR)","","","","","",NA,"","",NA,"","","",NA,"","","",NA,"","","","",NA,"","","","","Adrianópolis","Paraná","brazil",949,"Adrianópolis",4100202,-48.821252,-24.783093,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-24.853056,-48.6975,"original coordinates","original coordinates OK"
"9","Rhodostemonodaphne macrocalyx",1638342589,-24.853056,-48.6975,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:03.087+0000","2018-09-10T18:27:51.346+0000",124,"none","PRESERVED_SPECIMEN",4179055,6,7707728,220,407,6688,7304348,4179055,4179055,"Rhodostemonodaphne macrocalyx (Meisn.) Rohwer ex Madriñán","Rhodostemonodaphne macrocalyx (Meisn.) Rohwer ex Madriñán","Plantae","Tracheophyta","Laurales","Lauraceae","Rhodostemonodaphne","Rhodostemonodaphne macrocalyx","Rhodostemonodaphne","macrocalyx","SPECIES","ACCEPTED","none","Paraná",2015,1,21,"2015-01-21T00:00:00","2018-09-06T19:47:24.000+0000","2018-12-06T03:12:49.788+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000232608","1867","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Adrianópolis","Parque Estadual das Lauráceas.","HUEFS",1638342589,"BRA:UEFS:HUEFS:0000232608","Collection","Brotto, M.L.","232608","","UEFS","Floresta Ombrófila Densa Montana.","",894,0,"","pt","Universidade Estadual de Feira de Santana (UEFS)","","","","","",NA,"","",NA,"","","",NA,"","","",NA,"","","","",NA,"","","","","Adrianópolis","Paraná","brazil",949,"Adrianópolis",4100202,-48.821252,-24.783093,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-24.853056,-48.6975,"original coordinates","original coordinates OK"
"10","Rhodostemonodaphne macrocalyx",1226939080,-24.853333,-48.712222,"gass84","16ed67e5-fd70-4fd4-85c3-70ea2da627fe","52603cfd-d564-4e89-a466-5e71813677be","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T08:56:59.708+0000","2018-11-24T08:56:59.749+0000",126,"none","PRESERVED_SPECIMEN",4179055,6,7707728,220,407,6688,7304348,4179055,4179055,"Rhodostemonodaphne macrocalyx (Meisn.) Rohwer ex Madriñán","Rhodostemonodaphne macrocalyx (Meisn.) Rohwer ex Madriñán","Plantae","Tracheophyta","Laurales","Lauraceae","Rhodostemonodaphne","Rhodostemonodaphne macrocalyx","Rhodostemonodaphne","macrocalyx","SPECIES","ACCEPTED","2015-01-27T00:00:00","Paraná",2015,1,20,"2015-01-20T00:00:00","2018-11-05T15:55:47.000+0000","2018-12-07T20:00:35.106+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPSF - Herbário Dom Bento José Pickel","BRA:IF:SPSF:0000050000","1863","SPSF - Herbário Dom Bento José Pickel","Adrianópolis","Parque estadual das lauráceas","SPSF",1226939080,"BRA:IF:SPSF:0000050000","Collection","M.L.Brotto & S.Prado","50000","","IF","COLETA: Árvore de 15m de altura; botões florais e flores verde-amareladas. Floresta Ombrófila Densa Montana.;","M.L.Brotto",896,0,"SOUTH_AMERICA","pt","Instituto Florestal, IF","","","","","",NA,"","",NA,"","","",NA,"","","",NA,"","","","",NA,"","","","","Adrianópolis","Paraná","brazil",949,"Adrianópolis",4100202,-48.821252,-24.783093,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-24.853333,-48.712222,"original coordinates","original coordinates OK"
