"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","elevation","elevationAccuracy","continent","locality","individualCount","preparations","otherCatalogNumbers","fieldNotes","fieldNumber","identificationQualifier","references","institutionID","nomenclaturalCode","verbatimEventDate","endDayOfYear","county","startDayOfYear","collectionID","rights","habitat","georeferencedDate","georeferenceProtocol","georeferenceSources","nomenclaturalStatus","taxonID","bibliographicCitation","verbatimElevation","higherGeography","organismID","datasetID","accessRights","higherClassification","verbatimTaxonRank","coordinateUncertaintyInMeters","identificationRemarks","typeStatus","dynamicProperties","typifiedName","infraspecificEpithet","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Aiouea saligna",1913570869,-27.904722,-48.599444,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:30.888+0000","2018-11-23T15:39:30.900+0000",121,"none","PRESERVED_SPECIMEN",4183206,6,7707728,220,407,6688,3034063,4183206,4183206,"Aiouea saligna Meisn.","Aiouea saligna Meisn.","Plantae","Tracheophyta","Laurales","Lauraceae","Aiouea","Aiouea saligna","Aiouea","saligna","SPECIES","ACCEPTED","2018-07-17T00:00:00","Santa Catarina",2018,7,17,"2018-07-17T00:00:00","2018-11-20T14:26:52.000+0000","2018-12-10T13:35:41.681+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000060070","3091","FURB - Herbário Dr. Roberto Miguel Klein","Palhoça","pt","FURB",1913570869,"BRA:FURB:FURB:0000060070","Collection","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","60070","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","fruto imaturo","Kassner-Filho, A.",NA,NA,"","",NA,"","","",NA,"","","","","",NA,"",NA,"","","","","","","",NA,"","","",NA,"","","","",NA,"","","","","","Palhoça","Santa Catarina","brazil",468,"Palhoça",4211900,-48.671008,-27.779709,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-27.904722,-48.599444,"original coordinates","original coordinates OK"
"2","Aiouea saligna",1848249983,-24.848578,-48.666839,"gass84","3b8e9d83-b2d4-4a97-973c-31d98b67b1e9","ab5c0b99-5af3-4958-b03c-0b7e85481cc1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:24:42.276+0000","2018-06-04T19:36:12.387+0000",118,"none","PRESERVED_SPECIMEN",4183206,6,7707728,220,407,6688,3034063,4183206,4183206,"Aiouea saligna Meisn.","Aiouea saligna Meisn.","Plantae","Tracheophyta","Laurales","Lauraceae","Aiouea","Aiouea saligna","Aiouea","saligna","SPECIES","ACCEPTED","2017-01-19T00:00:00","Paraná",2017,1,18,"2017-01-18T00:00:00","2018-05-10T18:59:35.000+0000","2018-12-08T15:08:35.019+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","MBM - Herbário do Museu Botânico Municipal","BRA:MBM:MBM:0000407597","2387","MBM - Herbário do Museu Botânico Municipal","Adrianópolis","pt","MBM",1848249983,"BRA:MBM:MBM:0000407597","Collection","Brotto, ML; Lozano, ED","407597","MBM","Museu Botânico Municipal de Curitiba, MBM","Árvore regenerante com 4 m de altura; estéril.; Floresta Ombrófila Densa Montana.","Brotto, ML",800,0,"SOUTH_AMERICA","Parque Estadual das Lauráceas",NA,"","","",NA,"","","","","",NA,"",NA,"","","","","","","",NA,"","","",NA,"","","","",NA,"","","","","","Adrianópolis","Paraná","brazil",949,"Adrianópolis",4100202,-48.821252,-24.783093,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-24.848578,-48.666839,"original coordinates","original coordinates OK"
"3","Aiouea saligna",1563171312,-26.794722,-48.591944,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:25.165+0000","2018-10-24T15:38:17.960+0000",121,"none","PRESERVED_SPECIMEN",4183206,6,7707728,220,407,6688,3034063,4183206,4183206,"Aiouea saligna Meisn.","Aiouea saligna Meisn.","Plantae","Tracheophyta","Laurales","Lauraceae","Aiouea","Aiouea saligna","Aiouea","saligna","SPECIES","ACCEPTED","2017-02-14T00:00:00","Santa Catarina",2017,2,14,"2017-02-14T00:00:00","2018-10-11T17:21:18.000+0000","2018-12-07T14:50:40.053+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000052706","6034","FURB - Herbário Dr. Roberto Miguel Klein","Penha","pt","FURB",1563171312,"BRA:FURB:FURB:0000052706","Collection","Funez, L.A.; A.L. de Gasper, F.F. Pastório","52706","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Flores verdes","L.A. Funez",72,0,"","Estrada da Praia Vermelha.",NA,"","","",NA,"","","","","",NA,"",NA,"","","","","","","",NA,"","","",NA,"","","","",NA,"","","","","","Penha","Santa Catarina","brazil",709,"Penha",4212502,-48.65028,-26.807638,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.794722,-48.591944,"original coordinates","original coordinates OK"
"4","Aiouea saligna",1913583646,-15.132222,-42.409722,"gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:44.086+0000","2018-11-23T18:21:44.270+0000",123,"none","PRESERVED_SPECIMEN",4183206,6,7707728,220,407,6688,3034063,4183206,4183206,"Aiouea saligna Meisn.","Aiouea saligna Meisn.","Plantae","Tracheophyta","Laurales","Lauraceae","Aiouea","Aiouea saligna","Aiouea","saligna","SPECIES","ACCEPTED","none","Minas Gerais",2017,3,19,"2017-03-19T00:00:00","2018-10-26T13:54:20.000+0000","2018-12-10T13:35:48.593+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000103603","6661","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","MONTEZUMA","pt","CEN",1913583646,"BRA:Cenargen:CEN:0000103603","Collection","Anderson Cássio Sevilha","103603","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Botão floral alvo. Projeto Bem Diverso.","A. C. Servilha",1023,0,"","Sítio 14. Ponto 2.",4,"Exsicatas","","",NA,"","","","","",NA,"",NA,"","","","","","","",NA,"","","",NA,"","","","",NA,"","","","","","MONTEZUMA","Minas Gerais","brazil",3189,"Montezuma",3143450,-42.469623,-15.191446,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-15.132222,-42.409722,"original coordinates","original coordinates OK"
"5","Aiouea saligna",1676572608,-8,-49.416667,"gass84","0c00cc8f-fd48-4771-acae-216bfc42dfc2","dbf378dd-b030-4049-bc9c-b5b8643e67cd","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:36:12.240+0000","2018-09-25T15:44:38.553+0000",130,"none","PRESERVED_SPECIMEN",4183206,6,7707728,220,407,6688,3034063,4183206,4183206,"Aiouea saligna Meisn.","Aiouea saligna Meisn.","Plantae","Tracheophyta","Laurales","Lauraceae","Aiouea","Aiouea saligna","Aiouea","saligna","SPECIES","ACCEPTED","none","Pará",2017,5,5,"2017-05-05T00:00:00","2018-09-18T12:56:57.000+0000","2018-12-10T07:37:01.952+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","MFS - Herbário Profª. Drª. Marlene Freitas da Silva","BRA:UEPA:MFS:0000007284","2361","MFS - Herbário Profª. Drª. Marlene Freitas da Silva","Conceição do Araguaia","pt","MFS",1676572608,"BRA:UEPA:MFS:0000007284","Collection","Cardoso, A","007284","UEPA","Universidade do Estado do Pará (UEPA)","Arbusto, crescendo em drenagem, flores brancas.","Cardoso, A",9999,0,"","",NA,"","","",NA,"","","","","",NA,"",NA,"","","","","","","",NA,"","","",NA,"","","","",NA,"","","","","","Conceição do Araguaia","Pará","brazil",4234,"Conceição do Araguaia",1502707,-49.51322,-8.181173,"PARA","PA","Pará",-53.0625366,-3.972184,"Pará","pa",-8,-49.416667,"original coordinates","original coordinates OK"
"6","Aiouea saligna",1676469156,-28.080556,-48.960833,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:26.993+0000","2018-10-24T15:38:18.834+0000",121,"none","PRESERVED_SPECIMEN",4183206,6,7707728,220,407,6688,3034063,4183206,4183206,"Aiouea saligna Meisn.","Aiouea saligna Meisn.","Plantae","Tracheophyta","Laurales","Lauraceae","Aiouea","Aiouea saligna","Aiouea","saligna","SPECIES","ACCEPTED","2017-09-26T00:00:00","Santa Catarina",2017,9,26,"2017-09-26T00:00:00","2018-10-11T17:21:18.000+0000","2018-12-10T07:36:48.175+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000055071","1083","FURB - Herbário Dr. Roberto Miguel Klein","São Bonifácio","pt","FURB",1676469156,"BRA:FURB:FURB:0000055071","Collection","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","55071","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","fruto imaturo","Kassner-Filho, A.",332,0,"","",NA,"","","",NA,"","","","","",NA,"",NA,"","","","","","","",NA,"","","",NA,"","","","",NA,"","","","","","São Bonifácio","Santa Catarina","brazil",431,"São Bonifácio",4215901,-48.940193,-27.956491,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-28.080556,-48.960833,"original coordinates","original coordinates OK"
"7","Aiouea saligna",1252621581,-27.825,-48.591944,"gass84","121275a3-dcce-44f4-9868-37326e9f64ef","d254f613-d4dd-4553-9fe3-b9485ca28371","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:40:33.415+0000","2018-10-24T15:38:55.791+0000",122,"none","PRESERVED_SPECIMEN",4183206,6,7707728,220,407,6688,3034063,4183206,4183206,"Aiouea saligna Meisn.","Aiouea saligna Meisn.","Plantae","Tracheophyta","Laurales","Lauraceae","Aiouea","Aiouea saligna","Aiouea","saligna","SPECIES","ACCEPTED","2016-01-26T00:00:00","Santa Catarina",2016,1,25,"2016-01-25T00:00:00","2018-10-01T14:25:59.000+0000","2018-12-08T15:43:38.167+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FLOR - Herbário do Departamento de Botânica da Universidade Federal de Santa Catarina","BRA:UFSC:FLOR:0000059172","","FLOR - Herbário do Departamento de Botânica da Universidade Federal de Santa Catarina","Palhoça","pt","FLOR",1252621581,"BRA:UFSC:FLOR:0000059172","Collection","Medeiros, J.D.","59172","Universidade Federal de Santa Catarina (UFSC)","Universidade Federal de Santa Catarina (UFSC)","Árvore com 5m de altura","Medeiros, J.D.",4,0,"","Baixada Maciambú.",NA,"","","",NA,"","","","","",NA,"",NA,"","","","","","","",NA,"","","",NA,"","","","",NA,"","","","","","Palhoça","Santa Catarina","brazil",468,"Palhoça",4211900,-48.671008,-27.779709,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-27.825,-48.591944,"original coordinates","original coordinates OK"
"8","Aiouea saligna",1837912653,-29.673056,-51.011944,"gass84","fe8c1017-5941-4703-8f81-5023028a32ab","94a9c3b2-d54d-4938-811b-e91e091eeb28","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:16:51.471+0000","2018-10-11T11:56:24.929+0000",123,"none","PRESERVED_SPECIMEN",4183206,6,7707728,220,407,6688,3034063,4183206,4183206,"Aiouea saligna Meisn.","Aiouea saligna Meisn.","Plantae","Tracheophyta","Laurales","Lauraceae","Aiouea","Aiouea saligna","Aiouea","saligna","SPECIES","ACCEPTED","none","Rio Grande do Sul",2016,2,16,"2016-02-16T00:00:00","2018-09-28T11:51:06.000+0000","2018-12-08T03:44:42.696+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","PACA-AGP - Herbarium Anchieta","BRA:IAP:PACA-AGP:0000117942","","PACA-AGP - Herbarium Anchieta","Campo Bom","pt","PACA-AGP",1837912653,"BRA:IAP:PACA-AGP:0000117942","Collection","Lippert, A. P. U.","117942","IAP","Instituto Anchietano de Pesquisas (IAP)","Habitat: borda florestal","Lippert, A. P. U.",NA,NA,"","",NA,"","","",NA,"","","","","",NA,"",NA,"","","","","","","",NA,"","","",NA,"","","","",NA,"","","","","","Campo Bom","Rio Grande do Sul","brazil",104,"Campo Bom",4303905,-51.048821,-29.672278,"RIO GRANDE DO SUL","RS","Rio Grande do Sul",-53.24495754,-29.78635099,"Rio Grande do Sul","rs",-29.673056,-51.011944,"original coordinates","original coordinates OK"
"9","Aiouea saligna",1671706627,-25.911389,-48.583333,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:03.621+0000","2018-09-10T18:27:53.674+0000",124,"none","PRESERVED_SPECIMEN",4183206,6,7707728,220,407,6688,3034063,4183206,4183206,"Aiouea saligna Meisn.","Aiouea saligna Meisn.","Plantae","Tracheophyta","Laurales","Lauraceae","Aiouea","Aiouea saligna","Aiouea","saligna","SPECIES","ACCEPTED","2016-11-01T00:00:00","Paraná",2016,7,15,"2016-07-15T00:00:00","2018-09-06T19:46:58.000+0000","2018-12-06T15:07:41.354+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000234377","9363","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Guaratuba","pt","HUEFS",1671706627,"BRA:UEFS:HUEFS:0000234377","Collection","Silva, J.M.","234377","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Floresta Ombrófila Densa das Terras Baixas.","M.L.Brotto",10,0,"","Balneário Eliane.",NA,"","","",NA,"","","","","",NA,"",NA,"","","","","","","",NA,"","","",NA,"","","","",NA,"","","","","","Guaratuba","Paraná","brazil",838,"Guaratuba",4109609,-48.768272,-25.817781,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-25.911389,-48.583333,"original coordinates","original coordinates OK"
"10","Aiouea saligna",1563169775,-25.911389,-48.583333,"gass84","16ed67e5-fd70-4fd4-85c3-70ea2da627fe","52603cfd-d564-4e89-a466-5e71813677be","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T08:57:00.410+0000","2018-11-24T08:57:00.502+0000",126,"none","PRESERVED_SPECIMEN",4183206,6,7707728,220,407,6688,3034063,4183206,4183206,"Aiouea saligna Meisn.","Aiouea saligna Meisn.","Plantae","Tracheophyta","Laurales","Lauraceae","Aiouea","Aiouea saligna","Aiouea","saligna","SPECIES","ACCEPTED","2016-11-22T00:00:00","Paraná",2016,7,15,"2016-07-15T00:00:00","2018-11-05T15:54:36.000+0000","2018-12-07T14:50:39.121+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPSF - Herbário Dom Bento José Pickel","BRA:IF:SPSF:0000051776","9363","SPSF - Herbário Dom Bento José Pickel","Guaratuba","pt","SPSF",1563169775,"BRA:IF:SPSF:0000051776","Collection","J.M. Silva","51776","IF","Instituto Florestal, IF","COLETA: Árvore com 6 m de altura; frutos imaturos.; GEOGRAFIA: Floresta Ombrófila Densa das Terras Baixas.;","M.L. Brotto",10,0,"SOUTH_AMERICA","Balneário Eliane",NA,"","","",NA,"","","","","",NA,"",NA,"","","","","","","",NA,"","","",NA,"","","","",NA,"","","","","","Guaratuba","Paraná","brazil",838,"Guaratuba",4109609,-48.768272,-25.817781,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-25.911389,-48.583333,"original coordinates","original coordinates OK"
