"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","individualCount","preparations","continent","references","institutionID","nomenclaturalCode","verbatimEventDate","endDayOfYear","county","startDayOfYear","verbatimElevation","collectionID","otherCatalogNumbers","habitat","fieldNotes","nomenclaturalStatus","taxonID","bibliographicCitation","fieldNumber","verbatimLocality","higherGeography","higherClassification","coordinateUncertaintyInMeters","georeferenceProtocol","georeferenceSources","verbatimTaxonRank","typeStatus","dynamicProperties","organismID","datasetID","accessRights","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Zanthoxylum stelligerum",1699901704,-5.146667,-40.928333,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:20:03.332+0000","2018-09-10T18:27:51.860+0000",124,"none","PRESERVED_SPECIMEN",3834079,6,7707728,220,933,2396,3190076,3834079,3834079,"Zanthoxylum stelligerum Turcz.","Zanthoxylum stelligerum Turcz.","Plantae","Tracheophyta","Sapindales","Rutaceae","Zanthoxylum","Zanthoxylum stelligerum","Zanthoxylum","stelligerum","SPECIES","ACCEPTED","2017-11-01T00:00:00",684,0,"Ceará",2017,3,29,"2017-03-29T00:00:00","2018-09-06T20:13:20.000+0000","2018-12-05T23:54:03.962+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000233535","581","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Crateús","Serra das Almas, around plot 1.","pt","HUEFS",1699901704,"BRA:UEFS:HUEFS:0000233535","Collection","Moonlight, P.W.","233535","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Dry forest with canopy of 5-10m. Dense shrub layer (mostly Croton sp). Sparse herb layer and sparse bromeliad ground cover. Deep clay-sand soil.","P.W.Moonlight",NA,"","","","","","",NA,"",NA,"","","","","","",NA,"",NA,"","","",NA,"","","","","",NA,"","","Crateús","Ceará","brazil",5040,"Crateús",2304103,-40.719795,-5.197497,"CEARA","CE","Ceará",-39.61556123,-5.09311398,"Ceará","ce",-5.146667,-40.928333,"original coordinates","original coordinates OK"
"2","Zanthoxylum stelligerum",1913583529,-15.078333,-42.47,"gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:44.048+0000","2018-11-23T18:21:44.204+0000",123,"none","PRESERVED_SPECIMEN",3834079,6,7707728,220,933,2396,3190076,3834079,3834079,"Zanthoxylum stelligerum Turcz.","Zanthoxylum stelligerum Turcz.","Plantae","Tracheophyta","Sapindales","Rutaceae","Zanthoxylum","Zanthoxylum stelligerum","Zanthoxylum","stelligerum","SPECIES","ACCEPTED","none",996,0,"Minas Gerais",2017,3,18,"2017-03-18T00:00:00","2018-10-26T14:07:45.000+0000","2018-12-10T13:35:48.690+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000103540","6598","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","MONTEZUMA","Sítio 13. Ponto 2.","pt","CEN",1913583529,"BRA:Cenargen:CEN:0000103540","Collection","Anderson Cássio Sevilha","103540","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Botão floral. Projeto Bem Diverso.","B. M. T. Walter",4,"Exsicatas","","","","","",NA,"",NA,"","","","","","",NA,"",NA,"","","",NA,"","","","","",NA,"","","MONTEZUMA","Minas Gerais","brazil",3189,"Montezuma",3143450,-42.469623,-15.191446,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-15.078333,-42.47,"original coordinates","original coordinates OK"
"3","Zanthoxylum stelligerum",1930041866,-11.084444,-41.314167,"cdround,gass84","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","none","17017c2c-036b-45d9-b045-606d21b00771","US","DWC_ARCHIVE","2018-11-18T15:31:04.893+0000","2018-11-18T15:31:04.900+0000",96,"none","PRESERVED_SPECIMEN",3834079,6,7707728,220,933,2396,3190076,3834079,3834079,"Zanthoxylum stelligerum Turcz.","Zanthoxylum stelligerum Turcz.","Plantae","Tracheophyta","Sapindales","Rutaceae","Zanthoxylum","Zanthoxylum stelligerum","Zanthoxylum","stelligerum","SPECIES","ACCEPTED","none",966,0,"Bahia",2016,4,14,"2016-04-14T00:00:00","","2018-12-06T11:24:28.609+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","The New York Botanical Garden","a1179e5e-a5c2-45f1-bafa-73dce2d45c5d","1568","Vascular plants","","Divisa com o MunicÃ­pio de VÃ¡rzea nova, Serra da BabilÃ´nia, Faz. Bom Jesus, futura Ã¡rea de implantaÃ§Ã£o do Parque EÃ³lico da Serra da BabilÃ´nia. Coordenadas aroximadas do indivÃ­duo (WGS84). Savana-estÃ©pica arborizada densa.","en","NY",1930041866,"a1179e5e-a5c2-45f1-bafa-73dce2d45c5d","PhysicalObject","L. J. T. Cardoso","02913491","NY","","","",NA,"sheet","SOUTH_AMERICA","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3241659","http://biocol.org/urn:lsid:biocol.org:col:15556","ICN","14 Apr 2016",105,"Morro do ChapÃ©u",105,"3169 ft","http://biocol.org/urn:lsid:biocol.org:col:15556","","","","",NA,"",NA,"","","",NA,"","","","","",NA,"","","","Bahia","brazil",NA,"",NA,NA,NA,"","","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-11.084444,-41.314167,"original coordinates","original coordinates outside municipality original in  falls in morro do chapeu"
"4","Zanthoxylum stelligerum",1087710196,-11.6,-41.016667,"gass84","a8e78a51-12b2-4ca1-8945-6d909022ef6a","6cc5aff1-f24c-4d67-a827-a666dc680b66","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:31:57.156+0000","2018-08-03T12:12:40.914+0000",121,"none","PRESERVED_SPECIMEN",3834079,6,7707728,220,933,2396,3190076,3834079,3834079,"Zanthoxylum stelligerum Turcz.","Zanthoxylum stelligerum Turcz.","Plantae","Tracheophyta","Sapindales","Rutaceae","Zanthoxylum","Zanthoxylum stelligerum","Zanthoxylum","stelligerum","SPECIES","ACCEPTED","none",840,0,"Bahia",2014,1,18,"2014-01-18T00:00:00","2018-07-31T12:26:38.000+0000","2018-12-08T13:06:07.499+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HURB - Herbário do Recôncavo da Bahia","BRA:UFRB:HURB:0000010271","21195","HURB - Herbário do Recôncavo da Bahia","Morro do Chapéu","Capão do Pinho, Vila Ecológica Catinguara;","pt","HURB",1087710196,"BRA:UFRB:HURB:0000010271","Collection","Guedes, M.L.; Costa, T.F.; Alunos de Botânica BIO C05","10271","UFRB","Universidade Federal do Recôncavo da Bahia (UFRB)","Hábito: arbusto espinescente","",NA,"","","","","","",NA,"",NA,"","","","","","",NA,"",NA,"","","",NA,"","","","","",NA,"","","Morro do Chapéu","Bahia","brazil",3674,"Morro do Chapéu",2921708,-41.151587,-11.472221,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-11.6,-41.016667,"original coordinates","original coordinates OK"
"5","Zanthoxylum stelligerum",1135819211,-11.5875,-41.076111,"gass84","fffdea53-c113-4cdc-896e-a9c5fd726591","1c72778c-05de-4f31-b83a-ff541ce5dff7","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:28.823+0000","2018-09-25T15:15:09.206+0000",81,"none","PRESERVED_SPECIMEN",3834079,6,7707728,220,933,2396,3190076,3834079,3834079,"Zanthoxylum stelligerum Turcz.","Zanthoxylum stelligerum Turcz.","Plantae","Tracheophyta","Sapindales","Rutaceae","Zanthoxylum","Zanthoxylum stelligerum","Zanthoxylum","stelligerum","SPECIES","ACCEPTED","2013-03-01T00:00:00",972,0,"Bahia",2013,3,9,"2013-03-09T00:00:00","2018-08-22T12:18:01.000+0000","2018-12-06T21:47:02.814+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UESC - Herbário Universidade Estadual de Santa Cruz","BRA:UESC:UESC:0000020363","20473","UESC - Herbário Universidade Estadual de Santa Cruz","Morro do Chapeu","","pt","UESC",1135819211,"BRA:UESC:UESC:0000020363","Collection","Guedes, M.L.","20363","UESC","Universidade Estadual de Santa Cruz (UESC)","Árvore com ca. de 3,5m de altura, espinescente.","Guedes, M.L.",NA,"","","","","","",NA,"",NA,"","","","","","",NA,"",NA,"","","",NA,"","","","","",NA,"","","Morro do Chapeu","Bahia","brazil",3674,"Morro do Chapéu",2921708,-41.151587,-11.472221,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-11.5875,-41.076111,"original coordinates","original coordinates OK"
"6","Zanthoxylum stelligerum",1094887949,-8.986111,-43.445833,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:35.222+0000","2018-09-10T18:27:17.073+0000",124,"none","PRESERVED_SPECIMEN",3834079,6,7707728,220,933,2396,3190076,3834079,3834079,"Zanthoxylum stelligerum Turcz.","Zanthoxylum stelligerum Turcz.","Plantae","Tracheophyta","Sapindales","Rutaceae","Zanthoxylum","Zanthoxylum stelligerum","Zanthoxylum","stelligerum","SPECIES","ACCEPTED","none",545,0,"Piauí",2011,2,25,"2011-02-25T00:00:00","","2018-09-10T18:27:42.603+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000170875","9198","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Caracol","Estrada para Dolinas.","pt","HUEFS",1094887949,"BRA:UEFS:HUEFS:0000170875","Collection","Melo, E.","170875","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Caatinga arbórea sobre rochas e lajedos.","",NA,"","","","","","",NA,"",NA,"","","","","","",NA,"",NA,"","","",NA,"","","","","",NA,"","","Caracol","Piauí","brazil",4076,"Caracol",2202505,-43.346841,-9.089046,"PIAUI","PI","Piauí",-42.9686162,-7.38798322,"Piauí","pi",-8.986111,-43.445833,"original coordinates","original coordinates OK"
"7","Zanthoxylum stelligerum",1944964658,-9.153333,-43.645556,"gass84,iddatunl","1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3","76dbcb10-efc5-4d5f-87a5-bcd409fc92c8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:30:55.842+0000","2018-11-24T12:30:55.874+0000",126,"none","PRESERVED_SPECIMEN",3834079,6,7707728,220,933,2396,3190076,3834079,3834079,"Zanthoxylum stelligerum Turcz.","Zanthoxylum stelligerum Turcz.","Plantae","Tracheophyta","Sapindales","Rutaceae","Zanthoxylum","Zanthoxylum stelligerum","Zanthoxylum","stelligerum","SPECIES","ACCEPTED","2016-01-01T00:00:00",404,0,"Piauí",2011,7,16,"2011-07-16T00:00:00","","2018-11-24T12:30:55.901+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPF - Herbário da Universidade de São Paulo","BRA:USP:SPF:0000225008","3383","SPF - Herbário da Universidade de São Paulo","Caracol","Estrada do Bom Sucesso.","pt","SPF",1944964658,"BRA:USP:SPF:0000225008","Collection","Conceição, AA","225008","USP","Universidade de São Paulo, USP","","Pirani, JR",NA,"","","","","","",NA,"",NA,"","","","","","",NA,"",NA,"","","",NA,"","","","","",NA,"","","Caracol","Piauí","brazil",4076,"Caracol",2202505,-43.346841,-9.089046,"PIAUI","PI","Piauí",-42.9686162,-7.38798322,"Piauí","pi",-9.153333,-43.645556,"original coordinates","original coordinates outside municipality original in caracol falls in guaribas"
"8","Zanthoxylum stelligerum",1094892219,-9.153333,-43.645556,"gass84,iddatunl","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:37.743+0000","2018-09-10T18:27:19.865+0000",124,"none","PRESERVED_SPECIMEN",3834079,6,7707728,220,933,2396,3190076,3834079,3834079,"Zanthoxylum stelligerum Turcz.","Zanthoxylum stelligerum Turcz.","Plantae","Tracheophyta","Sapindales","Rutaceae","Zanthoxylum","Zanthoxylum stelligerum","Zanthoxylum","stelligerum","SPECIES","ACCEPTED","2016-01-01T00:00:00",404,0,"Piaui",2011,7,16,"2011-07-16T00:00:00","","2018-09-10T18:27:45.168+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000175175","3383","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Caracol","Estrada do Bom Sucesso.","pt","HUEFS",1094892219,"BRA:UEFS:HUEFS:0000175175","Collection","Conceição, A.A.","175175","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Caatinga arbustiva em solo arenoso.","J.R.Pirani",NA,"","","","","","",NA,"",NA,"","","","","","",NA,"",NA,"","","",NA,"","","","","",NA,"","","Caracol","Piaui","brazil",4076,"Caracol",2202505,-43.346841,-9.089046,"PIAUI","PI","Piauí",-42.9686162,-7.38798322,"Piauí","pi",-9.153333,-43.645556,"original coordinates","original coordinates outside municipality original in caracol falls in guaribas"
"9","Zanthoxylum stelligerum",1094894664,-9.136389,-43.643333,"gass84,iddatunl","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:39.513+0000","2018-09-10T18:27:21.125+0000",124,"none","PRESERVED_SPECIMEN",3834079,6,7707728,220,933,2396,3190076,3834079,3834079,"Zanthoxylum stelligerum Turcz.","Zanthoxylum stelligerum Turcz.","Plantae","Tracheophyta","Sapindales","Rutaceae","Zanthoxylum","Zanthoxylum stelligerum","Zanthoxylum","stelligerum","SPECIES","ACCEPTED","2016-01-01T00:00:00",453,0,"Piauí",2011,7,16,"2011-07-16T00:00:00","","2018-09-10T18:27:46.694+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000177609","10070","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Caracol","Povoado de Bom Sucesso.","pt","HUEFS",1094894664,"BRA:UEFS:HUEFS:0000177609","Collection","Melo, E.","177609","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Cerrado, próximo aos cálices rochosos.","J.R.Pirani",NA,"","","","","","",NA,"",NA,"","","","","","",NA,"",NA,"","","",NA,"","","","","",NA,"","","Caracol","Piauí","brazil",4076,"Caracol",2202505,-43.346841,-9.089046,"PIAUI","PI","Piauí",-42.9686162,-7.38798322,"Piauí","pi",-9.136389,-43.643333,"original coordinates","original coordinates outside municipality original in caracol falls in guaribas"
"10","Zanthoxylum stelligerum",1090625295,-9.699167,-38.210861,"gass84","1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3","76dbcb10-efc5-4d5f-87a5-bcd409fc92c8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:30:48.557+0000","2018-09-25T14:05:37.635+0000",126,"none","PRESERVED_SPECIMEN",3834079,6,7707728,220,933,2396,3190076,3834079,3834079,"Zanthoxylum stelligerum Turcz.","Zanthoxylum stelligerum Turcz.","Plantae","Tracheophyta","Sapindales","Rutaceae","Zanthoxylum","Zanthoxylum stelligerum","Zanthoxylum","stelligerum","SPECIES","ACCEPTED","2011-01-01T00:00:00",500,0,"Pernambuco",2009,1,15,"2009-01-15T00:00:00","2018-08-21T18:46:33.000+0000","2018-12-08T04:43:53.012+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPF - Herbário da Universidade de São Paulo","BRA:USP:SPF:0000205233","1817","SPF - Herbário da Universidade de São Paulo","Tacaratu","","pt","SPF",1090625295,"BRA:USP:SPF:0000205233","Collection","Carvalho-Sobrinho, JG","205233","USP","Universidade de São Paulo, USP","","Pirani, JR",NA,"","","","","","",NA,"",NA,"","","","","","",NA,"",NA,"","","",NA,"","","","","",NA,"","","Tacaratu","Pernambuco","brazil",4099,"Tacaratu",2614808,-38.075935,-8.95708,"PERNAMBUCO","PE","Pernambuco",-37.99303622,-8.3240949,"Pernambuco","pe",-9.699167,-38.210861,"original coordinates","original coordinates outside municipality original in tacaratu falls in santa brigida"
"11","Zanthoxylum stelligerum",1424282351,-10.084722,-43.363611,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:40:49.598+0000","2018-09-24T20:02:04.790+0000",207,"none","PRESERVED_SPECIMEN",3834079,6,7707728,220,933,2396,3190076,3834079,3834079,"Zanthoxylum stelligerum Turcz.","Zanthoxylum stelligerum Turcz.","Plantae","Tracheophyta","Sapindales","Rutaceae","Zanthoxylum","Zanthoxylum stelligerum","Zanthoxylum","stelligerum","SPECIES","ACCEPTED","2010-01-01T00:00:00",558,58,"Piauí",2009,4,8,"2009-04-08T00:00:00","2017-10-18T13:12:26.874+0000","2018-12-06T16:58:51.349+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:569921","16255","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Caracol","Parque Nacional da Serra das Confusões. Baixão do Canto verde, Caatinga.","","RB",1424282351,"urn:catalog:JBRJ:RB:569921","PhysicalObject","G. Martinelli; M.A.Moraes, E.Ferrnandes","RB00569921","JBRJ","","Arvoreta, com 5m; freqüente; folhas levemente discolores, botões florais alvacentos.","J.R. Pirani",NA,"","","","","","",NA,"",NA,"","","RB 485406","","","",NA,"",NA,"","","",NA,"","","","","",NA,"","","Caracol","Piauí","brazil",4076,"Caracol",2202505,-43.346841,-9.089046,"PIAUI","PI","Piauí",-42.9686162,-7.38798322,"Piauí","pi",-10.084722,-43.363611,"original coordinates","original coordinates outside municipality original in caracol falls in pilao arcado"
