"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","stateProvince.original","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","identifiedBy","modified","otherCatalogNumbers","continent","references","institutionID","nomenclaturalCode","verbatimEventDate","endDayOfYear","county","preparations","startDayOfYear","collectionID","occurrenceRemarks","created","associatedSequences","taxonID","higherClassification","fieldNotes","individualCount","infraspecificEpithet","coordinateUncertaintyInMeters","habitat","georeferenceSources","nomenclaturalStatus","bibliographicCitation","higherGeography","fieldNumber","verbatimLocality","previousIdentifications","typeStatus","typifiedName","georeferenceProtocol","eventRemarks","identificationRemarks","verbatimElevation","georeferencedDate","organismID","datasetID","accessRights","source","rights","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Pilocarpus pauciflorus",1587298396,-26.957222,-49.087222,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:26.446+0000","2018-10-24T15:38:18.647+0000",121,"none","PRESERVED_SPECIMEN",7269527,6,7707728,220,933,2396,3190419,7269527,7269527,"Pilocarpus pauciflorus A.St.-Hil.","Pilocarpus pauciflorus A.St.-Hil.","Plantae","Tracheophyta","Sapindales","Rutaceae","Pilocarpus","Pilocarpus pauciflorus","Pilocarpus","pauciflorus","SPECIES","ACCEPTED","2017-07-11T00:00:00",100,0,"Santa Catarina",2017,4,21,"2017-04-21T00:00:00","2018-10-24T15:39:00.182+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000054326","22","FURB - Herbário Dr. Roberto Miguel Klein","Blumenau","Rua Antônio Zendrom. Final do caminho próximo à nascente.","pt","FURB",1587298396,"BRA:FURB:FURB:0000054326","Collection","Gebien, W.","54326","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Gebien, W.","","","","","","","",NA,"","",NA,"","","","",NA,"","",NA,"",NA,"","","","","",NA,"","","","","",NA,NA,"","",NA,"","","","","Blumenau","Santa Catarina","brazil",690,"Blumenau",4202404,-49.097426,-26.884746,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.957222,-49.087222,"original coordinates","original coordinates OK"
"2","Pilocarpus pauciflorus",1840912165,-26.28,-48.961944,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:22.803+0000","2018-09-24T19:59:03.902+0000",207,"none","PRESERVED_SPECIMEN",7269527,6,7707728,220,933,2396,3190419,7269527,7269527,"Pilocarpus pauciflorus A.St.-Hil.","Pilocarpus pauciflorus A.St.-Hil.","Plantae","Tracheophyta","Sapindales","Rutaceae","Pilocarpus","Pilocarpus pauciflorus","Pilocarpus","pauciflorus","SPECIES","ACCEPTED","2015-10-25T00:00:00",NA,NA,"Santa Catarina",2015,10,25,"2015-10-25T00:00:00","2018-12-08T19:50:28.739+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1385844","2664","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Joinville","Pirai. Pirai.","","RB",1840912165,"urn:catalog:JBRJ:RB:1385844","PhysicalObject","Oliveira, A.A. de","RB01385844","JBRJ","","Oliveira, AA de","2018-04-27T15:08:50.664+0000","RB 763433","","","","","",NA,"","",NA,"","","","",NA,"","",NA,"",NA,"","","","","",NA,"","","","","",NA,NA,"","",NA,"","","","","Joinville","Santa Catarina","brazil",793,"Joinville",4209102,-48.955158,-26.24552,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.28,-48.961944,"original coordinates","original coordinates OK"
"3","Pilocarpus pauciflorus",1929285856,-14.217806,-40.159056,"gass84","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","none","17017c2c-036b-45d9-b045-606d21b00771","US","DWC_ARCHIVE","2018-11-18T15:21:37.863+0000","2018-11-18T15:21:37.884+0000",96,"none","PRESERVED_SPECIMEN",7269527,6,7707728,220,933,2396,3190419,7269527,7269527,"Pilocarpus pauciflorus A.St.-Hil.","Pilocarpus pauciflorus A.St.-Hil.","Plantae","Tracheophyta","Sapindales","Rutaceae","Pilocarpus","Pilocarpus pauciflorus","Pilocarpus","pauciflorus","SPECIES","ACCEPTED","2016-01-01T00:00:00",0,0,"Bahia",2014,4,4,"2014-04-04T00:00:00","2018-12-06T12:19:45.248+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","The New York Botanical Garden","6b58354a-1173-4225-9c8a-b077f9e99506","366","Vascular plants","","Oriente Novo.","en","NY",1929285856,"6b58354a-1173-4225-9c8a-b077f9e99506","PhysicalObject","R. S. Souza","02715625","NY","","J. A. Kallunki","","","SOUTH_AMERICA","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2952866","http://biocol.org/urn:lsid:biocol.org:col:15556","ICN","04 Apr 2014",94,"Jequié","sheet",94,"http://biocol.org/urn:lsid:biocol.org:col:15556","","","",NA,"","",NA,"",NA,"","","","","",NA,"","","","","",NA,NA,"","",NA,"","","","","","Bahia","brazil",NA,"",NA,NA,NA,"","","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-14.217806,-40.159056,"original coordinates","original coordinates outside municipality original in  falls in jequie"
"4","Pilocarpus pauciflorus",1077424242,-26.641111,-48.784167,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:20.547+0000","2018-10-24T15:38:15.321+0000",121,"none","PRESERVED_SPECIMEN",7269527,6,7707728,220,933,2396,3190419,7269527,7269527,"Pilocarpus pauciflorus A.St.-Hil.","Pilocarpus pauciflorus A.St.-Hil.","Plantae","Tracheophyta","Sapindales","Rutaceae","Pilocarpus","Pilocarpus pauciflorus","Pilocarpus","pauciflorus","SPECIES","ACCEPTED","2016-07-05T00:00:00",25,0,"Santa Catarina",2014,10,3,"2014-10-03T00:00:00","2018-12-06T14:18:06.864+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000045195","687","FURB - Herbário Dr. Roberto Miguel Klein","São João do Itaperiú","Mantiqueira.","pt","FURB",1077424242,"BRA:FURB:FURB:0000045195","Collection","Mayer, M.; Oliveira, A.A. de","45195","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Sobral, M","2018-10-11T17:27:55.000+0000","","","","","","",NA,"","",NA,"","Regeneração IFFSC 865 /N/87","","",NA,"","",NA,"",NA,"","","","","",NA,"","","","","",NA,NA,"","",NA,"","","","","São João do Itaperiú","Santa Catarina","brazil",751,"São João do Itaperiú",4216354,-48.797188,-26.590628,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.641111,-48.784167,"original coordinates","original coordinates OK"
"5","Pilocarpus pauciflorus",1077377474,-27.121944,-48.517222,"gass84","121275a3-dcce-44f4-9868-37326e9f64ef","d254f613-d4dd-4553-9fe3-b9485ca28371","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:40:30.852+0000","2018-10-24T15:38:54.483+0000",122,"none","PRESERVED_SPECIMEN",7269527,6,7707728,220,933,2396,3190419,7269527,7269527,"Pilocarpus pauciflorus A.St.-Hil.","Pilocarpus pauciflorus A.St.-Hil.","Plantae","Tracheophyta","Sapindales","Rutaceae","Pilocarpus","Pilocarpus pauciflorus","Pilocarpus","pauciflorus","SPECIES","ACCEPTED","2013-02-22T00:00:00",2,0,"Santa Catarina",2013,2,21,"2013-02-21T00:00:00","2018-12-06T14:17:46.711+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FLOR - Herbário do Departamento de Botânica da Universidade Federal de Santa Catarina","BRA:UFSC:FLOR:0000054471","974","FLOR - Herbário do Departamento de Botânica da Universidade Federal de Santa Catarina","Porto Belo","Área de Proteção Ambiental da Ponta do Araçá.","pt","FLOR",1077377474,"BRA:UFSC:FLOR:0000054471","Collection","Nuernberg, A.","54471","Universidade Federal de Santa Catarina (UFSC)","Universidade Federal de Santa Catarina (UFSC)","Mello, A.S.","2018-10-01T14:32:13.000+0000","","","","","","",NA,"","",NA,"","arbusto, botões verdes. Coordenadas aproximadas.","","",NA,"","",NA,"",NA,"","","","","",NA,"","","","","",NA,NA,"","",NA,"","","","","Porto Belo","Santa Catarina","brazil",624,"Porto Belo",4213500,-48.615962,-27.174374,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-27.121944,-48.517222,"original coordinates","original coordinates OK"
"6","Pilocarpus pauciflorus",1086913385,-24.339444,-47.005556,"gass84","16ed67e5-fd70-4fd4-85c3-70ea2da627fe","52603cfd-d564-4e89-a466-5e71813677be","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T08:56:57.498+0000","2018-11-24T08:56:57.702+0000",126,"none","PRESERVED_SPECIMEN",7269527,6,7707728,220,933,2396,3190419,7269527,7269527,"Pilocarpus pauciflorus A.St.-Hil.","Pilocarpus pauciflorus A.St.-Hil.","Plantae","Tracheophyta","Sapindales","Rutaceae","Pilocarpus","Pilocarpus pauciflorus","Pilocarpus","pauciflorus","SPECIES","ACCEPTED","2011-09-19T00:00:00",NA,NA,"São Paulo",2011,9,1,"2011-09-01T00:00:00","2018-12-08T13:01:18.967+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPSF - Herbário Dom Bento José Pickel","BRA:IF:SPSF:0000045035","383","SPSF - Herbário Dom Bento José Pickel","Iguape","Serra de Peruíbe","pt","SPSF",1086913385,"BRA:IF:SPSF:0000045035","Collection","C. de Moura & J.N.C.Francisco","45035","IF","Instituto Florestal, IF","J.A.Pastore","2018-11-05T15:59:55.000+0000","","SOUTH_AMERICA","","","","",NA,"","",NA,"","COLETA: Árvore 9m altura; botões amarelados e frutos imaturos verdes.; GEOGRAFIA: Entorno da Estação Ecológica Juréia-Itatins.&nf;Trilha do Cruzeiro;","","",NA,"","",NA,"",NA,"","","","","",NA,"","","","","",NA,NA,"","",NA,"","","","","Iguape","São Paulo","brazil",975,"Iguape",3520301,-47.474658,-24.549358,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-24.339444,-47.005556,"original coordinates","original coordinates outside municipality original in iguape falls in peruibe"
"7","Pilocarpus pauciflorus",1942138302,-22.41,-49.7,"cudc,gass84","ad43e954-dd79-4986-ae34-9ccdbd8bf568","ada9d123-ddb4-467d-8891-806ea8d94230","none","9e4f3516-2b98-4700-a39a-3f109252508c","GB","DWC_ARCHIVE","2018-12-11T20:28:19.070+0000","2018-11-19T16:49:45.286+0000",95,"none","PRESERVED_SPECIMEN",7269527,6,7707728,220,933,2396,3190419,7269527,7269527,"Pilocarpus pauciflorus A.St.-Hil.","Pilocarpus pauciflorus A.St.-Hil.","Plantae","Tracheophyta","Sapindales","Rutaceae","Pilocarpus","Pilocarpus pauciflorus","Pilocarpus","pauciflorus","SPECIES","ACCEPTED","none",590,NA,"",2011,12,1,"2011-12-01T00:00:00","2018-12-07T16:07:02.524+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","","MG718494","","","","Brazil:Parcela permanente 10.24ha, Estacao Ecologica de Caetetus, Galia county, Sao Paulo State","","",1942138302,"MG718494","","R.A.F. Lima & I. Marechaux",NA,"","","","2018-10-04T00:00:00.000+0000","","","http://www.ebi.ac.uk/ena/data/view/MG718494","","","",NA,"","",NA,"","","2018-10-04","MG718494",1924218,"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;rosids;malvids;Sapindales;Rutaceae;Amyridoideae;Pilocarpus","",NA,"",NA,"","","","","",NA,"","","","","",NA,NA,"","",NA,"","","","","","","brazil",NA,"",NA,NA,NA,"","","",NA,NA,NA,"",-22.41,-49.7,"original coordinates","original coordinates outside municipality original in  falls in galia"
"8","Pilocarpus pauciflorus",1095630563,-24.100556,-50.706944,"gass84","3b8e9d83-b2d4-4a97-973c-31d98b67b1e9","ab5c0b99-5af3-4958-b03c-0b7e85481cc1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:24:30.208+0000","2018-06-04T19:36:06.773+0000",118,"none","PRESERVED_SPECIMEN",7269527,6,7707728,220,933,2396,3190419,7269527,7269527,"Pilocarpus pauciflorus A.St.-Hil.","Pilocarpus pauciflorus A.St.-Hil.","Plantae","Tracheophyta","Sapindales","Rutaceae","Pilocarpus","Pilocarpus pauciflorus","Pilocarpus","pauciflorus","SPECIES","ACCEPTED","none",635,115,"Paraná",2011,NA,NA,"2011-01-01T00:00:00","2018-07-07T12:44:39.475+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","MBM - Herbário do Museu Botânico Municipal","BRA:MBM:MBM:0000385595","174","MBM - Herbário do Museu Botânico Municipal","Telêmaco Borba","UHE Mauá, PCH Getúlio Vargas","pt","MBM",1095630563,"BRA:MBM:MBM:0000385595","Collection","Adenesky-Filho, E","385595","MBM","Museu Botânico Municipal de Curitiba, MBM","Selusniaki, M","","","SOUTH_AMERICA","","","","",NA,"","",NA,"","Resgate de flora da UHE Mauá","","",NA,"","",NA,"",NA,"","","","","",NA,"","","","","",NA,NA,"","",NA,"","","","","Telêmaco Borba","Paraná","brazil",1013,"Telêmaco Borba",4127106,-50.522448,-24.2496,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-24.100556,-50.706944,"original coordinates","original coordinates OK"
"9","Pilocarpus pauciflorus",1135942666,-22.8375,-46.511111,"gass84","cbf8c968-37d6-45be-bf5c-e22914a384dc","a88bec5c-1cbf-47a2-8c3e-6081804d80a5","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:21:40.768+0000","2018-01-05T16:39:49.876+0000",81,"none","PRESERVED_SPECIMEN",7269527,6,7707728,220,933,2396,3190419,7269527,7269527,"Pilocarpus pauciflorus A.St.-Hil.","Pilocarpus pauciflorus A.St.-Hil.","Plantae","Tracheophyta","Sapindales","Rutaceae","Pilocarpus","Pilocarpus pauciflorus","Pilocarpus","pauciflorus","SPECIES","ACCEPTED","2010-02-01T00:00:00",NA,NA,"São Paulo",2010,1,13,"2010-01-13T00:00:00","2018-12-06T21:48:27.193+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz","BRA:ESALQ:ESA:0ESA123176","508","ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz","Botucatu","Parque Ecológico da Pavuna.","pt","ESA",1135942666,"BRA:ESALQ:ESA:0ESA123176","Collection","Santos, L.B. ; Gomes, D.G.","ESA123176","Escola Superior de Agricultura Luiz de Queiroz, ESALQ","Escola Superior de Agricultura Luiz de Queiroz, ESALQ","Santos, L.B.","2015-08-18T19:47:24.000+0000","","","","","","",NA,"","",NA,"","","","",NA,"","",NA,"",NA,"","","","","",NA,"","","","","",NA,NA,"","",NA,"","","","","Botucatu","São Paulo","brazil",1381,"Botucatu",3507506,-48.467603,-22.862462,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-22.8375,-46.511111,"original coordinates","original coordinates outside municipality original in botucatu falls in braganca paulista"
"10","Pilocarpus pauciflorus",1086912961,-24.068333,-49.064444,"gass84","16ed67e5-fd70-4fd4-85c3-70ea2da627fe","52603cfd-d564-4e89-a466-5e71813677be","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T08:56:57.310+0000","2018-11-24T08:56:57.570+0000",126,"none","PRESERVED_SPECIMEN",7269527,6,7707728,220,933,2396,3190419,7269527,7269527,"Pilocarpus pauciflorus A.St.-Hil.","Pilocarpus pauciflorus A.St.-Hil.","Plantae","Tracheophyta","Sapindales","Rutaceae","Pilocarpus","Pilocarpus pauciflorus","Pilocarpus","pauciflorus","SPECIES","ACCEPTED","2010-12-20T00:00:00",NA,NA,"São Paulo",2010,9,28,"2010-09-28T00:00:00","2018-12-08T13:01:18.925+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPSF - Herbário Dom Bento José Pickel","BRA:IF:SPSF:0000044593","2488","SPSF - Herbário Dom Bento José Pickel","Itapeva","Estação Experimental","pt","SPSF",1086912961,"BRA:IF:SPSF:0000044593","Collection","J.B.Baitello & R.Cielo-Filho & C.R.Lima","44593","IF","Instituto Florestal, IF","J.B.Baitello","2018-11-05T15:59:55.000+0000","","SOUTH_AMERICA","","","","",NA,"","",NA,"","COLETA: Árvore 6m, fruto antigo e verde.; GEOGRAFIA: Trilha da Ilha do Pirituba;","","",NA,"","",NA,"",NA,"","","","","",NA,"","","","","",NA,NA,"","",NA,"","","","","Itapeva","São Paulo","brazil",1064,"Itapeva",3522406,-48.871639,-23.913268,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-24.068333,-49.064444,"original coordinates","original coordinates OK"
