"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","otherCatalogNumbers","institutionCode","identifiedBy","elevationAccuracy","continent","language","ownerInstitutionCode","occurrenceRemarks","fieldNotes","references","institutionID","nomenclaturalCode","verbatimEventDate","endDayOfYear","preparations","startDayOfYear","verbatimElevation","collectionID","county","individualCount","higherGeography","higherClassification","habitat","organismID","datasetID","accessRights","georeferenceSources","nomenclaturalStatus","taxonID","bibliographicCitation","coordinateUncertaintyInMeters","georeferencedDate","georeferenceProtocol","typeStatus","typifiedName","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Angostura bracteata",1638348880,-19.149167,-40.0025,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:11.040+0000","2018-09-24T19:58:51.004+0000",207,"none","PRESERVED_SPECIMEN",3836992,6,7707728,220,933,2396,6434166,3836992,3836992,"Angostura bracteata (Nees & Mart.) Kallunki","Angostura bracteata (Nees & Mart.) Kallunki","Plantae","Tracheophyta","Sapindales","Rutaceae","Angostura","Angostura bracteata","Angostura","bracteata","SPECIES","ACCEPTED","2017-03-29T00:00:00",41,"Espírito Santo",2017,3,29,"2017-03-29T00:00:00","2017-10-15T13:36:51.429+0000","2018-12-06T03:12:53.801+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1361638","1152","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Linhares","Reserva Natural Vale. Estrada Oiticica 380 (m)","RB",1638348880,"urn:catalog:JBRJ:RB:1361638","PhysicalObject","G.S. Siqueira","RB01361638","RB 744785","JBRJ","G.S. Siqueira",NA,"","","","","","","","","",NA,"",NA,"","","",NA,"","","",NA,"","","","",NA,"",NA,"","","","","Linhares","Espírito Santo","brazil",2565,"Linhares",3203205,-40.028138,-19.38214,"ESPIRITO SANTO","ES","Espírito Santo",-40.6681057,-19.57475617,"Espírito Santo","es",-19.149167,-40.0025,"original coordinates","original coordinates OK"
"2","Angostura bracteata",1571560542,-19.149222,-40.002722,"gass84","86894738-457d-4d25-89ca-d05231a02d46","c38fb00b-8564-406c-b05b-2720815a0bd0","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:17:36.798+0000","2018-02-15T04:28:53.830+0000",138,"none","PRESERVED_SPECIMEN",3836992,6,7707728,220,933,2396,6434166,3836992,3836992,"Angostura bracteata (Nees & Mart.) Kallunki","Angostura bracteata (Nees & Mart.) Kallunki","Plantae","Tracheophyta","Sapindales","Rutaceae","Angostura","Angostura bracteata","Angostura","bracteata","SPECIES","ACCEPTED","2017-03-29T00:00:00",41,"Espírito Santo",2017,3,29,"2017-03-29T00:00:00","2018-01-25T10:59:53.000+0000","2018-12-08T17:21:53.260+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CVRD - Herbário da Reserva Natural Vale","BRA:CVRD:CVRD:0000015713","1152","CVRD - Herbário da Reserva Natural Vale","LINHARES","","CVRD",1571560542,"BRA:CVRD:CVRD:0000015713","Collection","Siqueira, G.S.","15713","","Reserva Natural Vale (CVRD)","Geovane S. Siqueira",0,"SOUTH_AMERICA","pt","Reserva Natural Vale (CVRD)","<ll>dwc_commonname:</ll> Canela de cutia","","","","","",NA,"",NA,"","","",NA,"","","",NA,"","","","",NA,"",NA,"","","","","LINHARES","Espírito Santo","brazil",2565,"Linhares",3203205,-40.028138,-19.38214,"ESPIRITO SANTO","ES","Espírito Santo",-40.6681057,-19.57475617,"Espírito Santo","es",-19.149222,-40.002722,"original coordinates","original coordinates OK"
"3","Angostura bracteata",1570750190,-13.945833,-40.1115,"gass84","d031156d-6ff8-4eb5-b91a-a50861e98be9","3a2b60a6-5c60-413a-8bff-a9740e774c09","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:31:36.194+0000","2018-11-24T12:31:36.304+0000",126,"none","PRESERVED_SPECIMEN",3836992,6,7707728,220,933,2396,6434166,3836992,3836992,"Angostura bracteata (Nees & Mart.) Kallunki","Angostura bracteata (Nees & Mart.) Kallunki","Plantae","Tracheophyta","Sapindales","Rutaceae","Angostura","Angostura bracteata","Angostura","bracteata","SPECIES","ACCEPTED","2017-04-24T00:00:00",0,"Bahia",2017,3,24,"2017-03-24T00:00:00","2018-11-22T19:53:13.000+0000","2018-12-08T17:16:16.430+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUESB - Herbário da Universidade Estadual do Sudoeste da Bahia","BRA:UESB:HUESB:0000012718","6","HUESB - Herbário da Universidade Estadual do Sudoeste da Bahia","Jequié","Brejo Novo, Trilha principal ( próx. a linha 0)","HUESB",1570750190,"BRA:UESB:HUESB:0000012718","Collection","Paula, V.F.","12718","","UESB","Paula, V.F.",0,"","pt","Universidade Estadual do Sudoeste da Bahia (UESB)","Árvore, ca de 3 m de alt. Folha simples, coriacea, verde, discolor. Inflorescência tipo tirso , flor creme amarelado, cálice verde.","","","","","",NA,"",NA,"","","",NA,"","","",NA,"","","","",NA,"",NA,"","","","","Jequié","Bahia","brazil",3357,"Jequié",2918001,-40.159646,-13.871669,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.945833,-40.1115,"original coordinates","original coordinates OK"
"4","Angostura bracteata",1827467127,-18.997778,-40.124722,"cdround,gass84,rdatm","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:20.216+0000","2018-09-24T19:59:01.235+0000",207,"none","PRESERVED_SPECIMEN",3836992,6,7707728,220,933,2396,6434166,3836992,3836992,"Angostura bracteata (Nees & Mart.) Kallunki","Angostura bracteata (Nees & Mart.) Kallunki","Plantae","Tracheophyta","Sapindales","Rutaceae","Angostura","Angostura bracteata","Angostura","bracteata","SPECIES","ACCEPTED","none",NA,"Espírito Santo",2017,10,NA,"2017-10-01T00:00:00","","2018-12-08T16:56:37.172+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1381507","66","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Sooretama","Reserva Biológica de Sooretama. Estrada do Quirino. Coleta avulsa na área do Grupo 3. Planta 169","RB",1827467127,"urn:catalog:JBRJ:RB:1381507","PhysicalObject","","RB01381507","RB 759436","JBRJ","",NA,"","","","","Floresta de Tabuleiro","","","","",NA,"",NA,"","","",NA,"","","",NA,"","","","",NA,"",NA,"","","","","Sooretama","Espírito Santo","brazil",2620,"Sooretama",3205010,-40.147841,-19.071247,"ESPIRITO SANTO","ES","Espírito Santo",-40.6681057,-19.57475617,"Espírito Santo","es",-18.997778,-40.124722,"original coordinates","original coordinates OK"
"5","Angostura bracteata",1638347686,-19.243611,-40.104167,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:10.339+0000","2018-09-24T19:58:50.332+0000",207,"none","PRESERVED_SPECIMEN",3836992,6,7707728,220,933,2396,6434166,3836992,3836992,"Angostura bracteata (Nees & Mart.) Kallunki","Angostura bracteata (Nees & Mart.) Kallunki","Plantae","Tracheophyta","Sapindales","Rutaceae","Angostura","Angostura bracteata","Angostura","bracteata","SPECIES","ACCEPTED","2016-12-13T00:00:00",56,"Espírito Santo",2016,12,13,"2016-12-13T00:00:00","2017-10-15T13:34:14.082+0000","2018-12-06T03:12:52.867+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1359110","7521","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Linhares","Reserva Natural Vale. Mantegueira.","RB",1638347686,"urn:catalog:JBRJ:RB:1359110","PhysicalObject","D.A. Folli","RB01359110","RB 743659","JBRJ","D.A. Folli",NA,"","","","","Mata de Tabuleiro","","","","",NA,"",NA,"","","",NA,"","","",NA,"","","","",NA,"",NA,"","","","","Linhares","Espírito Santo","brazil",2565,"Linhares",3203205,-40.028138,-19.38214,"ESPIRITO SANTO","ES","Espírito Santo",-40.6681057,-19.57475617,"Espírito Santo","es",-19.243611,-40.104167,"original coordinates","original coordinates OK"
"6","Angostura bracteata",1944961826,-10.958611,-55.745556,"gass84,iddatunl","c3cf0200-8818-40cc-bec3-039aad7625c6","ea79c3f0-78b4-4614-9c17-b991662bd18d","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:22:51.503+0000","2018-11-24T12:22:51.536+0000",125,"none","PRESERVED_SPECIMEN",3836992,6,7707728,220,933,2396,6434166,3836992,3836992,"Angostura bracteata (Nees & Mart.) Kallunki","Angostura bracteata (Nees & Mart.) Kallunki","Plantae","Tracheophyta","Sapindales","Rutaceae","Angostura","Angostura bracteata","Angostura","bracteata","SPECIES","ACCEPTED","2015-04-01T00:00:00",267,"Mato Grosso",2015,2,13,"2015-02-13T00:00:00","","2018-11-24T12:22:54.287+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CNMT - Herbário Centro Norte Mato Grossense","BRA:UFMT:CNMT:0000007573","468","CNMT - Herbário Centro Norte Mato Grossense","Nova Canaã do Norte","Resgate de FLORA da UHE Colíder. Lote A de supressão.","CNMT",1944961826,"BRA:UFMT:CNMT:0000007573","Collection","Lautert, M. ; Virtuoso, V.S.; Thomé, R.S.; Scuteri, I.L.","7573","","Universidade Federal de Mato Grosso (UFMT)","Lautert, M.",0,"","pt","Universidade Federal de Mato Grosso (UFMT)","Base reta, casca rugosa, fissurada; casca morta cinza, casca viva cor creme, alburno amarelo. Folhas composta, discolores, cartáceas. Flores sépalas verde-amarelada; pétalas, ovário e estigma cor creme.","","","","","",NA,"",NA,"","","",NA,"","","",NA,"","","","",NA,"",NA,"","","","","Nova Canaã do Norte","Mato Grosso","brazil",3791,"Nova Canaã do Norte",5106216,-56.042206,-10.700799,"MATO GROSSO","MT","Mato Grosso",-55.91290105,-12.94917881,"Mato Grosso","mt",-10.958611,-55.745556,"original coordinates","original coordinates OK"
"7","Angostura bracteata",1801350212,-10.958611,-55.745556,"gass84","dd31ac22-63d4-4bb4-a987-5eece5ffadb8","042a7696-696b-492b-ad3e-4076807eaeed","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:17.430+0000","2018-11-24T12:32:17.445+0000",118,"none","PRESERVED_SPECIMEN",3836992,6,7707728,220,933,2396,6434166,3836992,3836992,"Angostura bracteata (Nees & Mart.) Kallunki","Angostura bracteata (Nees & Mart.) Kallunki","Plantae","Tracheophyta","Sapindales","Rutaceae","Angostura","Angostura bracteata","Angostura","bracteata","SPECIES","ACCEPTED","2015-04-01T00:00:00",267,"Mato Grosso",2015,2,13,"2015-02-13T00:00:00","2018-10-30T18:02:50.000+0000","2018-12-08T01:46:37.678+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão","BRA:UTFPR:HCF:0000024505","468","HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão","Nova Canaã do Norte","Resgate de FLORA da UHE Colider, Lote A","HCF",1801350212,"BRA:UTFPR:HCF:0000024505","Collection","M. Lautert","24505","","Universidade Tecnológica Federal do Paraná (UTFPR)","M. Lautert",0,"","pt","Universidade Tecnológica Federal do Paraná (UTFPR)","Floresta do ""Planalto dos Parecis"", região de ecótono entre a Floresta Amazônica e Cerrado. Encontrada em Floresta Amazônica, mata primária, solo seco. Arbusto ca. de 5 m de altura e 15 cm de CAP. Base reta, casca rugosa, fissurada; casca morta cinza, casca viva cor creme, alburno amarelo. Folhas compostas, discolores, cartáceas. Flores sépalas verde-amareladas; pétalas, ovário e estigma cor creme.","","","","","",NA,"",NA,"","","",NA,"","","",NA,"","","","",NA,"",NA,"","","","","Nova Canaã do Norte","Mato Grosso","brazil",3791,"Nova Canaã do Norte",5106216,-56.042206,-10.700799,"MATO GROSSO","MT","Mato Grosso",-55.91290105,-12.94917881,"Mato Grosso","mt",-10.958611,-55.745556,"original coordinates","original coordinates OK"
"8","Angostura bracteata",1657212373,-11.0429,-37.1944,"gass84","76823beb-2f33-47a6-96a1-ccd2df47ac28","9243118c-e750-412b-91f4-ac987666eee1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:47:04.616+0000","2018-09-24T19:50:18.122+0000",132,"none","PRESERVED_SPECIMEN",3836992,6,7707728,220,933,2396,6434166,3836992,3836992,"Angostura bracteata (Nees & Mart.) Kallunki","Angostura bracteata (Nees & Mart.) Kallunki","Plantae","Tracheophyta","Sapindales","Rutaceae","Angostura","Angostura bracteata","Angostura","bracteata","SPECIES","ACCEPTED","2016-02-01T00:00:00",NA,"Sergipe",2015,9,12,"2015-09-12T00:00:00","2018-08-31T18:31:10.000+0000","2018-12-10T06:05:05.152+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ASE - Herbário da Universidade Federal de Sergipe","BRA:UFS:ASE:0000037708","587","ASE - Herbário da Universidade Federal de Sergipe","Itaporanga d'Ajuda","Mata Rio Fundo","ASE",1657212373,"BRA:UFS:ASE:0000037708","Collection","Santana, JP","37708","","Universidade Federal de Sergipe, UFS","Santana, JP",NA,"SOUTH_AMERICA","pt","Universidade Federal de Sergipe, UFS","Arbusto, 4m, flores brancas com estames expostos, cálice marron. Folhas compostas, trifoliadas. Coletada interior do fragmento.; Mata Atlântica.","","","","","",NA,"",NA,"","","",NA,"","","",NA,"","","","",NA,"",NA,"","","","","Itaporanga d'Ajuda","Sergipe","brazil",3733,"Itaporanga D'ajuda",2803203,-37.318178,-11.05724,"SERGIPE","SE","Sergipe",-37.44360505,-10.583842,"Sergipe","se",-11.0429,-37.1944,"original coordinates","original coordinates outside municipality original in itaporanga d'ajuda falls in sao cristovao"
"9","Angostura bracteata",1890741510,-18.359167,-39.849167,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:28.590+0000","2018-09-24T19:59:08.982+0000",207,"none","PRESERVED_SPECIMEN",3836992,6,7707728,220,933,2396,6434166,3836992,3836992,"Angostura bracteata (Nees & Mart.) Kallunki","Angostura bracteata (Nees & Mart.) Kallunki","Plantae","Tracheophyta","Sapindales","Rutaceae","Angostura","Angostura bracteata","Angostura","bracteata","SPECIES","ACCEPTED","none",NA,"Espírito Santo",2014,1,25,"2014-01-25T00:00:00","2018-08-07T17:11:39.663+0000","2018-12-08T13:14:11.754+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1395608","67","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Conceição da Barra","Estrada principal de acesso a Flona. Núcleo Juçara, Matriz 067 - próximo a apicultura. Floresta Nacional do Rio Preto","RB",1890741510,"urn:catalog:JBRJ:RB:1395608","PhysicalObject","Grupo de Coletores do Núcleo Juçara","RB01395608","RB 772941","JBRJ","",NA,"","","","arbusto, dominada de subosque, de solo arenoso, ambiente de planície, interior do fragmento, de acesso muito fácil","","","","","",NA,"",NA,"","","",NA,"","","",NA,"","","","",NA,"",NA,"","","","","Conceição da Barra","Espírito Santo","brazil",2736,"Conceição da Barra",3201605,-39.832833,-18.445026,"ESPIRITO SANTO","ES","Espírito Santo",-40.6681057,-19.57475617,"Espírito Santo","es",-18.359167,-39.849167,"original coordinates","original coordinates OK"
"10","Angostura bracteata",1930815253,-18.705,-40.5911,"elmms,gass84","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","none","17017c2c-036b-45d9-b045-606d21b00771","US","DWC_ARCHIVE","2018-11-18T16:06:02.472+0000","2018-11-18T16:06:02.481+0000",96,"none","PRESERVED_SPECIMEN",3836992,6,7707728,220,933,2396,6434166,3836992,3836992,"Angostura bracteata (Nees & Mart.) Kallunki","Angostura bracteata (Nees & Mart.) Kallunki","Plantae","Tracheophyta","Sapindales","Rutaceae","Angostura","Angostura bracteata","Angostura","bracteata","SPECIES","ACCEPTED","2015-01-01T00:00:00",78.5,"Espírito Santo",2014,2,16,"2014-02-16T00:00:00","2016-09-30T18:29:00.000+0000","2018-12-06T11:53:24.476+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","The New York Botanical Garden","d79938fc-14a5-4c6c-ab6d-b2821e1b4df7","7852","Vascular plants","","Barra da Rapadura. Fazenda do Sr. Watner Scardini.","NY",1930815253,"d79938fc-14a5-4c6c-ab6d-b2821e1b4df7","PhysicalObject","R. C. Forzza","2480172","","NY","J. A. Kallunki",78.5,"SOUTH_AMERICA","en","","","","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2700274","http://biocol.org/urn:lsid:biocol.org:col:15556","ICN","16 Feb 2014",47,"sheet",47,"515 ft","http://biocol.org/urn:lsid:biocol.org:col:15556","",NA,"","","",NA,"","","","",NA,"",NA,"","","","","","Espírito Santo","brazil",NA,"",NA,NA,NA,"","","Espírito Santo",-40.6681057,-19.57475617,"Espírito Santo","es",-18.705,-40.5911,"original coordinates","original coordinates outside municipality original in  falls in vila pavao"
