"","Familia","Nome_cientifico","Categoria","source"
"53","Apocynaceae","Minaria semirii","EN","espi"
"54","Araliaceae","Schefflera glaziovii","EN","espi"
"55","Asteraceae","Aspilia cordifolia","EN","espi"
"56","Asteraceae","Aspilia diamantinae","EN","espi"
"57","Asteraceae","Aspilia espinhacensis","EN","espi-grao"
"58","Asteraceae","Aspilia prostrata","EN","espi"
"59","Asteraceae","Baccharis elliptica","EN","espi"
"60","Asteraceae","Disynaphia praeficta","EN","espi-grao"
"61","Asteraceae","Lepidaploa spixiana","EN","espi"
"62","Asteraceae","Lessingianthus adenophyllus","EN","espi"
"63","Asteraceae","Lessingianthus rosmarinifolius","EN","espi"
"64","Asteraceae","Lychnophora diamantinana","EN","espi"
"65","Asteraceae","Lychnophora gardneri","EN","espi"
"66","Asteraceae","Lychnophora granmogolensis","EN","espi-grao"
"67","Asteraceae","Lychnophora martiana","EN","espi-grao"
"68","Asteraceae","Lychnophora mello-barretoi","EN","espi"
"69","Asteraceae","Lychnophora pohlii","EN","espi"
"70","Asteraceae","Lychnophora rosmarinifolia","EN","espi"
"71","Asteraceae","Lychnophora sellowii","EN","espi"
"72","Asteraceae","Lychnophora syncephala","EN","espi"
"73","Asteraceae","Lychnophora villosissima","EN","espi"
"74","Asteraceae","Lychnophoriopsis candelabrum","EN","espi"
"75","Asteraceae","Lychnophoriopsis damazioi","EN","espi"
"76","Asteraceae","Lychnophoriopsis hatschbachii","EN","espi"
"77","Asteraceae","Mikania cipoensis","EN","espi"
"78","Asteraceae","Mikania glabra","EN","espi-grao"
"79","Asteraceae","Mikania glauca","EN","espi"
"80","Asteraceae","Mikania itambana","EN","espi"
"81","Asteraceae","Mikania neurocaula","EN","espi"
"82","Asteraceae","Mikania premnifolia","EN","espi"
"83","Asteraceae","Mikania warmingii","EN","espi"
"84","Asteraceae","Minasia alpestris","EN","espi"
"85","Asteraceae","Minasia pereirae","EN","espi"
"86","Asteraceae","Minasia scapigera","EN","espi"
"87","Asteraceae","Piptolepis buxoides","EN","espi"
"88","Asteraceae","Richterago angustifolia","EN","espi-grao"
"89","Asteraceae","Richterago conduplicata","EN","espi"
"90","Asteraceae","Richterago hatschbachii","EN","espi"
"91","Asteraceae","Richterago lanata","EN","espi"
"92","Asteraceae","Richterago polyphylla","EN","espi"
"93","Asteraceae","Richterago stenophylla","EN","espi"
"94","Asteraceae","Senecio hatschbachii","EN","espi"
"95","Asteraceae","Symphyopappus uncinatus","EN","espi"
"96","Asteraceae","Wunderlichia senae","EN","espi"
"97","Bignoniaceae","Anemopaegma arvense","EN","espi-fav-grao"
"98","Bromeliaceae","Alcantarea duarteana","EN","espi"
"99","Bromeliaceae","Dyckia rariflora","EN","espi"
"100","Bromeliaceae","Eduandrea selloana","EN","espi"
"101","Bromeliaceae","Encholirium heloisae","EN","espi-fav"
"102","Bromeliaceae","Encholirium scrutor","EN","espi"
"103","Bromeliaceae","Lapanthus duartei","EN","espi"
"104","Bromeliaceae","Vriesea diamantinensis","EN","espi"
"105","Cactaceae","Arthrocereus melanurus subsp. odorus","EN","espi"
"106","Cactaceae","Arthrocereus rondonianus","EN","espi"
"107","Cactaceae","Cipocereus crassisepalus","EN","espi"
"108","Cactaceae","Uebelmannia pectinifera","EN","espi"
"109","Connaraceae","Rourea cnestidifolia","EN","espi"
"110","Convolvulaceae","Jacquemontia revoluta","EN","espi"
"111","Convolvulaceae","Merremia repens","EN","espi"
"112","Cyperaceae","Bulbostylis smithii","EN","espi"
"113","Cyperaceae","Lagenocarpus bracteosus","EN","espi"
"114","Dichapetalaceae","Stephanopodium engleri","EN","espi-fav"
"115","Ericaceae","Gaylussacia centunculifolia","EN","espi"
"116","Ericaceae","Gaylussacia oleifolia","EN","espi"
"117","Eriocaulaceae","Comanthera elegans","EN","espi-grao"
"118","Eriocaulaceae","Paepalanthus hydra","EN","espi"
"119","Euphorbiaceae","Bernardia crassifolia","EN","espi"
"120","Fabaceae","Harpalyce parvifolia","EN","espi-grao"
"121","Fabaceae","Lupinus decurrens","EN","espi"
"122","Fabaceae","Mimosa adamantina","EN","espi"
"123","Fabaceae","Mimosa barretoi","EN","espi"
"124","Fabaceae","Mimosa bombycina","EN","espi"
"125","Fabaceae","Mimosa leprosa","EN","espi"
"126","Fabaceae","Mimosa macedoana","EN","espi"
"127","Fabaceae","Mimosa montis-carasae","EN","espi"
"128","Fabaceae","Mimosa uniceps","EN","espi"
"129","Gentianaceae","Senaea coerulea","EN","espi"
"130","Iridaceae","Pseudotrimezia synandra","EN","espi"
"131","Iridaceae","Pseudotrimezia tenuissima","EN","espi-grao"
"132","Iridaceae","Trimezia exillima","EN","espi"
"133","Iridaceae","Trimezia fistulosa","EN","espi"
"134","Lamiaceae","Hyptidendron claussenii","EN","espi"
"135","Lauraceae","Cinnamomum erythropus","EN","espi"
"136","Lauraceae","Ocotea tabacifolia","EN","espi"
"137","Lauraceae","Persea pedunculosa","EN","espi"
"138","Loganiaceae","Spigelia aceifolia","EN","espi"
"139","Lycopodiaceae","Phlegmariurus itambensis","EN","espi"
"140","Lythraceae","Cuphea cipoensis","EN","espi"
"141","Lythraceae","Diplusodon minasensis","EN","espi"
"142","Malpighiaceae","Banisteriopsis cipoensis","EN","espi-fav"
"143","Malpighiaceae","Byrsonima cipoensis","EN","espi-fav"
"144","Malpighiaceae","Peixotoa barnebyi","EN","espi"
"145","Malpighiaceae","Peixotoa cipoana","EN","espi-fav"
"146","Melastomataceae","Huberia piranii","EN","espi"
"147","Melastomataceae","Lithobium cordatum","EN","espi"
"148","Melastomataceae","Marcetia semiriana","EN","espi"
"149","Melastomataceae","Miconia cipoensis","EN","espi"
"150","Melastomataceae","Microlicia obtusifolia","EN","espi"
"151","Melastomataceae","Tibouchina riedeliana","EN","espi"
"152","Melastomataceae","Trembleya chamissoana","EN","espi"
"153","Myrtaceae","Accara elegans","EN","espi"
"154","Orchidaceae","Cleistes aphylla","EN","espi"
"155","Orchidaceae","Hadrolaelia jongheana","EN","espi"
"156","Orchidaceae","Hoffmannseggella briegeri","EN","espi"
"157","Orchidaceae","Hoffmannseggella caulescens","EN","espi"
"158","Orchidaceae","Hoffmannseggella ghillanyi","EN","espi"
"159","Orchidaceae","Thysanoglossa jordanensis","EN","espi"
"160","Orobanchaceae","Agalinis ramulifera","EN","espi"
"161","Poaceae","Aristida brasiliensis","EN","espi"
"162","Poaceae","Axonopus monticola","EN","espi"
"163","Poaceae","Chusquea attenuata","EN","espi"
"164","Poaceae","Chusquea heterophylla","EN","espi-fav"
"165","Poaceae","Zizaniopsis bonariensis","EN","espi-lagoas"
"166","Primulaceae","Myrsine congesta","EN","espi"
"167","Proteaceae","Euplassa semicostata","EN","espi"
"168","Pteridaceae","Jamesonia cheilanthoides","EN","espi"
"169","Pteridaceae","Jamesonia insignis","EN","espi"
"170","Pteridaceae","Pellaea cymbiformis","EN","espi"
"171","Pteridaceae","Pellaea gleichenioides","EN","espi"
"172","Rubiaceae","Psychotria microcarpa","EN","espi"
"173","Rubiaceae","Rudgea sessilis subsp. cipoana","EN","espi"
"174","Rubiaceae","Staelia hatschbachii","EN","espi-grao"
"175","Rutaceae","Esenbeckia irwiniana","EN","espi-grao"
"176","Sapotaceae","Micropholis emarginata","EN","espi"
"177","Solanaceae","Schwenckia curviflora","EN","espi-lagoas"
"178","Velloziaceae","Barbacenia delicatula","EN","espi"
"179","Velloziaceae","Barbacenia rodriguesii","EN","espi"
"180","Velloziaceae","Barbacenia spiralis","EN","espi"
"181","Velloziaceae","Vellozia alata","EN","espi"
"182","Velloziaceae","Vellozia barbata","EN","espi"
"183","Velloziaceae","Vellozia gigantea","EN","espi"
"184","Velloziaceae","Vellozia glabra","EN","espi"
"185","Velloziaceae","Vellozia hatschbachii","EN","espi"
"186","Velloziaceae","Vellozia leptopetala","EN","espi"
"187","Velloziaceae","Vellozia lilacina","EN","espi"
"188","Velloziaceae","Vellozia metzgerae","EN","espi"
"189","Velloziaceae","Vellozia nuda","EN","espi"
"190","Velloziaceae","Vellozia patens","EN","espi"
"191","Velloziaceae","Vellozia piresiana","EN","espi"
"192","Velloziaceae","Vellozia streptophylla","EN","espi"
"193","Velloziaceae","Vellozia subalata","EN","espi"
"194","Verbenaceae","Lippia rhodocnemis","EN","espi"
"195","Verbenaceae","Stachytarpheta procumbens","EN","espi"
"196","Vochysiaceae","Vochysia pygmaea","EN","espi"
"197","Xyridaceae","Xyris aurea","EN","espi"
"198","Xyridaceae","Xyris blepharophylla","EN","espi"
"199","Xyridaceae","Xyris cipoensis","EN","espi"
"200","Xyridaceae","Xyris obtusiuscula","EN","espi"
"201","Acanthaceae","Staurogyne elegans","VU","espi"
"202","Amaranthaceae","Pfaffia minarum","VU","espi"
"203","Amaryllidaceae","Hippeastrum morelianum","VU","espi"
"204","Apocynaceae","Minaria refractifolia","VU","espi"
"205","Arecaceae","Euterpe edulis","VU","espi-lagoas"
"206","Arecaceae","Syagrus glaucescens","VU","espi-fav"
"207","Asteraceae","Acritopappus irwinii","VU","espi-grao"
"208","Asteraceae","Aldama goyazii","VU","espi"
"209","Asteraceae","Aspilia diffusiflora","VU","espi"
"210","Asteraceae","Aspilia reticulata","VU","espi"
"211","Asteraceae","Baccharis concinna","VU","espi"
"212","Asteraceae","Baccharis lychnophora","VU","espi"
"213","Asteraceae","Baccharis polyphylla","VU","espi"
"214","Asteraceae","Baccharis pseudoalpestris","VU","espi-grao"
"215","Asteraceae","Eremanthus polycephalus","VU","espi-fav-grao"
"216","Asteraceae","Lessingianthus exiguus","VU","espi"
"217","Asteraceae","Lessingianthus stoechas","VU","espi"
"218","Asteraceae","Lychnophora tomentosa","VU","espi"
"219","Asteraceae","Moquiniastrum hatschbachii","VU","espi"
"220","Asteraceae","Proteopsis argentea","VU","espi-grao"
"221","Asteraceae","Richterago arenaria","VU","espi"
"222","Asteraceae","Richterago elegans","VU","espi"
"223","Asteraceae","Richterago riparia","VU","espi"
"224","Bignoniaceae","Zeyheria tuberculosa","VU","espi-fav-grao"
"225","Bromeliaceae","Neoregelia leprosa","VU","espi"
"226","Cactaceae","Cipocereus bradei","VU","espi"
"227","Cactaceae","Cipocereus minensis","VU","espi-grao"
"228","Celastraceae","Maytenus rupestris","VU","espi"
"229","Convolvulaceae","Evolvulus glaziovii","VU","espi-grao"
"230","Convolvulaceae","Jacquemontia cephalantha","VU","espi"
"231","Dryopteridaceae","Elaphoglossum acrocarpum","VU","espi"
"232","Eriocaulaceae","Leiothrix echinocephala","VU","espi-grao"
"233","Eriocaulaceae","Syngonanthus laricifolius","VU","espi-grao"
"234","Fabaceae","Apuleia leiocarpa","VU","espi"
"235","Fabaceae","Chamaecrista cipoana","VU","espi"
"236","Fabaceae","Chamaecrista stillifera","VU","espi-grao"
"237","Fabaceae","Lupinus coriaceus","VU","espi"
"238","Lauraceae","Cinnamomum quadrangulum","VU","espi"
"239","Lauraceae","Ocotea confertiflora","VU","espi"
"240","Lythraceae","Diplusodon orbicularis","VU","espi"
"241","Malpighiaceae","Banisteriopsis andersonii","VU","espi-grao"
"242","Melastomataceae","Lavoisiera cordata","VU","espi"
"243","Ochnaceae","Luxemburgia angustifolia","VU","espi"
"244","Ochnaceae","Luxemburgia flexuosa","VU","espi"
"245","Orchidaceae","Cyrtopodium lissochiloides","VU","espi"
"246","Orchidaceae","Grandiphyllum hians","VU","espi-lagoas"
"247","Orchidaceae","Hadrolaelia brevipedunculata","VU","espi"
"248","Orchidaceae","Hadrolaelia pumila","VU","espi"
"249","Orobanchaceae","Agalinis brachyphylla","VU","espi-fav"
"250","Orobanchaceae","Esterhazya caesarea","VU","espi"
"251","Pentaphylacaceae","Ternstroemia cuneifolia","VU","espi"
"252","Phyllanthaceae","Phyllanthus gladiatus","VU","espi"
"253","Phytolaccaceae","Microtea papilosa","VU","espi"
"254","Piperaceae","Peperomia cordigera","VU","espi"
"255","Poaceae","Axonopus fastigiatus","VU","espi-grao"
"256","Proteaceae","Euplassa incana","VU","espi-fav"
"257","Amaryllidaceae","Griffinia aracensis","CR","fav"
"258","Amaryllidaceae","Griffinia liboniana","EN","fav"
"259","Lauraceae","Ocotea odorifera","EN","fav-lagoas"
"260","Lecythidaceae","Cariniana legalis","EN","fav"
"261","Pteridaceae","Doryopteris rufa","EN","fav"
"262","Tropaeolaceae","Tropaeolum warmingianum","EN","fav"
"263","Euphorbiaceae","Croton leptobotryus","VU","fav"
"264","Fabaceae","Dalbergia nigra","VU","fav"
"265","Fabaceae","Melanoxylon brauna","VU","fav"
"266","Lythraceae","Diplusodon villosissimus","VU","fav"
"267","Melastomataceae","Ossaea warmingiana","VU","fav"
"268","Meliaceae","Cedrela fissilis","VU","fav-grao-lagoas"
"269","Meliaceae","Cedrela odorata","VU","fav"
"270","Oleaceae","Chionanthus subsessilis","VU","fav"
"271","Orchidaceae","Cattleya walkeriana","VU","fav"
"272","Orchidaceae","Cyrtopodium palmifrons","VU","fav"
"273","Apocynaceae","Ditassa auriflora","CR","grao"
"274","Bromeliaceae","Encholirium irwinii","CR","grao"
"275","Bromeliaceae","Orthophytum humile","CR","grao"
"276","Bromeliaceae","Pitcairnia bradei","CR","grao"
"277","Cactaceae","Discocactus horstii","CR","grao"
"278","Cactaceae","Discocactus pseudoinsignis","CR","grao"
"279","Fabaceae","Chamaecrista ulmea","CR","grao"
"280","Iridaceae","Pseudotrimezia concava","CR","grao"
"281","Lamiaceae","Oocephalus piranii","CR","grao"
"282","Lythraceae","Cuphea rubro-virens","CR","grao"
"283","Lythraceae","Cuphea teleandra","CR","grao"
"284","Velloziaceae","Barbacenia riparia","CR","grao"
"285","Acanthaceae","Stenandrium hatschbachii","EN","grao"
"286","Acanthaceae","Stenandrium stenophyllum","EN","grao"
"287","Amaranthaceae","Pfaffia argyrea","EN","grao"
"288","Apocynaceae","Ditassa cordeiroana","EN","grao"
"289","Apocynaceae","Hemipogon furlanii","EN","grao"
"290","Araliaceae","Schefflera gardneri","EN","grao"
"291","Asteraceae","Anteremanthus hatschbachii","EN","grao"
"292","Asteraceae","Lychnophora markgravii","EN","grao"
"293","Asteraceae","Mikania hartbergii","EN","grao"
"294","Asteraceae","Senecio gertii","EN","grao"
"295","Bromeliaceae","Vriesea saxicola","EN","grao"
"296","Cactaceae","Arrojadoa eriocaulis","EN","grao"
"297","Cactaceae","Brasilicereus markgrafii","EN","grao"
"298","Cactaceae","Micranthocereus auriazureus","EN","grao"
"299","Cactaceae","Micranthocereus violaciflorus","EN","grao"
"300","Cactaceae","Pilosocereus fulvilanatus","EN","grao"
"301","Droseraceae","Drosera graomogolensis","EN","grao"
"302","Euphorbiaceae","Euphorbia attastoma","EN","grao"
"303","Fabaceae","Aeschynomene laca-buendiana","EN","grao"
"304","Lythraceae","Diplusodon aggregatifolius","EN","grao"
"305","Melastomataceae","Marcetia hatschbachii","EN","grao"
"306","Melastomataceae","Trembleya hatschbachii","EN","grao"
"307","Myrtaceae","Eugenia blanda","EN","grao"
"308","Ochnaceae","Ouratea hatschbachii","EN","grao"
"309","Sapotaceae","Pouteria furcata","EN","grao"
"310","Velloziaceae","Vellozia armata","EN","grao"
"311","Xyridaceae","Xyris sincorana","EN","grao"
"312","Asteraceae","Aspilia almasensis","VU","grao"
"313","Commelinaceae","Dichorisandra glaziovii","VU","grao"
"314","Fabaceae","Chamaecrista fodinarum","VU","grao"
"315","Fabaceae","Chamaecrista tephrosiifolia","VU","grao"
"316","Gesneriaceae","Paliavana werdermannii","VU","grao"
"317","Malvaceae","Pavonia grazielae","VU","grao"
"318","Polygalaceae","Polygala tamariscea","VU","grao"
"319","Verbenaceae","Lippia bradei","VU","grao"
"320","Vitaceae","Cissus inundata","VU","grao"
"321","Amaryllidaceae","Hippeastrum breviflorum","EN","lagoas"
"322","Amaryllidaceae","Hippeastrum santacatarina","EN","lagoas"
"323","Amaryllidaceae","Hippeastrum reginae","EN","lagoas"
"324","Annonaceae","Annona maritima","VU","lagoas"
"325","Apiaceae","Eryngium divaricatum","EN","lagoas"
"326","Asteraceae","Dendrophorbium catharinense","VU","lagoas"
"327","Asteraceae","Moquiniastrum mollissimum","CR","lagoas"
"328","Asteraceae","Disynaphia ericoides","EN","lagoas"
"329","Asteraceae","Senecio riograndensis","EN","lagoas"
"330","Asteraceae","Moquiniastrum sordidum","VU","lagoas"
"331","Asteraceae","Mikania clematidifolia","VU","lagoas"
"332","Asteraceae","Calea kristiniae","EN","lagoas"
"333","Asteraceae","Mikania hastato-cordata","VU","lagoas"
"334","Asteraceae","Baccharis penningtonii","VU","lagoas"
"335","Asteraceae","Lessingianthus constrictus","CR","lagoas"
"336","Asteraceae","Mikania viminea","EN","lagoas"
"337","Asteraceae","Noticastrum hatschbachii","EN","lagoas"
"338","Asteraceae","Noticastrum malmei","EN","lagoas"
"339","Asteraceae","Noticastrum psammophilum","EN","lagoas"
"340","Asteraceae","Mikania anethifolia","EN","lagoas"
"341","Asteraceae","Mikania variifolia","EN","lagoas"
"342","Asteraceae","Mikania pinnatiloba","EN","lagoas"
"343","Asteraceae","Moquiniastrum cordatum","EN","lagoas"
"344","Asteraceae","Trixis pallida","CR","lagoas"
"345","Asteraceae","Schlechtendalia luzulifolia","EN","lagoas"
"346","Begoniaceae","Begonia itatinensis","EN","lagoas"
"347","Bromeliaceae","Aechmea kertesziae","EN","lagoas"
"348","Bromeliaceae","Wittrockia superba","EN","lagoas"
"349","Bromeliaceae","Dyckia maritima","EN","lagoas"
"350","Bromeliaceae","Dyckia remotiflora","EN","lagoas"
"351","Bromeliaceae","Nidularium jonesianum","EN","lagoas"
"352","Bromeliaceae","Tillandsia crocata","EN","lagoas"
"353","Bromeliaceae","Tillandsia jonesii","CR","lagoas"
"354","Cactaceae","Parodia concinna","EN","lagoas"
"355","Cactaceae","Parodia oxycostata","VU","lagoas"
"356","Caprifoliaceae","Valeriana tajuvensis","VU","lagoas"
"357","Cistaceae","Helianthemum brasiliense","EN","lagoas"
"358","Dicksoniaceae","Dicksonia sellowiana","EN","lagoas"
"359","Erythroxylaceae","Erythroxylum catharinense","EN","lagoas"
"360","Euphorbiaceae","Chiropetalum foliosum","EN","lagoas"
"361","Fabaceae","Aeschynomene fructipendula","EN","lagoas"
"362","Fabaceae","Lathyrus acutifolius","CR","lagoas"
"363","Fabaceae","Vicia pampicola","CR","lagoas"
"364","Fabaceae","Sellocharis paradoxa","VU","lagoas"
"365","Gentianaceae","Zygostigma australe","EN","lagoas"
"366","Gunneraceae","Gunnera herteri","EN","lagoas"
"367","Hypericaceae","Hypericum mutilum","VU","lagoas"
"368","Lauraceae","Ocotea catharinensis","VU","lagoas"
"369","Lauraceae","Ocotea porosa","EN","lagoas"
"370","Lentibulariaceae","Utricularia tridentata","VU","lagoas"
"371","Malpighiaceae","Peixotoa catarinensis","EN","lagoas"
"372","Marsileaceae","Regnellidium diphyllum","VU","lagoas"
"373","Meliaceae","Cedrela lilloi","EN","lagoas"
"374","Myristicaceae","Virola bicuhyba","EN","lagoas"
"375","Myrtaceae","Eugenia pachyclada","EN","lagoas"
"376","Myrtaceae","Marlierea krapovickae","EN","lagoas"
"377","Myrtaceae","Myrceugenia foveolata","EN","lagoas"
"378","Myrtaceae","Campomanesia reitziana","VU","lagoas"
"379","Myrtaceae","Myrciaria plinioides","VU","lagoas"
"380","Myrtaceae","Neomitranthes cordifolia","VU","lagoas"
"381","Orchidaceae","Acianthera papillosa","VU","lagoas"
"382","Orchidaceae","Cattleya intermedia","VU","lagoas"
"383","Orchidaceae","Cattleya tigrina","VU","lagoas"
"384","Orchidaceae","Epidendrum ecostatum","VU","lagoas"
"385","Orchidaceae","Grobya fascifera","VU","lagoas"
"386","Orchidaceae","Brasilaelia purpurata","VU","lagoas"
"387","Orchidaceae","Octomeria chamaeleptotes","VU","lagoas"
"388","Poaceae","Setaria parviflora var. pilosissima","CR","lagoas"
"389","Poaceae","Agrostis lenis","VU","lagoas"
"390","Poaceae","Bothriochloa laguroides","VU","lagoas"
"391","Poaceae","Danthonia cirrata","EN","lagoas"
"392","Poaceae","Reitzia smithii","VU","lagoas"
"393","Poaceae","Andropogon glaucophyllus","EN","lagoas"
"394","Poaceae","Paspalum rawitscheri","EN","lagoas"
"395","Poaceae","Chascolytrum bulbosum","CR","lagoas"
"396","Poaceae","Chascolytrum scabrum","EN","lagoas"
"397","Poaceae","Setaria stolonifera","CR","lagoas"
"398","Proteaceae","Euplassa nebularis","EN","lagoas"
"399","Pteridaceae","Cheilanthes juergensii","EN","lagoas"
"400","Quillajaceae","Quillaja brasiliensis","EN","lagoas"
"401","Rhamnaceae","Gouania corylifolia","VU","lagoas"
"402","Rhamnaceae","Scutia arenicola","EN","lagoas"
"403","Rhamnaceae","Colletia paradoxa","EN","lagoas"
"404","Salicaceae","Abatia angeliana","VU","lagoas"
"405","Solanaceae","Calibrachoa spathulata","VU","lagoas"
"406","Solanaceae","Nicotiana mutabilis","VU","lagoas"
"407","Solanaceae","Solanum arenarium","EN","lagoas"
"408","Urticaceae","Pilea aparadensis","CR","lagoas"
"409","Verbenaceae","Recordia reitzii","EN","lagoas"
"410","Xyridaceae","Xyris vacillans","EN","lagoas"
"411","Acanthaceae","Aphelandra rigida","EN","rj"
"412","Acanthaceae","Justicia nervata","EN","rj"
"413","Acanthaceae","Justicia polita","EN","rj"
"414","Acanthaceae","Staurogyne brachiata","EN","rj"
"415","Acanthaceae","Staurogyne euryphylla","EN","rj"
"416","Annonaceae","Annona ferruginea","CR","rj"
"417","Annonaceae","Annona parviflora","VU","rj"
"418","Annonaceae","Duguetia microphylla","EN","rj"
"419","Annonaceae","Duguetia pohliana","EN","rj"
"420","Annonaceae","Hornschuchia alba","CR","rj"
"421","Annonaceae","Trigynaea axilliflora","EN","rj"
"422","Annonaceae","Unonopsis riedeliana","EN","rj"
"423","Apiaceae","Eryngium fluminense","VU","rj"
"424","Apocynaceae","Ditassa maricaensis","EN","rj"
"425","Apocynaceae","Gonolobus dorothyanus","EN","rj"
"426","Apocynaceae","Mandevilla crassinoda","EN","rj"
"427","Apocynaceae","Monsanima tinguaensis","VU","rj"
"428","Apocynaceae","Orthosia arenosa","EN","rj"
"429","Apocynaceae","Oxypetalum costae","CR","rj"
"430","Apocynaceae","Oxypetalum schottii","EN","rj"
"431","Aquifoliaceae","Ilex schwackeana","VU","rj"
"432","Araceae","Anthurium augustinum","EN","rj"
"433","Araceae","Anthurium binotii","EN","rj"
"434","Araceae","Anthurium bragae","EN","rj"
"435","Araceae","Anthurium cronembergerae","EN","rj"
"436","Araceae","Anthurium laucheanum","EN","rj"
"437","Araceae","Anthurium lhotzkyanum","VU","rj"
"438","Araceae","Anthurium lucidum","CR","rj"
"439","Araceae","Anthurium luschnathianum","EN","rj"
"440","Araceae","Anthurium sakuraguianum","CR","rj"
"441","Araceae","Anthurium simonii","EN","rj"
"442","Araceae","Philodendron alternans","EN","rj"
"443","Araceae","Philodendron fragile","EN","rj"
"444","Araceae","Philodendron luisae","CR","rj"
"445","Araceae","Philodendron nadruzianum","EN","rj"
"446","Araliaceae","Dendropanax heterophyllus","CR","rj"
"447","Araliaceae","Dendropanax langsdorfii","VU","rj"
"448","Araliaceae","Dendropanax trilobus","CR","rj"
"449","Araliaceae","Hydrocotyle alpestris","CR","rj"
"450","Araliaceae","Hydrocotyle bradei","CR","rj"
"451","Araliaceae","Hydrocotyle ulei","EN","rj"
"452","Araliaceae","Schefflera succinea","EN","rj"
"453","Arecaceae","Syagrus weddelliana","EN","rj"
"454","Aristolochiaceae","Aristolochia raja","EN","rj"
"455","Aspleniaceae","Asplenium cariocanum","EN","rj"
"456","Asteraceae","Austrocritonia rosea","EN","rj"
"457","Asteraceae","Austrocritonia taunayana","EN","rj"
"458","Asteraceae","Baccharis bifrons","EN","rj"
"459","Asteraceae","Baccharis ciliata","CR","rj"
"460","Asteraceae","Baccharis friburgensis","EN","rj"
"461","Asteraceae","Baccharis pseudovaccinioides","CR","rj"
"462","Asteraceae","Calea wedelioides","EN","rj"
"463","Asteraceae","Dasyphyllum cryptocephalum","EN","rj"
"464","Asteraceae","Dasyphyllum leptacanthum","EN","rj"
"465","Asteraceae","Graphistylis cuneifolia","CR","rj"
"466","Asteraceae","Lepidaploa araujoa","CR","rj"
"467","Asteraceae","Lepidaploa obtusifolia","EN","rj"
"468","Asteraceae","Lepidaploa persicifolia","VU","rj"
"469","Asteraceae","Lessingianthus glaziovianus","EN","rj"
"470","Asteraceae","Macropodina bradei","EN","rj"
"471","Asteraceae","Mikania cabrerae","EN","rj"
"472","Asteraceae","Mikania campos-portoana","EN","rj"
"473","Asteraceae","Mikania hastifolia","EN","rj"
"474","Asteraceae","Mikania pteropoda","EN","rj"
