"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","otherCatalogNumbers","institutionCode","occurrenceRemarks","identifiedBy","individualCount","language","preparations","ownerInstitutionCode","elevation","elevationAccuracy","continent","nomenclaturalCode","verbatimEventDate","verbatimTaxonRank","higherClassification","habitat","institutionID","higherGeography","endDayOfYear","startDayOfYear","nomenclaturalStatus","taxonID","bibliographicCitation","collectionID","references","county","rights","identificationRemarks","georeferencedDate","georeferenceProtocol","georeferenceSources","fieldNumber","locationRemarks","fieldNotes","verbatimLocality","establishmentMeans","verbatimElevation","coordinateUncertaintyInMeters","eventRemarks","identificationQualifier","organismID","datasetID","accessRights","typeStatus","dynamicProperties","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Lecythis idatimon",1455707913,-2.182778,-48.791389,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:36:57.197+0000","2018-09-24T19:58:39.868+0000",207,"none","PRESERVED_SPECIMEN",3082461,6,7707728,220,1353,3990,3082348,3082461,3082461,"Lecythis idatimon Aubl.","Lecythis idatimon Aubl.","Plantae","Tracheophyta","Ericales","Lecythidaceae","Lecythis","Lecythis idatimon","Lecythis","idatimon","SPECIES","ACCEPTED","none","Pará",2014,9,23,"2014-09-23T00:00:00","2017-04-03T13:22:20.000+0000","2018-09-24T19:58:52.850+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1302257","971","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Moju","Campo Experimental da Embrapa, final da trilha do morcego","RB",1455707913,"urn:catalog:JBRJ:RB:1302257","PhysicalObject","E.D. Cruz","RB01302257","RB 726686","JBRJ","","",NA,"","","",NA,NA,"","","","","","","",NA,NA,NA,"",NA,"","","","","","","","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Moju","Pará","brazil",5403,"Moju",1504703,-49.073916,-2.683763,"PARA","PA","Pará",-53.0625366,-3.972184,"Pará","pa",-2.182778,-48.791389,"original coordinates","original coordinates OK"
"2","Lecythis idatimon",1424484315,-2.152222,-48.800556,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:42:49.419+0000","2018-09-24T20:04:02.831+0000",207,"none","PRESERVED_SPECIMEN",3082461,6,7707728,220,1353,3990,3082348,3082461,3082461,"Lecythis idatimon Aubl.","Lecythis idatimon Aubl.","Plantae","Tracheophyta","Ericales","Lecythidaceae","Lecythis","Lecythis idatimon","Lecythis","idatimon","SPECIES","ACCEPTED","2011-01-01T00:00:00","Pará",2011,10,18,"2011-10-18T00:00:00","2014-07-08T11:12:40.735+0000","2018-12-06T17:00:52.947+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:861014","414","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Moju","CEM, ramal Sta. Terezinha, logo após o 5° poste, em direção a ponte do Rio Ubá.","RB",1424484315,"urn:catalog:JBRJ:RB:861014","PhysicalObject","E.D. Cruz","RB00861014","RB 600454","JBRJ","ADP=27,0cm; AC=12,0m","M.R. Cordeiro",NA,"","","",NA,NA,"","","","","","","",NA,NA,NA,"",NA,"","","","","","","","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Moju","Pará","brazil",5403,"Moju",1504703,-49.073916,-2.683763,"PARA","PA","Pará",-53.0625366,-3.972184,"Pará","pa",-2.152222,-48.800556,"original coordinates","original coordinates OK"
"3","Lecythis idatimon",1095260751,-2.152222,-48.800555,"cdround,gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:35.126+0000","2018-11-23T18:21:35.301+0000",123,"none","PRESERVED_SPECIMEN",3082461,6,7707728,220,1353,3990,3082348,3082461,3082461,"Lecythis idatimon Aubl.","Lecythis idatimon Aubl.","Plantae","Tracheophyta","Ericales","Lecythidaceae","Lecythis","Lecythis idatimon","Lecythis","idatimon","SPECIES","ACCEPTED","none","Pará",2011,10,18,"2011-10-18T00:00:00","","2018-11-23T18:22:50.405+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000085685","414","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","MOJU","CEM, ramal Sta. Terezinha, logo após o 5º poste em direção a ponte do rio Ubá","CEN",1095260751,"BRA:Cenargen:CEN:0000085685","Collection","Eniel David Cruz","85685","","Cenargen","DAP=27,0cm, AC=12,0m; Doação do CPATU nº IAN 187141","F. S. Catenacci",1,"pt","Exsicatas","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)",NA,NA,"","","","","","","",NA,NA,NA,"",NA,"","","","","","","","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"MOJU","Pará","brazil",5403,"Moju",1504703,-49.073916,-2.683763,"PARA","PA","Pará",-53.0625366,-3.972184,"Pará","pa",-2.152222,-48.800555,"original coordinates","original coordinates OK"
"4","Lecythis idatimon",1095260634,-2.179167,-48.801111,"cdround,gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:35.050+0000","2018-11-23T18:21:35.230+0000",123,"none","PRESERVED_SPECIMEN",3082461,6,7707728,220,1353,3990,3082348,3082461,3082461,"Lecythis idatimon Aubl.","Lecythis idatimon Aubl.","Plantae","Tracheophyta","Ericales","Lecythidaceae","Lecythis","Lecythis idatimon","Lecythis","idatimon","SPECIES","ACCEPTED","none","Pará",2011,11,15,"2011-11-15T00:00:00","","2018-11-23T18:22:50.189+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000085598","450","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","MOJU","Campo experimental do Mojú, perto do escritório da Embrapa","CEN",1095260634,"BRA:Cenargen:CEN:0000085598","Collection","Eniel David Cruz","85598","","Cenargen","Doação do CPATU nº IAN 188073","F. S. Catenacci",1,"pt","Exsicatas","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)",NA,NA,"","","","","","","",NA,NA,NA,"",NA,"","","","","","","","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"MOJU","Pará","brazil",5403,"Moju",1504703,-49.073916,-2.683763,"PARA","PA","Pará",-53.0625366,-3.972184,"Pará","pa",-2.179167,-48.801111,"original coordinates","original coordinates OK"
"5","Lecythis idatimon",1090583231,-0.927444,-46.670583,"cdround,gass84","33082168-ab2e-4e27-b304-8e722a6f5403","b28ab834-c560-487d-a58d-87d53da98f1a","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:31:43.539+0000","2017-12-29T14:18:46.773+0000",126,"none","PRESERVED_SPECIMEN",3082461,6,7707728,220,1353,3990,3082348,3082461,3082461,"Lecythis idatimon Aubl.","Lecythis idatimon Aubl.","Plantae","Tracheophyta","Ericales","Lecythidaceae","Lecythis","Lecythis idatimon","Lecythis","idatimon","SPECIES","ACCEPTED","2006-01-01T00:00:00","Pará",2006,3,17,"2006-03-17T00:00:00","2017-10-26T14:03:17.000+0000","2018-12-08T04:43:32.562+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HBRA - Herbário do Instituto de Estudos Costeiros da Universidade Federal do Pará","BRA:IECOS:HBRA:0000000884","69","HBRA - Herbário do Instituto de Estudos Costeiros da Universidade Federal do Pará","Bragança","Península de Ajuruteua, Salinas dos Roques/Jabuti, bosque na 4ª ilha de terra firme; em terra preta arqueológica","HBRA",1090583231,"BRA:IECOS:HBRA:0000000884","Collection","N. B. Vale","884","","Universidade Federal do Pará (UFPA)","Árvore de 10,5 m de altura e 8,1 cm de diâmetro; casca morta marrom escuro; casca viva clara","J. C. Freitas, J. C. L. Oliveira, M. R. Cordeiro (IAN)",NA,"pt","exsicata","Universidade Federal do Pará (UFPA)",NA,NA,"SOUTH_AMERICA","","","","","","",NA,NA,NA,"",NA,"","","","","","","","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Bragança","Pará","brazil",5496,"Bragança",1501709,-46.764625,-1.193314,"PARA","PA","Pará",-53.0625366,-3.972184,"Pará","pa",-0.927444,-46.670583,"original coordinates","original coordinates OK"
"6","Lecythis idatimon",1042674420,-2.185278,-51.78,"gass84,gdativ,iddatunl","3cc6171e-8c52-4f65-ad7a-32c74e395f29","c0d9c91a-0f83-4819-bf7e-bb5e1184eb6b","none","ada4205f-679c-4a86-9759-ff652ac467b3","BR","DWC_ARCHIVE","2017-10-08T07:25:18.599+0000","2014-11-24T14:45:31.151+0000",50,"none","PRESERVED_SPECIMEN",3082461,6,7707728,220,1353,3990,3082348,3082461,3082461,"Lecythis idatimon Aubl.","Lecythis idatimon Aubl.","Plantae","Tracheophyta","Ericales","Lecythidaceae","Lecythis","Lecythis idatimon","Lecythis","idatimon","SPECIES","ACCEPTED","2004-01-01T00:00:00","Pará",2004,1,20,"2004-01-20T00:00:00","2014-09-26T00:00:00.000+0000","2018-07-07T16:25:42.738+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Instituto Nacional de Pesquisas da Amazônia (INPA)","urn:catalog:inpa:herbarium:208514","1002","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","","Caxiuanã, Ima 1, parcela 7.","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",1042674420,"urn:catalog:inpa:herbarium:208514","Collection","Freitas, MA de","224356","","Instituto Nacional de Pesquisas da Amazônia (INPA)","","Freitas, M.S.",NA,"pt","","",0,0,"SOUTH_AMERICA","","","","","","01.263.896/0015-60",NA,NA,NA,"",NA,"","","","Melgaço","License Elements","","","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","Pará","brazil",NA,"",NA,NA,NA,"","","Pará",-53.0625366,-3.972184,"Pará","pa",-2.185278,-51.78,"original coordinates","original coordinates outside municipality original in  falls in portel"
"7","Lecythis idatimon",1042674505,-2.223889,-51.81,"gass84,gdativ,iddatunl","3cc6171e-8c52-4f65-ad7a-32c74e395f29","c0d9c91a-0f83-4819-bf7e-bb5e1184eb6b","none","ada4205f-679c-4a86-9759-ff652ac467b3","BR","DWC_ARCHIVE","2017-10-08T07:25:18.621+0000","2014-11-24T14:45:31.290+0000",50,"none","PRESERVED_SPECIMEN",3082461,6,7707728,220,1353,3990,3082348,3082461,3082461,"Lecythis idatimon Aubl.","Lecythis idatimon Aubl.","Plantae","Tracheophyta","Ericales","Lecythidaceae","Lecythis","Lecythis idatimon","Lecythis","idatimon","SPECIES","ACCEPTED","2004-01-01T00:00:00","Pará",2004,1,22,"2004-01-22T00:00:00","2014-09-26T00:00:00.000+0000","2018-07-07T16:25:42.746+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Instituto Nacional de Pesquisas da Amazônia (INPA)","urn:catalog:inpa:herbarium:208570","1008","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","","Caxiuanã, Ima 2, parcela 8. 160 Platô.","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",1042674505,"urn:catalog:inpa:herbarium:208570","Collection","Freitas, MA de","224412","","Instituto Nacional de Pesquisas da Amazônia (INPA)","","Gomes, A.O.",NA,"pt","","",0,0,"SOUTH_AMERICA","","","","","","01.263.896/0015-60",NA,NA,NA,"",NA,"","","","Melgaço","License Elements","","","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","Pará","brazil",NA,"",NA,NA,NA,"","","Pará",-53.0625366,-3.972184,"Pará","pa",-2.223889,-51.81,"original coordinates","original coordinates outside municipality original in  falls in portel"
"8","Lecythis idatimon",1424267685,-2.185278,-51.776944,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:40:40.382+0000","2018-09-24T20:01:57.138+0000",207,"none","PRESERVED_SPECIMEN",3082461,6,7707728,220,1353,3990,3082348,3082461,3082461,"Lecythis idatimon Aubl.","Lecythis idatimon Aubl.","Plantae","Tracheophyta","Ericales","Lecythidaceae","Lecythis","Lecythis idatimon","Lecythis","idatimon","SPECIES","ACCEPTED","none","Pará",2004,1,20,"2004-01-20T00:00:00","2014-07-07T18:47:20.429+0000","2018-12-06T16:58:42.919+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:552519","1004","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Melgaço","Caxiuanã, Ima, parcela 9.","RB",1424267685,"urn:catalog:JBRJ:RB:552519","PhysicalObject","Freitas, M.A.; Gomes, A.O.; Nascimento, D.","RB00552519","RB 477495","JBRJ","Árvore de 21,08 cm DAP, tronco cilíndrico, expulsou o prego, tronco sujo, estriado com fissuras, finas, líquens, claros, casca externa marrom clara, fina, quebradiça, interna marrom clara, 3 mm fibrosa, flores levemente perfumadas, cálice roxo, corolas branca, capuz rosa com estrias brancas, estames brancos, folhas miúdas.","Freitas",NA,"","","",NA,NA,"","","","","","","",NA,NA,NA,"",NA,"","","","","","","","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Melgaço","Pará","brazil",5473,"Melgaço",1504505,-51.100337,-1.610662,"PARA","PA","Pará",-53.0625366,-3.972184,"Pará","pa",-2.185278,-51.776944,"original coordinates","original coordinates outside municipality original in melgaco falls in portel"
"9","Lecythis idatimon",1929387220,-1.7067,-51.4597,"","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","none","17017c2c-036b-45d9-b045-606d21b00771","US","DWC_ARCHIVE","2018-11-18T15:22:31.831+0000","2018-11-18T15:22:31.951+0000",96,"none","PRESERVED_SPECIMEN",3082461,6,7707728,220,1353,3990,3082348,3082461,3082461,"Lecythis idatimon Aubl.","Lecythis idatimon Aubl.","Plantae","Tracheophyta","Ericales","Lecythidaceae","Lecythis","Lecythis idatimon","Lecythis","idatimon","SPECIES","ACCEPTED","2004-01-01T00:00:00","ParÃ¡",2004,1,20,"2004-01-20T00:00:00","","2018-12-07T18:46:13.418+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","The New York Botanical Garden","729777e8-ae8a-4499-bd48-07b21473ce7f","1004","Vascular plants","","CaxiuanÃ£, Ima, parcela 9.","NY",1929387220,"729777e8-ae8a-4499-bd48-07b21473ce7f","PhysicalObject","M. A. Freitas","01073441","","NY","","M. A. de Freitas",NA,"en","sheet","",0,0,"SOUTH_AMERICA","ICN","20 Jan 2004","","","","http://biocol.org/urn:lsid:biocol.org:col:15556",NA,20,20,"",NA,"","http://biocol.org/urn:lsid:biocol.org:col:15556","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1476979","MelgaÃ§o","","!S. Mori, 2009.","2014-07-25","Corrected label coordinates","Label","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","ParÃ¡","brazil",NA,"",NA,NA,NA,"","","Pará",-53.0625366,-3.972184,"Pará","pa",-1.7067,-51.4597,"original coordinates","original coordinates outside municipality original in  falls in melgaco"
"10","Lecythis idatimon",1930661073,-1.7067,-51.4597,"","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","none","17017c2c-036b-45d9-b045-606d21b00771","US","DWC_ARCHIVE","2018-11-18T16:00:45.209+0000","2018-11-18T16:00:45.324+0000",96,"none","PRESERVED_SPECIMEN",3082461,6,7707728,220,1353,3990,3082348,3082461,3082461,"Lecythis idatimon Aubl.","Lecythis idatimon Aubl.","Plantae","Tracheophyta","Ericales","Lecythidaceae","Lecythis","Lecythis idatimon","Lecythis","idatimon","SPECIES","ACCEPTED","2004-01-01T00:00:00","ParÃ¡",2004,1,20,"2004-01-20T00:00:00","","2018-12-07T18:46:20.525+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","The New York Botanical Garden","ccae30ce-224c-4430-a107-e0b838604c89","1002","Vascular plants","","CaxiuanÃ£, Ima 1, parcela 7","NY",1930661073,"ccae30ce-224c-4430-a107-e0b838604c89","PhysicalObject","M. A. Freitas","01073438","","NY","","M. A. de Freitas",NA,"en","sheet","",0,0,"SOUTH_AMERICA","ICN","20 Jan 2004","","","","http://biocol.org/urn:lsid:biocol.org:col:15556",NA,20,20,"",NA,"","http://biocol.org/urn:lsid:biocol.org:col:15556","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1476973","MelgaÃ§o","","!S. Mori, 2009.","2014-07-25","Corrected label coordinates","Label","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","ParÃ¡","brazil",NA,"",NA,NA,NA,"","","Pará",-53.0625366,-3.972184,"Pará","pa",-1.7067,-51.4597,"original coordinates","original coordinates outside municipality original in  falls in melgaco"
