"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","infraspecificEpithet","taxonRank","taxonomicStatus","dateIdentified","continent","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","identifiedBy","elevation","elevationAccuracy","occurrenceRemarks","references","institutionID","nomenclaturalCode","verbatimEventDate","endDayOfYear","county","preparations","startDayOfYear","collectionID","otherCatalogNumbers","fieldNotes","identificationQualifier","individualCount","higherGeography","organismID","datasetID","accessRights","higherClassification","typeStatus","typifiedName","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Picramnia gardneri",1135827224,-8.551111,-35.144444,"gass84","f45c5ee0-e5ec-42e3-a80a-07318144efa4","202d5f34-ff58-4ad7-964f-c947ce18078e","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:41:08.811+0000","2018-08-03T12:05:13.154+0000",130,"none","PRESERVED_SPECIMEN",3709051,6,7707728,220,7223737,3694522,8118842,7329619,3709051,"Picramnia gardneri subsp. septentrionalis Pirani","Picramnia gardneri subsp. septentrionalis Pirani","Plantae","Tracheophyta","Picramniales","Picramniaceae","Picramnia","Picramnia gardneri","Picramnia","gardneri","septentrionalis","SUBSPECIES","ACCEPTED","2014-07-01T00:00:00","SOUTH_AMERICA","Pernambuco",2014,2,3,"2014-02-03T00:00:00","2018-07-10T14:22:40.000+0000","2018-12-06T21:47:09.252+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","IPA - Herbário - IPA Dárdano de Andrade Lima","BRA:IPA:IPA:0000089559","32","IPA - Herbário - IPA Dárdano de Andrade Lima","Sirinhaém","Usina Trapiche, Engenho Coelhas","pt","IPA",1135827224,"BRA:IPA:IPA:0000089559","Collection","Barros, R.; Roseane Karla; Chagas, M.; Roseane Karla; Chagas, M.","89559","IPA","Empresa Pernambucana de Pesquisa Agropecuária, IPA","Cano, O.",NA,NA,"","","","","",NA,"","",NA,"","","","",NA,"",NA,"","","","",NA,"Sirinhaém","Pernambuco","brazil",4165,"Sirinhaém",2614204,-35.174428,-8.573365,"PERNAMBUCO","PE","Pernambuco",-37.99303622,-8.3240949,"Pernambuco","pe",-8.551111,-35.144444,"original coordinates","original coordinates OK"
"2","Picramnia gardneri",1135827155,-8.562778,-35.183333,"gass84","f45c5ee0-e5ec-42e3-a80a-07318144efa4","202d5f34-ff58-4ad7-964f-c947ce18078e","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:41:08.794+0000","2018-08-03T12:05:13.180+0000",130,"none","PRESERVED_SPECIMEN",3709051,6,7707728,220,7223737,3694522,8118842,7329619,3709051,"Picramnia gardneri subsp. septentrionalis Pirani","Picramnia gardneri subsp. septentrionalis Pirani","Plantae","Tracheophyta","Picramniales","Picramniaceae","Picramnia","Picramnia gardneri","Picramnia","gardneri","septentrionalis","SUBSPECIES","ACCEPTED","2014-09-01T00:00:00","SOUTH_AMERICA","Pernambuco",2014,2,16,"2014-02-16T00:00:00","2018-07-10T14:22:40.000+0000","2018-12-06T21:47:09.252+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","IPA - Herbário - IPA Dárdano de Andrade Lima","BRA:IPA:IPA:0000089495","38","IPA - Herbário - IPA Dárdano de Andrade Lima","Sirinhaém","Usina Trapiche, Engenho Jaguaré","pt","IPA",1135827155,"BRA:IPA:IPA:0000089495","Collection","Roseane Karla; Barros, R.; Chagas, M.; Barros, R.; Chagas, M.","89495","IPA","Empresa Pernambucana de Pesquisa Agropecuária, IPA","Cano, O.",NA,NA,"","","","","",NA,"","",NA,"","","","",NA,"",NA,"","","","",NA,"Sirinhaém","Pernambuco","brazil",4165,"Sirinhaém",2614204,-35.174428,-8.573365,"PERNAMBUCO","PE","Pernambuco",-37.99303622,-8.3240949,"Pernambuco","pe",-8.562778,-35.183333,"original coordinates","original coordinates OK"
"3","Picramnia gardneri",1086916657,-24.405556,-48.102778,"gass84","16ed67e5-fd70-4fd4-85c3-70ea2da627fe","52603cfd-d564-4e89-a466-5e71813677be","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T08:56:59.171+0000","2018-11-24T08:56:59.194+0000",126,"none","PRESERVED_SPECIMEN",7329619,6,7707728,220,7223737,3694522,8118842,7329619,7329619,"Picramnia gardneri Planch.","Picramnia gardneri Planch.","Plantae","Tracheophyta","Picramniales","Picramniaceae","Picramnia","Picramnia gardneri","Picramnia","gardneri","","SPECIES","ACCEPTED","2014-03-31T00:00:00","SOUTH_AMERICA","São Paulo",2014,2,5,"2014-02-05T00:00:00","2018-11-05T15:59:51.000+0000","2018-12-08T13:01:20.359+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPSF - Herbário Dom Bento José Pickel","BRA:IF:SPSF:0000048510","1656","SPSF - Herbário Dom Bento José Pickel","Eldorado","Fazenda Nova Trieste","pt","SPSF",1086916657,"BRA:IF:SPSF:0000048510","Collection","F. A. R. D. P. Arzolla & A.Z.Antunes","48510","IF","Instituto Florestal, IF","B.V. Ferrato",80,0,"COLETA: Árvore com frutos.; GEOGRAFIA: Primeira Ilha.&nf;Floresta Ombrófila Densa Submontana.;","","","","",NA,"","",NA,"","","","",NA,"",NA,"","","","",NA,"Eldorado","São Paulo","brazil",980,"Eldorado",3514809,-48.233534,-24.49474,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-24.405556,-48.102778,"original coordinates","original coordinates OK"
"4","Picramnia gardneri",1928027612,-23.84883,-46.41617,"gass84","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","none","17017c2c-036b-45d9-b045-606d21b00771","US","DWC_ARCHIVE","2018-11-18T14:46:28.757+0000","2018-11-18T14:46:28.809+0000",96,"none","PRESERVED_SPECIMEN",7329619,6,7707728,220,7223737,3694522,8118842,7329619,7329619,"Picramnia gardneri Planch.","Picramnia gardneri Planch.","Plantae","Tracheophyta","Picramniales","Picramniaceae","Picramnia","Picramnia gardneri","Picramnia","gardneri","","SPECIES","ACCEPTED","none","SOUTH_AMERICA","SÃ£o Paulo",2010,4,13,"2010-04-13T00:00:00","","2018-12-05T23:32:21.417+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","The New York Botanical Garden","12686a77-893d-4c1b-a582-95787936b518","170","Vascular plants","","Parque EcolÃ³gico do PerequÃª. Margem esquerda ao final da trilha da cachoeira, antes da travessia do rio.","en","NY",1928027612,"12686a77-893d-4c1b-a582-95787936b518","PhysicalObject","E. G. A. Martins","01873940","NY","","",0,0,"","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2958054","http://biocol.org/urn:lsid:biocol.org:col:15556","ICN","13 Apr 2010",103,"CubatÃ£o","sheet",103,"http://biocol.org/urn:lsid:biocol.org:col:15556","","","",NA,"",NA,"","","","",NA,"","SÃ£o Paulo","brazil",NA,"",NA,NA,NA,"","","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.84883,-46.41617,"original coordinates","original coordinates outside municipality original in  falls in cubatao"
"5","Picramnia gardneri",1423893245,-23.848611,-46.416111,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:34:20.930+0000","2018-09-24T19:57:44.894+0000",207,"none","PRESERVED_SPECIMEN",7329619,6,7707728,220,7223737,3694522,8118842,7329619,7329619,"Picramnia gardneri Planch.","Picramnia gardneri Planch.","Plantae","Tracheophyta","Picramniales","Picramniaceae","Picramnia","Picramnia gardneri","Picramnia","gardneri","","SPECIES","ACCEPTED","none","","São Paulo",2010,4,13,"2010-04-13T00:00:00","2018-05-02T11:36:35.925+0000","2018-12-06T16:55:14.121+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1003968","170","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Cubatão","Parque Ecológico Perequê. Margem esquerda ao final da trilha da cachoeira, antes da travessia do rio.","","RB",1423893245,"urn:catalog:JBRJ:RB:1003968","PhysicalObject","E.G.A. Martins; A.S. Cruz; A.M. Santos; R.O. Araújo","RB01003968","JBRJ","","J.R.PIRANI",NA,NA,"Arvoreta, 2,5m alt. Ramos ocráceo a esverdeados. Folhas lustrosas na face adaxial. Infrutescência esverdeada. Fruto vináceo, lustroso","","","","",NA,"","",NA,"","RB 631678","Borda de Floresta Atlântica","",NA,"",NA,"","","","",NA,"Cubatão","São Paulo","brazil",1076,"Cubatão",3513504,-46.408367,-23.864902,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.848611,-46.416111,"original coordinates","original coordinates OK"
"6","Picramnia gardneri",1086912667,-24.282778,-48.355,"gass84","16ed67e5-fd70-4fd4-85c3-70ea2da627fe","52603cfd-d564-4e89-a466-5e71813677be","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T08:56:57.189+0000","2018-11-24T08:56:57.428+0000",126,"none","PRESERVED_SPECIMEN",7329619,6,7707728,220,7223737,3694522,8118842,7329619,7329619,"Picramnia gardneri Planch.","Picramnia gardneri Planch.","Plantae","Tracheophyta","Picramniales","Picramniaceae","Picramnia","Picramnia gardneri","Picramnia","gardneri","","SPECIES","ACCEPTED","2010-09-17T00:00:00","SOUTH_AMERICA","São Paulo",2010,6,29,"2010-06-29T00:00:00","2018-11-05T15:59:51.000+0000","2018-12-08T13:01:18.642+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPSF - Herbário Dom Bento José Pickel","BRA:IF:SPSF:0000044275","858","SPSF - Herbário Dom Bento José Pickel","Ribeirão Grande","Estação Ecologica de Xitué","pt","SPSF",1086912667,"BRA:IF:SPSF:0000044275","Collection","R.L.Miashike & B.M.Beisiegel & Y.E.Tuermorezow & N.M.Ivanauskas & E.T.R.Costa & B.Amaral","44275","IF","Instituto Florestal, IF","G.A.D.C. Franco",858,0,"COLETA: Floresta Ombrófila Densa.&nf;Arvoreta 1,8m altura; frutos vermelhos; GEOGRAFIA: Trilha de Xitué;","","","","",NA,"","",NA,"","","","",NA,"",NA,"","","","",NA,"Ribeirão Grande","São Paulo","brazil",1023,"Ribeirão Grande",3543253,-48.358648,-24.188385,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-24.282778,-48.355,"original coordinates","original coordinates OK"
"7","Picramnia gardneri",1424371093,-22.440555,-42.7625,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:41:44.010+0000","2018-09-24T20:02:51.930+0000",207,"none","PRESERVED_SPECIMEN",7329619,6,7707728,220,7223737,3694522,8118842,7329619,7329619,"Picramnia gardneri Planch.","Picramnia gardneri Planch.","Plantae","Tracheophyta","Picramniales","Picramniaceae","Picramnia","Picramnia gardneri","Picramnia","gardneri","","SPECIES","ACCEPTED","none","","Rio de Janeiro",2009,2,15,"2009-02-15T00:00:00","2017-10-18T11:04:46.094+0000","2018-12-06T16:59:44.742+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:660863","OT 1447","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Cachoeiras de Macacu","Guapiaçu. Guapiaçu river.","","RB",1424371093,"urn:catalog:JBRJ:RB:660863","PhysicalObject","O. Thier; M. Krohn","RB00660863","JBRJ","","O. Thier",NA,NA,"","","","","",NA,"","",NA,"","RB 518175","","cf.",NA,"",NA,"","","","",NA,"Cachoeiras de Macacu","Rio de Janeiro","brazil",1523,"Cachoeiras de Macacu",3300803,-42.729308,-22.515423,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.440555,-42.7625,"original coordinates","original coordinates OK"
"8","Picramnia gardneri",1944965453,-22.440556,-42.7625,"gass84,iddatunl","1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3","76dbcb10-efc5-4d5f-87a5-bcd409fc92c8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:30:56.697+0000","2018-11-24T12:30:56.720+0000",126,"none","PRESERVED_SPECIMEN",7329619,6,7707728,220,7223737,3694522,8118842,7329619,7329619,"Picramnia gardneri Planch.","Picramnia gardneri Planch.","Plantae","Tracheophyta","Picramniales","Picramniaceae","Picramnia","Picramnia gardneri","Picramnia","gardneri","","SPECIES","ACCEPTED","2016-03-01T00:00:00","","Rio de Janeiro",2009,2,15,"2009-02-15T00:00:00","","2018-11-24T12:30:56.837+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPF - Herbário da Universidade de São Paulo","BRA:USP:SPF:0000226042","1447","SPF - Herbário da Universidade de São Paulo","Cachoeiras de Macacu","","pt","SPF",1944965453,"BRA:USP:SPF:0000226042","Collection","Thier, O","226042","USP","Universidade de São Paulo, USP","Pirani, JR",NA,NA,"","","","","",NA,"","",NA,"","","","",NA,"",NA,"","","","",NA,"Cachoeiras de Macacu","Rio de Janeiro","brazil",1523,"Cachoeiras de Macacu",3300803,-42.729308,-22.515423,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.440556,-42.7625,"original coordinates","original coordinates OK"
"9","Picramnia gardneri",1087075520,-7.848608,-34.995969,"cdround,gass84,txmatfuz","1e0f3d99-eb02-4806-b6a4-e903568129ec","b7ea834f-8d60-40ea-ab2c-5057000f0afd","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:36:31.727+0000","2017-12-29T14:34:33.331+0000",123,"none","PRESERVED_SPECIMEN",7329619,6,7707728,220,7223737,3694522,8118842,7329619,7329619,"Picramnia gardneri Planch.","Picramnia gardneri Planch.","Plantae","Tracheophyta","Picramniales","Picramniaceae","Picramnia","Picramnia gardneri","Picramnia","gardneri","","SPECIES","ACCEPTED","none","","Pernambuco",2009,6,19,"2009-06-19T00:00:00","2014-05-16T19:18:10.000+0000","2018-12-08T13:02:22.105+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UFP - Herbário UFP - Geraldo Mariz","BRA:UFPE:UFP:0000059273","494","UFP - Herbário UFP - Geraldo Mariz","Igarassu","Mata de Piedade-Usina São José, no interior da mata florestal.","pt","UFP",1087075520,"BRA:UFPE:UFP:0000059273","Collection","Souza, J.A.N.","59273","UFPE","Universidade Federal de Pernambuco, UFPE","",127,0,"HABITAT:Mata Atlântica.; DESC:Arbusto de parox. 2,50m de altura, exocarpo de cor laranja, esféricos, lisos, rígidos, mesocarpo rígido, amarelo, endocarpo fibroso.;","","","","",NA,"","",NA,"","","","",0,"",NA,"","","","",NA,"Igarassu","Pernambuco","brazil",4313,"Igarassu",2606804,-34.960275,-7.817322,"PERNAMBUCO","PE","Pernambuco",-37.99303622,-8.3240949,"Pernambuco","pe",-7.848608,-34.995969,"original coordinates","original coordinates OK"
"10","Picramnia gardneri",1087078403,-7.838889,-35.05,"cdround,gass84,txmatfuz","1e0f3d99-eb02-4806-b6a4-e903568129ec","b7ea834f-8d60-40ea-ab2c-5057000f0afd","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:36:33.132+0000","2017-12-29T14:34:43.495+0000",123,"none","PRESERVED_SPECIMEN",7329619,6,7707728,220,7223737,3694522,8118842,7329619,7329619,"Picramnia gardneri Planch.","Picramnia gardneri Planch.","Plantae","Tracheophyta","Picramniales","Picramniaceae","Picramnia","Picramnia gardneri","Picramnia","gardneri","","SPECIES","ACCEPTED","none","","Pernambuco",2009,9,15,"2009-09-15T00:00:00","2015-04-28T19:09:59.000+0000","2018-12-08T13:02:23.488+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UFP - Herbário UFP - Geraldo Mariz","BRA:UFPE:UFP:0000066011","1172","UFP - Herbário UFP - Geraldo Mariz","Igarassu","Usina São José-Mata da piedade aréa protegida propriedade da usina São José.","pt","UFP",1087078403,"BRA:UFPE:UFP:0000066011","Collection","Garcia, J.D.G.","66011","UFPE","Universidade Federal de Pernambuco, UFPE","",109,0,"Mata Atlântica semidecidual. Floresta em encosta forte, com dosel de 18 metros e árvores de até 25 metros. Baixa densidade de arboretas. Baixo epifiitismo. Abundante matéria organica no solo. DESC:Arvoreta de 3 metros de alt","","","","",NA,"","",NA,"","","","",0,"",NA,"","","","",NA,"Igarassu","Pernambuco","brazil",4313,"Igarassu",2606804,-34.960275,-7.817322,"PERNAMBUCO","PE","Pernambuco",-37.99303622,-8.3240949,"Pernambuco","pe",-7.838889,-35.05,"original coordinates","original coordinates outside municipality original in igarassu falls in aracoiaba"
