"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","otherCatalogNumbers","continent","fieldNotes","references","created","associatedSequences","taxonID","higherClassification","individualCount","coordinateUncertaintyInMeters","habitat","institutionID","county","preparations","nomenclaturalCode","verbatimEventDate","georeferenceProtocol","endDayOfYear","startDayOfYear","collectionID","georeferenceSources","higherGeography","fieldNumber","organismID","datasetID","accessRights","verbatimElevation","identificationRemarks","georeferencedDate","typeStatus","dynamicProperties","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Heisteria silvianii",1931773128,-25.157222,-48.292778,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:31.364+0000","2018-10-24T15:38:21.463+0000",121,"none","PRESERVED_SPECIMEN",7955659,6,7707728,220,934,4924615,3232590,7955659,7955659,"Heisteria silvianii Schwacke","Heisteria silvianii Schwacke","Plantae","Tracheophyta","Santalales","Erythropalaceae","Heisteria","Heisteria silvianii","Heisteria","silvianii","SPECIES","ACCEPTED","2018-01-10T00:00:00",310,0,"Paraná",2018,1,10,"2018-01-10T00:00:00","2018-10-11T17:23:57.000+0000","2018-12-07T06:14:59.925+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000060743","1596","FURB - Herbário Dr. Roberto Miguel Klein","Guaraqueçaba","RPPN Salto Morato.","pt","FURB",1931773128,"BRA:FURB:FURB:0000060743","Collection","Völtz, R.R.","60743","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Frutos com sépalas avermelhadas, Baga alvo-esverdeada e frutificação abundante.","Völtz, R.R.","","","","","","",NA,"",NA,NA,"","","","","","","",NA,NA,"","","",NA,NA,"","","","","","","","Guaraqueçaba","Paraná","brazil",905,"Guaraqueçaba",4109500,-48.367204,-25.234919,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-25.157222,-48.292778,"original coordinates","original coordinates OK"
"2","Heisteria silvianii",1835735651,-22.353611,-43.732778,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:20.726+0000","2018-09-24T19:59:01.671+0000",207,"none","PRESERVED_SPECIMEN",7955659,6,7707728,220,934,4924615,3232590,7955659,7955659,"Heisteria silvianii Schwacke","Heisteria silvianii Schwacke","Plantae","Tracheophyta","Santalales","Erythropalaceae","Heisteria","Heisteria silvianii","Heisteria","silvianii","SPECIES","ACCEPTED","none",NA,NA,"Rio de Janeiro",2018,2,2,"2018-02-02T00:00:00","2018-04-27T10:53:28.262+0000","2018-12-09T09:26:12.086+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1382407","1428","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Valença","Cumeeira acessada por um pasto próximoa Estrada Parque que liga o PESC e o PNM Açude da Concórdia . Parque Estadual da Serra da Concórdia","","RB",1835735651,"urn:catalog:JBRJ:RB:1382407","PhysicalObject","C. Baez; E. Fernandez, R. Gomes, D. Maurenza","RB01382407","JBRJ","","Árvore matriz nº 63; CAP 73 cm; Folhas verdes discolres. Frutos verde-alvacentos com cálice persistente vermelho.","C. Baez","RB 760143","","","","","",NA,"",NA,NA,"","","","","","","",NA,NA,"","","",NA,NA,"","","","","","","","Valença","Rio de Janeiro","brazil",1623,"Valença",3306107,-43.856373,-22.234282,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.353611,-43.732778,"original coordinates","original coordinates OK"
"3","Heisteria silvianii",1931772589,-26.19,-48.69,"gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:31.135+0000","2018-10-24T15:38:21.324+0000",121,"none","PRESERVED_SPECIMEN",7955659,6,7707728,220,934,4924615,3232590,7955659,7955659,"Heisteria silvianii Schwacke","Heisteria silvianii Schwacke","Plantae","Tracheophyta","Santalales","Erythropalaceae","Heisteria","Heisteria silvianii","Heisteria","silvianii","SPECIES","ACCEPTED","2018-08-31T00:00:00",NA,NA,"Santa Catarina",2018,8,31,"2018-08-31T00:00:00","2018-10-11T17:23:57.000+0000","2018-12-07T06:14:59.539+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000060453","3340","FURB - Herbário Dr. Roberto Miguel Klein","São Francisco do Sul","Vila da Glória.","pt","FURB",1931772589,"BRA:FURB:FURB:0000060453","Collection","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","60453","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","","Kassner-Filho, A.","","","","","","",NA,"",NA,NA,"","","","","","","",NA,NA,"","","",NA,NA,"","","","","","","","São Francisco do Sul","Santa Catarina","brazil",789,"São Francisco do Sul",4216206,-48.63917,-26.261705,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.19,-48.69,"original coordinates","original coordinates OK"
"4","Heisteria silvianii",1931772819,-26.1,-48.69,"gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:31.158+0000","2018-10-24T15:38:21.294+0000",121,"none","PRESERVED_SPECIMEN",7955659,6,7707728,220,934,4924615,3232590,7955659,7955659,"Heisteria silvianii Schwacke","Heisteria silvianii Schwacke","Plantae","Tracheophyta","Santalales","Erythropalaceae","Heisteria","Heisteria silvianii","Heisteria","silvianii","SPECIES","ACCEPTED","2018-08-29T00:00:00",NA,NA,"Santa Catarina",2018,8,29,"2018-08-29T00:00:00","2018-10-11T17:23:57.000+0000","2018-12-07T06:14:59.733+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000060461","3430","FURB - Herbário Dr. Roberto Miguel Klein","Itapoá","Sai Mirim.","pt","FURB",1931772819,"BRA:FURB:FURB:0000060461","Collection","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","60461","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","","Kassner-Filho, A.","","","","","","",NA,"",NA,NA,"","","","","","","",NA,NA,"","","",NA,NA,"","","","","","","","Itapoá","Santa Catarina","brazil",812,"Itapoá",4208450,-48.652853,-26.082161,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.1,-48.69,"original coordinates","original coordinates OK"
"5","Heisteria silvianii",1563408607,-28.6525,-49.631944,"gass84","2273e40d-26c2-4959-aea2-b6abcce16d09","04481953-6112-489f-bb8d-9703d787e3ea","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T13:50:26.751+0000","2018-12-03T15:53:16.852+0000",122,"none","PRESERVED_SPECIMEN",7955659,6,7707728,220,934,4924615,3232590,7955659,7955659,"Heisteria silvianii Schwacke","Heisteria silvianii Schwacke","Plantae","Tracheophyta","Santalales","Erythropalaceae","Heisteria","Heisteria silvianii","Heisteria","silvianii","SPECIES","ACCEPTED","2017-03-12T00:00:00",NA,NA,"Santa Catarina",2017,3,12,"2017-03-12T00:00:00","2018-10-15T19:28:04.000+0000","2018-12-07T14:53:36.923+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ICN - Herbário do Instituto de Ciências Naturais","BRA:UFRGS:ICN:0000193667","238","ICN - Herbário do Instituto de Ciências Naturais","Nova Veneza","Área Particular de Preservação Ambiental São Francisco - Recanto do Uru.","pt","ICN",1563408607,"BRA:UFRGS:ICN:0000193667","Collection","Rabuske, C; Santos-Jr.; R.","193667","UFRGS","Universidade Federal do Rio Grande do Sul (UFRGS)","","R.; Santos-Jr.","","SOUTH_AMERICA","","","","",NA,"",NA,NA,"","","","","","","",NA,NA,"","","",NA,NA,"","","","","","","","Nova Veneza","Santa Catarina","brazil",302,"Nova Veneza",4211603,-49.585162,-28.685164,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-28.6525,-49.631944,"original coordinates","original coordinates OK"
"6","Heisteria silvianii",1837394471,-25.2413,-48.6713,"gass84","767bddaa-9e6a-4eb1-bd12-f94a2b39a7d6","f6e2efc9-42a3-47ea-99c6-3eda8d653cc9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:35:24.570+0000","2018-11-24T12:35:24.578+0000",123,"none","PRESERVED_SPECIMEN",7955659,6,7707728,220,934,4924615,3232590,7955659,7955659,"Heisteria silvianii Schwacke","Heisteria silvianii Schwacke","Plantae","Tracheophyta","Santalales","Erythropalaceae","Heisteria","Heisteria silvianii","Heisteria","silvianii","SPECIES","ACCEPTED","2017-09-27T00:00:00",280,0,"Paraná",2017,9,27,"2017-09-27T00:00:00","2018-11-19T18:53:10.000+0000","2018-12-08T03:39:49.950+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","EFC - Herbário Escola de Florestas Curitiba","BRA:UFPR:EFC:0000016385","1362","EFC - Herbário Escola de Florestas Curitiba","Antonina","Fazenda Guaricica, SPVS","pt","EFC",1837394471,"BRA:UFPR:EFC:0000016385","Collection","Völtz, R.R.; et al.","16385","Universidade Federal do Paraná, UFPR","Universidade Federal do Paraná, UFPR","Árvore 8 m, botões verdes a alvo-esverdeados; flores com pétalas alvas; frutos em fase inicial; interior de Floresta Ombrófila Densa Submontana de topo de morro.","Völtz, R.R.","","","","","","",NA,"",NA,NA,"","","","","","","",NA,NA,"","","",NA,NA,"","","","","","","","Antonina","Paraná","brazil",896,"Antonina",4101200,-48.722189,-25.304979,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-25.2413,-48.6713,"original coordinates","original coordinates OK"
"7","Heisteria silvianii",1840924175,-18.231417,-53.3075,"gass84,txmatfuz","ec20771d-5c61-409f-825c-3eea4118c437","658207e3-b01f-4007-b14d-64b13022cd5a","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-27T09:39:32.121+0000","2018-07-04T12:03:59.751+0000",126,"none","PRESERVED_SPECIMEN",7955659,6,7707728,220,934,4924615,3232590,7955659,7955659,"Heisteria silvianii Schwacke","Heisteria silvianii Schwacke","Plantae","Tracheophyta","Santalales","Erythropalaceae","Heisteria","Heisteria silvianii","Heisteria","silvianii","SPECIES","ACCEPTED","2017-10-24T00:00:00",786,0,"Mato Grosso do Sul",2017,10,24,"2017-10-24T00:00:00","2018-06-12T18:41:30.000+0000","2018-12-08T19:50:36.300+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CGMS - Herbário da Fundação Universidade Federal de Mato Grosso do Sul","BRA:UFMS:CGMS:0000066959","34","CGMS - Herbário da Fundação Universidade Federal de Mato Grosso do Sul","Alcinópolis","Parque Estadual das Nascentes do Rio Taquari. Canyons.","pt","CGMS",1840924175,"BRA:UFMS:CGMS:0000066959","Collection","D.M. Pineda","66959","Fundação Universidade Federal de Mato Grosso do Sul (UFMS)","Fundação Universidade Federal de Mato Grosso do Sul (UFMS)","HABITAT:Cerrado stricto sensu.; HABITO:Arbusto. 2,50 m de altura.; FRUTO:Fruto verde com sépalas róseas. Arilo branco.;","","","","","","","",NA,"",NA,NA,"","","","","","","",NA,NA,"","","",NA,NA,"","","","","","","","Alcinópolis","Mato Grosso do Sul","brazil",2768,"Alcinópolis",5000252,-53.749429,-18.209129,"MATO GROSSO DO SUL","MS","Mato Grosso do Sul",-54.84600034,-20.32777902,"Mato Grosso do Sul","ms",-18.231417,-53.3075,"original coordinates","original coordinates outside municipality original in alcinopolis falls in costa rica"
"8","Heisteria silvianii",1801099625,-27.989722,-49.230833,"cdround,gass84","b9a43c60-d2b6-445c-9362-2db65465c963","34e6e625-47cf-4d42-8054-af0c2f1b6e64","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:27.684+0000","2018-10-24T15:38:19.254+0000",121,"none","PRESERVED_SPECIMEN",7955659,6,7707728,220,934,4924615,3232590,7955659,7955659,"Heisteria silvianii Schwacke","Heisteria silvianii Schwacke","Plantae","Tracheophyta","Santalales","Erythropalaceae","Heisteria","Heisteria silvianii","Heisteria","silvianii","SPECIES","ACCEPTED","2017-10-01T00:00:00",588,0,"Santa Catarina",2017,10,1,"2017-10-01T00:00:00","2018-10-11T17:23:57.000+0000","2018-12-08T01:46:26.536+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","FURB - Herbário Dr. Roberto Miguel Klein","BRA:FURB:FURB:0000055923","1123","FURB - Herbário Dr. Roberto Miguel Klein","Santa Rosa de Lima","","pt","FURB",1801099625,"BRA:FURB:FURB:0000055923","Collection","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","55923","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","","Kassner-Filho, A.","","","","","","",NA,"",NA,NA,"","","","","","","",NA,NA,"","","",NA,NA,"","","","","","","","Santa Rosa de Lima","Santa Catarina","brazil",422,"Santa Rosa de Lima",4215604,-49.183032,-28.011515,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-27.989722,-49.230833,"original coordinates","original coordinates OK"
"9","Heisteria silvianii",1837394461,-25.1572,-48.2928,"gass84","767bddaa-9e6a-4eb1-bd12-f94a2b39a7d6","f6e2efc9-42a3-47ea-99c6-3eda8d653cc9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:35:24.594+0000","2018-11-24T12:35:24.598+0000",123,"none","PRESERVED_SPECIMEN",7955659,6,7707728,220,934,4924615,3232590,7955659,7955659,"Heisteria silvianii Schwacke","Heisteria silvianii Schwacke","Plantae","Tracheophyta","Santalales","Erythropalaceae","Heisteria","Heisteria silvianii","Heisteria","silvianii","SPECIES","ACCEPTED","2017-11-04T00:00:00",310,0,"Paraná",2017,11,4,"2017-11-04T00:00:00","2018-11-19T18:53:10.000+0000","2018-12-08T03:39:49.945+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","EFC - Herbário Escola de Florestas Curitiba","BRA:UFPR:EFC:0000016377","1397","EFC - Herbário Escola de Florestas Curitiba","Guaraqueçaba","RPPN Salto Morato","pt","EFC",1837394461,"BRA:UFPR:EFC:0000016377","Collection","Völtz, R.R.","16377","Universidade Federal do Paraná, UFPR","Universidade Federal do Paraná, UFPR","Árvore 16 m, botões florais alvo-esverdeados e flores alvas. No dossel de Floresta Ombrófila Densa Submontana de topo de morro","Völtz, R.R.","","","","","","",NA,"",NA,NA,"","","","","","","",NA,NA,"","","",NA,NA,"","","","","","","","Guaraqueçaba","Paraná","brazil",905,"Guaraqueçaba",4109500,-48.367204,-25.234919,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-25.1572,-48.2928,"original coordinates","original coordinates OK"
"10","Heisteria silvianii",1913570243,-26.533611,-49.041667,"gass84","52b78a58-c84a-4370-bb14-b27a007d5da6","7cf67ac2-f2f2-42bd-92e4-c2eac0b21039","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:08.330+0000","2018-09-24T16:36:23.616+0000",128,"none","PRESERVED_SPECIMEN",7955659,6,7707728,220,934,4924615,3232590,7955659,7955659,"Heisteria silvianii Schwacke","Heisteria silvianii Schwacke","Plantae","Tracheophyta","Santalales","Erythropalaceae","Heisteria","Heisteria silvianii","Heisteria","silvianii","SPECIES","ACCEPTED","2017-11-23T00:00:00",553,0,"Santa Catarina",2017,11,23,"2017-11-23T00:00:00","2018-08-24T14:49:30.000+0000","2018-12-10T13:35:41.270+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUCS - Herbário da Universidade de Caxias do Sul","BRA:UCS:HUCS:0000048178","1576","HUCS - Herbário da Universidade de Caxias do Sul","Guaramirim","Jaqua-açu","pt","HUCS",1913570243,"BRA:UCS:HUCS:0000048178","Collection","Kassner-Filho, A.","48178","UCS","Universidade de Caxias do Sul (UCS)","FURB 56146; Interior do fragmento. Árvore, fruto maduro","Kassner-Filho, A.","","","","","","",NA,"",NA,NA,"","","","","","","",NA,NA,"","","",NA,NA,"","","","","","","","Guaramirim","Santa Catarina","brazil",765,"Guaramirim",4206504,-48.944598,-26.476354,"SANTA CATARINA","SC","Santa Catarina",-50.48226937,-27.24592878,"Santa Catarina","sc",-26.533611,-49.041667,"original coordinates","original coordinates OK"
