"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","otherCatalogNumbers","institutionCode","fieldNotes","occurrenceRemarks","identifiedBy","elevationAccuracy","continent","language","ownerInstitutionCode","references","habitat","institutionID","county","preparations","identificationRemarks","verbatimElevation","nomenclaturalCode","verbatimEventDate","endDayOfYear","startDayOfYear","collectionID","georeferenceSources","individualCount","higherGeography","organismID","datasetID","accessRights","higherClassification","coordinateUncertaintyInMeters","georeferenceProtocol","fieldNumber","rights","typeStatus","dynamicProperties","typifiedName","infraspecificEpithet","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Ilex conocarpa",1500099947,-20.260556,-46.409722,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:36:58.747+0000","2018-09-24T19:58:40.985+0000",207,"none","PRESERVED_SPECIMEN",7315846,6,7707728,220,7226638,6716,3169013,7315846,7315846,"Ilex conocarpa Reissek","Ilex conocarpa Reissek","Plantae","Tracheophyta","Aquifoliales","Aquifoliaceae","Ilex","Ilex conocarpa","Ilex","conocarpa","SPECIES","ACCEPTED","none",1217,"Minas Gerais",2016,10,29,"2016-10-29T00:00:00","2017-10-15T12:38:18.321+0000","2018-12-08T21:23:43.929+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1310549","2326","RB - Rio de Janeiro Botanical Garden Herbarium Collection","São Roque de Minas","Parque Nacional da Serra do Canastra. Entrada pela Portaria 2, bem atrás da portaria de acesso ao Parque","RB",1500099947,"urn:catalog:JBRJ:RB:1310549","PhysicalObject","M. Groppo; J.R. Barosela; C. Ferreira; L.F. Afonso; A.P. Cipriano; B.B. Campos; K.S. Nishikawa; W.F. Oliveira-Neto","RB01310549","RB 692063","JBRJ","Cerrado de encosta","Arvoreta ca. 2,5 m de altura. Frutos verdes","M. Groppo",NA,"","","","","","","","","","","","",NA,NA,"","",NA,"",NA,"","","",NA,"",NA,"","","","","","São Roque de Minas","Minas Gerais","brazil",2364,"São Roque de Minas",3164308,-46.514312,-20.187189,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-20.260556,-46.409722,"original coordinates","original coordinates OK"
"2","Ilex conocarpa",1801097558,-18.4175,-43.811944,"gass84","eb63cc46-126f-43b2-9c3e-0f03a97e0638","60f97f47-cd0d-4ff5-b0c0-c98495bf430a","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:40:03.683+0000","2017-12-29T14:08:07.067+0000",136,"none","PRESERVED_SPECIMEN",7315846,6,7707728,220,7226638,6716,3169013,7315846,7315846,"Ilex conocarpa Reissek","Ilex conocarpa Reissek","Plantae","Tracheophyta","Aquifoliales","Aquifoliaceae","Ilex","Ilex conocarpa","Ilex","conocarpa","SPECIES","ACCEPTED","2017-04-01T00:00:00",1065,"Minas Gerais",2016,11,30,"2016-11-30T00:00:00","2017-12-15T12:55:15.000+0000","2018-12-08T01:46:24.701+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HDJF - Herbário Dendrológico Jeanine Felfili","BRA:UFVJM:HDJF:0000005188","182","HDJF - Herbário Dendrológico Jeanine Felfili","Gouveia","Voçoroca na margem da estrada para o distrito de Cuiabá","HDJF",1801097558,"BRA:UFVJM:HDJF:0000005188","Collection","Custodio, ST; França, L; Santos, A","5188","","Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","","Árvore, estéril; Ambiente interno da voçoroca","Otoni, TJO",0,"SOUTH_AMERICA","pt","Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)","","","","","","","","","",NA,NA,"","",NA,"",NA,"","","",NA,"",NA,"","","","","","Gouveia","Minas Gerais","brazil",2712,"Gouveia",3127602,-43.834033,-18.523648,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-18.4175,-43.811944,"original coordinates","original coordinates OK"
"3","Ilex conocarpa",1090965328,-21.728389,-44.961889,"gass84","5bad80c7-8b9e-448a-84fe-df70288f16ac","d07d294b-8ae1-48ab-94e2-f7caae47707d","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:26.945+0000","2018-11-23T15:39:26.960+0000",129,"none","PRESERVED_SPECIMEN",7315846,6,7707728,220,7226638,6716,3169013,7315846,7315846,"Ilex conocarpa Reissek","Ilex conocarpa Reissek","Plantae","Tracheophyta","Aquifoliales","Aquifoliaceae","Ilex","Ilex conocarpa","Ilex","conocarpa","SPECIES","ACCEPTED","2015-03-01T00:00:00",1020,"Minas Gerais",2015,2,5,"2015-02-05T00:00:00","2018-10-24T18:05:33.000+0000","2018-12-09T06:15:35.419+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUSC - Herbário Unisanta","BRA:UNISANTA:HUSC:0000008932","975","HUSC - Herbário Unisanta","São Thomé das Letras","Vale do Canta Galo, próximo a cachoeira das panelas. Solo com afloramentos rochosos, APA São Thomé.","HUSC",1090965328,"BRA:UNISANTA:HUSC:0000008932","Collection","Sampaio, P.S.P.; Sampaio, A.F.P.","8932","","UNISANTA","","Arbusto com 1,5m de altura, frutos verdes imaturos.; cerrado rupestre","P.S.P. Sampaio",0,"","pt","Universidade Santa Cecília (UNISANTA)","","","","","","","","","",NA,NA,"","",NA,"",NA,"","","",NA,"",NA,"","","","","","São Thomé das Letras","Minas Gerais","brazil",1801,"São Thomé das Letras",3165206,-44.964472,-21.733926,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-21.728389,-44.961889,"original coordinates","original coordinates OK"
"4","Ilex conocarpa",1316181611,-20.275833,-43.376944,"gass84,preneglat,preneglon","fd99455d-f6e9-4421-930a-5d8e23ac8895","9ac2b49d-da08-49a7-a7ae-c2a0460fcf96","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:19:51.021+0000","2018-01-05T18:24:13.968+0000",137,"none","PRESERVED_SPECIMEN",7315846,6,7707728,220,7226638,6716,3169013,7315846,7315846,"Ilex conocarpa Reissek","Ilex conocarpa Reissek","Plantae","Tracheophyta","Aquifoliales","Aquifoliaceae","Ilex","Ilex conocarpa","Ilex","conocarpa","SPECIES","ACCEPTED","none",770,"Minas Gerais",2015,7,29,"2015-07-29T00:00:00","2016-09-19T18:42:35.000+0000","2018-12-09T14:26:06.135+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BHZB - Herbário do Jardim Botânico da Fundação Zoo-Botânica de Belo Horizonte","BRA:FZB-BH:BHZB:0000011460","5209","BHZB - Herbário do Jardim Botânico da Fundação Zoo-Botânica de Belo Horizonte","Mariana","Região do distrito de Camargos","BHZB",1316181611,"BRA:FZB-BH:BHZB:0000011460","Collection","Rezende, S.G.","11460","","FZB-BH","","; Habitat: Floresta Estacional Semidecidual; Bioma: Mata Atlântica","",0,"","pt","Fundação Zoo-Botânica de Belo Horizonte (FZB-BH)","","","","","","","","","",NA,NA,"","",NA,"",NA,"","","",NA,"",NA,"","","","","","Mariana","Minas Gerais","brazil",2315,"Mariana",3140001,-43.332093,-20.329725,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-20.275833,-43.376944,"original coordinates","original coordinates OK"
"5","Ilex conocarpa",1424399516,-20.233611,-44.465,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:42:00.841+0000","2018-09-24T20:03:13.458+0000",207,"none","PRESERVED_SPECIMEN",7315846,6,7707728,220,7226638,6716,3169013,7315846,7315846,"Ilex conocarpa Reissek","Ilex conocarpa Reissek","Plantae","Tracheophyta","Aquifoliales","Aquifoliaceae","Ilex","Ilex conocarpa","Ilex","conocarpa","SPECIES","ACCEPTED","none",NA,"Minas Gerais",2011,11,15,"2011-11-15T00:00:00","2014-07-07T22:52:25.293+0000","2018-12-06T17:00:01.929+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:695385","562","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Itatiaiuçu","Parcela P7 dos estudos para o EIA do Complexo Serra Azul.","RB",1424399516,"urn:catalog:JBRJ:RB:695385","PhysicalObject","E.M.Saddi; João Henrique Martins, Roni Chaves & Kleber Silva","RB00695385","RB 538219","JBRJ","","Árvore de aproximadamente 5m de altura. Frutos verdes.","E.M.Saddi",NA,"","","","","","","","","","","","",NA,NA,"","",NA,"",NA,"","","",NA,"",NA,"","","","","","Itatiaiuçu","Minas Gerais","brazil",2356,"Itatiaiuçu",3133709,-44.453685,-20.209601,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-20.233611,-44.465,"original coordinates","original coordinates OK"
"6","Ilex conocarpa",1213577821,-15.875281,-47.846761,"gass84","d82d5a18-0428-4e52-be16-f509153e8126","e97090cb-7731-41c7-ac24-31a841730654","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:18:43.188+0000","2018-01-05T18:34:23.060+0000",114,"none","PRESERVED_SPECIMEN",7315846,6,7707728,220,7226638,6716,3169013,7315846,7315846,"Ilex conocarpa Reissek","Ilex conocarpa Reissek","Plantae","Tracheophyta","Aquifoliales","Aquifoliaceae","Ilex","Ilex conocarpa","Ilex","conocarpa","SPECIES","ACCEPTED","2009-03-27T00:00:00",9999,"Distrito Federal",2009,3,27,"2009-03-27T00:00:00","","2018-07-08T01:34:04.776+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UB - Herbário da Universidade de Brasília","BRA:UnB:UB:0000121189","88","UB - Herbário da Universidade de Brasília","Brasília","Jardim Botânico de Brasília","UB",1213577821,"BRA:UnB:UB:0000121189","Collection","Kuhlmann, MP","121189","","UnB","","Foto em www.frutosatrativosdocerrado.bio.br; Arvoreta 2,5m. Fruto roxo. Zoocórico; Mata de Galeria.","Proença, CEB",0,"SOUTH_AMERICA","pt","Universidade de Brasília (UnB)","","","","","","","","","",NA,NA,"","",NA,"",NA,"","","",NA,"",NA,"","","","","","Brasília","Distrito Federal","brazil",3101,"Brasília",5300108,-47.797394,-15.780212,"DISTRITO FEDERAL","DF","Distrito Federal",-47.79774208,-15.78050687,"Distrito Federal","df",-15.875281,-47.846761,"original coordinates","original coordinates OK"
"7","Ilex conocarpa",1087183272,-20.154722,-43.514722,"gass84","fd99455d-f6e9-4421-930a-5d8e23ac8895","9ac2b49d-da08-49a7-a7ae-c2a0460fcf96","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:19:48.747+0000","2018-01-05T18:24:12.515+0000",137,"none","PRESERVED_SPECIMEN",7315846,6,7707728,220,7226638,6716,3169013,7315846,7315846,"Ilex conocarpa Reissek","Ilex conocarpa Reissek","Plantae","Tracheophyta","Aquifoliales","Aquifoliaceae","Ilex","Ilex conocarpa","Ilex","conocarpa","SPECIES","ACCEPTED","none",1180,"Minas Gerais",2009,10,16,"2009-10-16T00:00:00","2016-09-19T18:42:35.000+0000","2018-12-08T13:03:11.675+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BHZB - Herbário do Jardim Botânico da Fundação Zoo-Botânica de Belo Horizonte","BRA:FZB-BH:BHZB:0000008387","3745","BHZB - Herbário do Jardim Botânico da Fundação Zoo-Botânica de Belo Horizonte","Mariana","Mina Samarco - Norte de Alegria 1 e 6","BHZB",1087183272,"BRA:FZB-BH:BHZB:0000008387","Collection","Rezende, S.G et al.","8387","","FZB-BH","","; Habitat: Campo rupestre; Bioma: Cerrado","",0,"","pt","Fundação Zoo-Botânica de Belo Horizonte (FZB-BH)","","","","","","","","","",NA,NA,"","",NA,"",NA,"","","",NA,"",NA,"","","","","","Mariana","Minas Gerais","brazil",2315,"Mariana",3140001,-43.332093,-20.329725,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-20.154722,-43.514722,"original coordinates","original coordinates OK"
"8","Ilex conocarpa",1213566301,-15.85,-47.816667,"gass84","d82d5a18-0428-4e52-be16-f509153e8126","e97090cb-7731-41c7-ac24-31a841730654","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:18:36.345+0000","2018-01-05T18:34:17.920+0000",114,"none","PRESERVED_SPECIMEN",7315846,6,7707728,220,7226638,6716,3169013,7315846,7315846,"Ilex conocarpa Reissek","Ilex conocarpa Reissek","Plantae","Tracheophyta","Aquifoliales","Aquifoliaceae","Ilex","Ilex conocarpa","Ilex","conocarpa","SPECIES","ACCEPTED","2008-08-27T00:00:00",9999,"Distrito Federal",2008,8,13,"2008-08-13T00:00:00","","2018-07-08T01:34:04.781+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UB - Herbário da Universidade de Brasília","BRA:UnB:UB:0000109667","571","UB - Herbário da Universidade de Brasília","Brasília","ARIE do Cerradão, ARIE do Cerradão","UB",1213566301,"BRA:UnB:UB:0000109667","Collection","Silva, JS; Alves, MM","109667","","UnB","","Botões florais verdes; Árvore; Cerradão. Solo: Solo distrófico.","Silva, JS",0,"SOUTH_AMERICA","pt","Universidade de Brasília (UnB)","","","","","","","","","",NA,NA,"","",NA,"",NA,"","","",NA,"",NA,"","","","","","Brasília","Distrito Federal","brazil",3101,"Brasília",5300108,-47.797394,-15.780212,"DISTRITO FEDERAL","DF","Distrito Federal",-47.79774208,-15.78050687,"Distrito Federal","df",-15.85,-47.816667,"original coordinates","original coordinates OK"
"9","Ilex conocarpa",1135918832,-19.006111,-43.755556,"gass84","cbf8c968-37d6-45be-bf5c-e22914a384dc","a88bec5c-1cbf-47a2-8c3e-6081804d80a5","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:21:24.235+0000","2018-01-05T16:39:39.699+0000",81,"none","PRESERVED_SPECIMEN",7315846,6,7707728,220,7226638,6716,3169013,7315846,7315846,"Ilex conocarpa Reissek","Ilex conocarpa Reissek","Plantae","Tracheophyta","Aquifoliales","Aquifoliaceae","Ilex","Ilex conocarpa","Ilex","conocarpa","SPECIES","ACCEPTED","2007-01-01T00:00:00",680,"Minas Gerais",2007,2,17,"2007-02-17T00:00:00","2015-08-18T19:18:51.000+0000","2018-12-06T21:48:12.075+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz","BRA:ESALQ:ESA:0ESA097694","32592","ESA - Herbário da Escola Superior de Agricultura Luiz de Queiroz","Santana do Pirapama.","Serra do Cipó (Serra da Lapa). Distrito de São José da Cachoeira. Trilha da Captação da Fazenda Toucan Cipó. Campo rupestre com afloramentos e árvores esparsas. 680 m.s.m.","ESA",1135918832,"BRA:ESALQ:ESA:0ESA097694","Collection","Souza, V.C.; Zappi, D.C.; Hind, D.J.N.; Paula-Souza, J.; Jennings, L.; Romão, G.O.; Rando, J.G.; Ferreira, M.A.P.; Miranda, E.","ESA097694","","Escola Superior de Agricultura Luiz de Queiroz, ESALQ","","","Groppo Jr., M.",0,"","pt","Escola Superior de Agricultura Luiz de Queiroz, ESALQ","","","","","","","","","",NA,NA,"","",NA,"",NA,"","","",NA,"",NA,"","","","","","Santana do Pirapama.","Minas Gerais","brazil",NA,"",NA,NA,NA,"","","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-19.006111,-43.755556,"original coordinates","original coordinates outside municipality original in santana do pirapama. falls in santana de pirapama"
"10","Ilex conocarpa",1272062881,-15.85,-47.816667,"gass84","fce21d43-c0c7-4d1f-b6d2-fc048f053456","22524448-c309-474f-8f07-d576a021868c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:16:05.802+0000","2018-09-10T18:28:49.185+0000",135,"none","PRESERVED_SPECIMEN",7315846,6,7707728,220,7226638,6716,3169013,7315846,7315846,"Ilex conocarpa Reissek","Ilex conocarpa Reissek","Plantae","Tracheophyta","Aquifoliales","Aquifoliaceae","Ilex","Ilex conocarpa","Ilex","conocarpa","SPECIES","ACCEPTED","none",NA,"Distrito Federal",2007,9,11,"2007-09-11T00:00:00","2018-08-17T14:51:00.000+0000","2018-12-07T13:04:19.956+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HEPH - Herbário Ezechias Paulo Heringer","BRA:JBB:HEPH:0000028580","7","HEPH - Herbário Ezechias Paulo Heringer","Brasília","ARIE do Cerradão, ARIE do Cerradão","HEPH",1272062881,"BRA:JBB:HEPH:0000028580","Collection","Silvestre Silva, J","28580","","Jardim Botânico de Brasília (JBB)","","Árvore 4m. Flor amarela; Cerradão. Solo: Solo distrófico.","Silvestre Silva, J",NA,"SOUTH_AMERICA","pt","Jardim Botânico de Brasília (JBB)","","","","","","","","","",NA,NA,"","",NA,"",NA,"","","",NA,"",NA,"","","","","","Brasília","Distrito Federal","brazil",3101,"Brasília",5300108,-47.797394,-15.780212,"DISTRITO FEDERAL","DF","Distrito Federal",-47.79774208,-15.78050687,"Distrito Federal","df",-15.85,-47.816667,"original coordinates","original coordinates OK"
