"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","continent","stateProvince.original","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","modified","individualCount","preparations","otherCatalogNumbers","fieldNotes","references","institutionID","county","collectionID","rights","identificationQualifier","nomenclaturalCode","verbatimEventDate","endDayOfYear","startDayOfYear","verbatimElevation","habitat","coordinateUncertaintyInMeters","georeferenceSources","higherGeography","georeferenceProtocol","eventRemarks","higherClassification","nomenclaturalStatus","taxonID","bibliographicCitation","organismQuantity","organismQuantityType","locationRemarks","verbatimTaxonRank","vernacularName","georeferencedDate","acceptedNameUsage","georeferencedBy","georeferenceRemarks","verbatimLocality","previousIdentifications","identificationID","fieldNumber","organismID","datasetID","accessRights","eventID","dynamicProperties","higherGeographyID","locationID","identificationRemarks","infraspecificEpithet","coordinatePrecision","typeStatus","typifiedName","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"87","Emmotum nitens",1587325545,-15.748611,-47.585555,"gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-23T18:21:08.573+0000","2018-11-23T18:21:39.431+0000",127,"none","PRESERVED_SPECIMEN",7314425,6,7707728,220,7223732,2513,7314422,7314425,7314425,"Emmotum nitens Miers","Emmotum nitens Miers","Plantae","Tracheophyta","Icacinales","Icacinaceae","Emmotum","Emmotum nitens","Emmotum","nitens","SPECIES","ACCEPTED","none",NA,NA,"","Distrito Federal",2013,10,2,"2013-10-02T00:00:00","2018-11-23T18:22:55.963+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000094012","1269","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRASILIA","Planaltina. Sítio do Sr. Cupertino.","pt","CEN",1587325545,"BRA:Cenargen:CEN:0000094012","Collection","Araci Molnar Alonso","94012","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Parcela em recuperação. Material coletado: Ramo com fruto. Doação da Embrapa Cerrados.","","",1,"Exsicatas","","","","","","","","","","",NA,NA,"","",NA,"","","","","","",NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,"","",NA,"","","","",NA,"","","",NA,"","","BRASILIA","Distrito Federal","brazil",3101,"Brasília",5300108,-47.797394,-15.780212,"DISTRITO FEDERAL","DF","Distrito Federal",-47.79774208,-15.78050687,"Distrito Federal","df",-15.748611,-47.585555,"original coordinates","original coordinates OK"
"88","Emmotum nitens",1087724574,-9.110833,-45.929722,"gass84","d71abe29-0cc7-451c-9eaf-42514a361885","1d7b2ad8-96e2-48e6-b6b1-b589b1025261","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-24T12:23:17.011+0000","2018-12-24T12:23:17.969+0000",132,"none","PRESERVED_SPECIMEN",7314425,6,7707728,220,7223732,2513,7314422,7314425,7314425,"Emmotum nitens Miers","Emmotum nitens Miers","Plantae","Tracheophyta","Icacinales","Icacinaceae","Emmotum","Emmotum nitens","Emmotum","nitens","SPECIES","ACCEPTED","none",282,0,"","Maranhão",2013,10,11,"2013-10-11T00:00:00","2018-12-24T12:23:18.224+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SLUI - Herbário Rosa Mochel","BRA:UEMA:SLUI:0000004141","428","SLUI - Herbário Rosa Mochel","Alto Parnaíba","","pt","SLUI",1087724574,"BRA:UEMA:SLUI:0000004141","Collection","P.M. Santos","4141","UEMA","Universidade Estadual do Maranhão (UEMA)","","","2018-12-11T18:28:51.000+0000",NA,"","","","","","","","","","","",NA,NA,"","",NA,"","","","","","",NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,"","",NA,"","","","",NA,"","","",NA,"","","Alto Parnaíba","Maranhão","brazil",3999,"Alto Parnaíba",2100501,-46.212805,-9.509477,"MARANHAO","MA","Maranhão",-45.28117854,-5.05609075,"Maranhão","ma",-9.110833,-45.929722,"original coordinates","original coordinates OK"
"89","Emmotum nitens",1090754987,-19.6975,-55.331111,"gass84","ec20771d-5c61-409f-825c-3eea4118c437","658207e3-b01f-4007-b14d-64b13022cd5a","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-27T09:39:24.601+0000","2018-07-04T12:03:50.967+0000",126,"none","PRESERVED_SPECIMEN",7314425,6,7707728,220,7223732,2513,7314422,7314425,7314425,"Emmotum nitens Miers","Emmotum nitens Miers","Plantae","Tracheophyta","Icacinales","Icacinaceae","Emmotum","Emmotum nitens","Emmotum","nitens","SPECIES","ACCEPTED","2013-10-18T00:00:00",594,0,"","Mato Grosso do Sul",2013,10,1,"2013-10-01T00:00:00","2018-12-08T04:44:39.835+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CGMS - Herbário da Fundação Universidade Federal de Mato Grosso do Sul","BRA:UFMS:CGMS:0000040838","2","CGMS - Herbário da Fundação Universidade Federal de Mato Grosso do Sul","Corguinho","Distrito de Taboco. Fazenda Colorado. Serra de Maracaju, borda leste do Pantanal.","pt","CGMS",1090754987,"BRA:UFMS:CGMS:0000040838","Collection","R.C. Rivaben","40838","Fundação Universidade Federal de Mato Grosso do Sul (UFMS)","Fundação Universidade Federal de Mato Grosso do Sul (UFMS)","Caule liso.Face abaxial da folha dourada brilhosa.HABITAT:Cerrado. Cerrado rupestre com afloramento rochoso. Solo arenoso com afloramentos de arenito friável. Relevo morro.; HABITO:Árvore. 5,00m de altura.; FRUTO:Fruto verde imaturo.;","H.C. Vinci-Carlos; V.J. Pott","2018-06-12T18:33:46.000+0000",NA,"","","","","","","","","","","",NA,NA,"","",NA,"","","","","","",NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,"","",NA,"","","","",NA,"","","",NA,"","","Corguinho","Mato Grosso do Sul","brazil",2472,"Corguinho",5003108,-55.058595,-19.807164,"MATO GROSSO DO SUL","MS","Mato Grosso do Sul",-54.84600034,-20.32777902,"Mato Grosso do Sul","ms",-19.6975,-55.331111,"original coordinates","original coordinates outside municipality original in corguinho falls in aquidauana"
"90","Emmotum nitens",1587325574,-15.748611,-47.585555,"gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-23T18:21:08.550+0000","2018-11-23T18:21:39.433+0000",127,"none","PRESERVED_SPECIMEN",7314425,6,7707728,220,7223732,2513,7314422,7314425,7314425,"Emmotum nitens Miers","Emmotum nitens Miers","Plantae","Tracheophyta","Icacinales","Icacinaceae","Emmotum","Emmotum nitens","Emmotum","nitens","SPECIES","ACCEPTED","none",NA,NA,"","Distrito Federal",2013,11,5,"2013-11-05T00:00:00","2018-11-23T18:22:56.000+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000094080","1337","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRASILIA","Planaltina. Sítio do Sr. Cupertino.","pt","CEN",1587325574,"BRA:Cenargen:CEN:0000094080","Collection","Araci Molnar Alonso","94080","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Material coletado: Ramo com frutos. Doação da Embrapa Cerrados.","A. M. Alonso","",1,"Exsicatas","","","","","","","","","","",NA,NA,"","",NA,"","","","","","",NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,"","",NA,"","","","",NA,"","","",NA,"","","BRASILIA","Distrito Federal","brazil",3101,"Brasília",5300108,-47.797394,-15.780212,"DISTRITO FEDERAL","DF","Distrito Federal",-47.79774208,-15.78050687,"Distrito Federal","df",-15.748611,-47.585555,"original coordinates","original coordinates OK"
"91","Emmotum nitens",1424498553,-13.916944,-39.462222,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:42:58.829+0000","2018-09-24T20:04:11.328+0000",207,"none","PRESERVED_SPECIMEN",7314425,6,7707728,220,7223732,2513,7314422,7314425,7314425,"Emmotum nitens Miers","Emmotum nitens Miers","Plantae","Tracheophyta","Icacinales","Icacinaceae","Emmotum","Emmotum nitens","Emmotum","nitens","SPECIES","ACCEPTED","2015-06-29T00:00:00",521,NA,"","Bahia",2013,11,29,"2013-11-29T00:00:00","2018-12-06T17:01:00.935+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:910771","3530","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Ibirapitanga","Serra do Papua, APA do Pratigi, Caminho principal para a sede da AGIR, borda de mata.","","RB",1424498553,"urn:catalog:JBRJ:RB:910771","PhysicalObject","L.Y.S. Aona; I.R. Costa; A.L. Haigh; E. Lucas","RB00910771","JBRJ","","Árvore, cerca de 10m, flores brancas, com a face interna salmão, perfume suave","C. FARNEY","2017-10-14T03:53:09.562+0000",NA,"","RB 613358","Floresta ombrófila densa (mata atlântica) perturbada, beira da estrada","","","","","","","","",NA,NA,"","",NA,"","","","","","",NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,"","",NA,"","","","",NA,"","","",NA,"","","Ibirapitanga","Bahia","brazil",3339,"Ibirapitanga",2912707,-39.430695,-14.061146,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.916944,-39.462222,"original coordinates","original coordinates OK"
"92","Emmotum nitens",1094917398,-12.993333,-41.390278,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-14T17:02:21.275+0000","2018-09-10T18:27:33.688+0000",129,"none","PRESERVED_SPECIMEN",7314425,6,7707728,220,7223732,2513,7314422,7314425,7314425,"Emmotum nitens Miers","Emmotum nitens Miers","Plantae","Tracheophyta","Icacinales","Icacinaceae","Emmotum","Emmotum nitens","Emmotum","nitens","SPECIES","ACCEPTED","none",975,0,"","Bahia",2013,11,2,"2013-11-02T00:00:00","2018-09-10T18:28:00.974+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000200796","12295","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Mucugê","Rio Paraguaçu, próximo AABB.","pt","HUEFS",1094917398,"BRA:UEFS:HUEFS:0000200796","Collection","Melo, E.","200796","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Mata Ciliar e Cerrado adjacente ao Rio Paraguaçu.","","",NA,"","","","","","","","","","","",NA,NA,"","",NA,"","","","","","",NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,"","",NA,"","","","",NA,"","","",NA,"","","Mucugê","Bahia","brazil",3451,"Mucugê",2921906,-41.469352,-13.061639,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.993333,-41.390278,"original coordinates","original coordinates OK"
"93","Emmotum nitens",1213671351,-13.61225,-46.289667,"gass84","d82d5a18-0428-4e52-be16-f509153e8126","e97090cb-7731-41c7-ac24-31a841730654","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-14T17:02:14.164+0000","2018-08-03T19:56:16.134+0000",119,"none","PRESERVED_SPECIMEN",7314425,6,7707728,220,7223732,2513,7314422,7314425,7314425,"Emmotum nitens Miers","Emmotum nitens Miers","Plantae","Tracheophyta","Icacinales","Icacinaceae","Emmotum","Emmotum nitens","Emmotum","nitens","SPECIES","ACCEPTED","none",9999,0,"SOUTH_AMERICA","Goiás",2013,11,3,"2013-11-03T00:00:00","2018-08-03T19:56:16.146+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UB - Herbário da Universidade de Brasília","BRA:UnB:UB:0000215240","7423","UB - Herbário da Universidade de Brasília","São Domingos","Parque Estadual de Terra Ronca","pt","UB",1213671351,"BRA:UnB:UB:0000215240","Collection","Munhoz, CBR; Silva, N; Moreira, TB; Silvestre, LFV; Chaves, DA; Furtado, MTR; Nogueira, JS","215240","UnB","Universidade de Brasília (UnB)","Subarbusto, 50 cm; Cerrado sensu stricto","","",NA,"","","","","","","","","","","",NA,NA,"","",NA,"","","","","","",NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,"","",NA,"","","","",NA,"","","",NA,"","","São Domingos","Goiás","brazil",3399,"São Domingos",5219803,-46.486593,-13.536781,"GOIAS","GO","Goiás",-49.62349059,-16.04162242,"Goiás","go",-13.61225,-46.289667,"original coordinates","original coordinates OK"
"94","Emmotum nitens",1587325736,-15.748611,-47.585555,"gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-23T18:21:08.583+0000","2018-11-23T18:21:39.552+0000",127,"none","PRESERVED_SPECIMEN",7314425,6,7707728,220,7223732,2513,7314422,7314425,7314425,"Emmotum nitens Miers","Emmotum nitens Miers","Plantae","Tracheophyta","Icacinales","Icacinaceae","Emmotum","Emmotum nitens","Emmotum","nitens","SPECIES","ACCEPTED","none",NA,NA,"","Distrito Federal",2013,11,5,"2013-11-05T00:00:00","2018-11-23T18:22:56.148+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000094207","1355","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRASILIA","Planaltina. Sítio do Sr. Cupertino.","pt","CEN",1587325736,"BRA:Cenargen:CEN:0000094207","Collection","Araci Molnar Alonso","94207","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Material coletado: Ramo com frutos. Doação da Embrapa Cerrados.","","",1,"Exsicatas","","","","","","","","","","",NA,NA,"","",NA,"","","","","","",NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,"","",NA,"","","","",NA,"","","",NA,"","","BRASILIA","Distrito Federal","brazil",3101,"Brasília",5300108,-47.797394,-15.780212,"DISTRITO FEDERAL","DF","Distrito Federal",-47.79774208,-15.78050687,"Distrito Federal","df",-15.748611,-47.585555,"original coordinates","original coordinates OK"
"95","Emmotum nitens",1587325677,-15.748611,-47.585555,"gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-23T18:21:08.544+0000","2018-11-23T18:21:39.461+0000",127,"none","PRESERVED_SPECIMEN",7314425,6,7707728,220,7223732,2513,7314422,7314425,7314425,"Emmotum nitens Miers","Emmotum nitens Miers","Plantae","Tracheophyta","Icacinales","Icacinaceae","Emmotum","Emmotum nitens","Emmotum","nitens","SPECIES","ACCEPTED","none",NA,NA,"","Distrito Federal",2013,12,4,"2013-12-04T00:00:00","2018-11-23T18:22:56.010+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000094157","1416","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRASILIA","Planaltina. Sítio do Sr. Cupertino.","pt","CEN",1587325677,"BRA:Cenargen:CEN:0000094157","Collection","Araci Molnar Alonso","94157","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Parcela em recuperação. Material coletado: Ramo com frutos. Doação da Embrapa Cerrados.","A. M. Alonso","",1,"Exsicatas","","","","","","","","","","",NA,NA,"","",NA,"","","","","","",NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,"","",NA,"","","","",NA,"","","",NA,"","","BRASILIA","Distrito Federal","brazil",3101,"Brasília",5300108,-47.797394,-15.780212,"DISTRITO FEDERAL","DF","Distrito Federal",-47.79774208,-15.78050687,"Distrito Federal","df",-15.748611,-47.585555,"original coordinates","original coordinates OK"
"96","Emmotum nitens",1095261241,-15.950555,-48.123611,"gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-23T18:21:07.270+0000","2018-11-23T18:21:35.467+0000",127,"none","PRESERVED_SPECIMEN",7314425,6,7707728,220,7223732,2513,7314422,7314425,7314425,"Emmotum nitens Miers","Emmotum nitens Miers","Plantae","Tracheophyta","Icacinales","Icacinaceae","Emmotum","Emmotum nitens","Emmotum","nitens","SPECIES","ACCEPTED","none",NA,NA,"","Distrito Federal",2012,1,2,"2012-01-02T00:00:00","2018-11-23T18:22:50.548+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000086216","10","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRASILIA","Gama - Embrapa CTZL","pt","CEN",1095261241,"BRA:Cenargen:CEN:0000086216","Collection","Alba Cordeiro","86216","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Ramo com flor. Doação","","",1,"Exsicatas","","","","","","","","","","",NA,NA,"","",NA,"","","","","","",NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,"","",NA,"","","","",NA,"","","",NA,"","","BRASILIA","Distrito Federal","brazil",3101,"Brasília",5300108,-47.797394,-15.780212,"DISTRITO FEDERAL","DF","Distrito Federal",-47.79774208,-15.78050687,"Distrito Federal","df",-15.950555,-48.123611,"original coordinates","original coordinates OK"
"97","Emmotum nitens",1090886370,-18.695278,-39.794722,"gass84","4d0fa690-1551-46f0-9a22-acfec0e00dd0","503e9b26-09b5-4c40-b42a-bb476319a8ad","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-14T17:00:33.097+0000","2018-12-14T17:00:33.377+0000",147,"none","PRESERVED_SPECIMEN",7314425,6,7707728,220,7223732,2513,7314422,7314425,7314425,"Emmotum nitens Miers","Emmotum nitens Miers","Plantae","Tracheophyta","Icacinales","Icacinaceae","Emmotum","Emmotum nitens","Emmotum","nitens","SPECIES","ACCEPTED","2012-12-03T00:00:00",20,0,"","Espírito Santo",2012,1,3,"2012-01-03T00:00:00","2018-12-14T17:00:39.573+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","VIES - Herbário Central da Universidade Federal do Espírito Santo VIES","BRA:UFES:VIES:0000032985","2855","VIES - Herbário Central da Universidade Federal do Espírito Santo VIES","Conceição da Barra","APA de Conceição da Barra.","pt","VIES",1090886370,"BRA:UFES:VIES:0000032985","Collection","Assis, A.M.; Cipriano, R. & Coutinho, H.","32985","UFES","Universidade Federal do Espírito Santo, UFES","","Assis, A.M.","2018-12-12T12:02:32.000+0000",NA,"","","","","","","","","","","",NA,NA,"","",NA,"","","","","","",NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,"","",NA,"","","","",NA,"","","",NA,"","","Conceição da Barra","Espírito Santo","brazil",2736,"Conceição da Barra",3201605,-39.832833,-18.445026,"ESPIRITO SANTO","ES","Espírito Santo",-40.6681057,-19.57475617,"Espírito Santo","es",-18.695278,-39.794722,"original coordinates","original coordinates OK"
"98","Emmotum nitens",1094896428,-7.186944,-47.423056,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-14T17:02:15.986+0000","2018-09-10T18:27:23.201+0000",129,"none","PRESERVED_SPECIMEN",7314425,6,7707728,220,7223732,2513,7314422,7314425,7314425,"Emmotum nitens Miers","Emmotum nitens Miers","Plantae","Tracheophyta","Icacinales","Icacinaceae","Emmotum","Emmotum nitens","Emmotum","nitens","SPECIES","ACCEPTED","none",323,27,"","Maranhão",2012,1,29,"2012-01-29T00:00:00","2018-09-10T18:27:48.280+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000179370","56593","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Carolina","20 km da cidade na estrada para Estreito. Portal da Chapada.","pt","HUEFS",1094896428,"BRA:UEFS:HUEFS:0000179370","Collection","Harley, R.M.","179370","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Área de cerrado e paredões de arenito.","","",NA,"","","","","","","","","","","",NA,NA,"","",NA,"","","","","","",NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,"","",NA,"","","","",NA,"","","",NA,"","","Carolina","Maranhão","brazil",4446,"Carolina",2102804,-47.202587,-7.373867,"MARANHAO","MA","Maranhão",-45.28117854,-5.05609075,"Maranhão","ma",-7.186944,-47.423056,"original coordinates","original coordinates OK"
"99","Emmotum nitens",1095256835,-9.358611,-64.658888,"cdround,gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-23T18:21:06.642+0000","2018-11-23T18:21:33.298+0000",127,"none","PRESERVED_SPECIMEN",7314425,6,7707728,220,7223732,2513,7314422,7314425,7314425,"Emmotum nitens Miers","Emmotum nitens Miers","Plantae","Tracheophyta","Icacinales","Icacinaceae","Emmotum","Emmotum nitens","Emmotum","nitens","SPECIES","ACCEPTED","none",130,0,"","Rondônia",2012,2,7,"2012-02-07T00:00:00","2018-11-23T18:22:47.730+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000081787","15989","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","PORTO VELHO","Ramal Miratinga, margem esquerda da BR - 364, sentido Rio Branco/AC.","pt","CEN",1095256835,"BRA:Cenargen:CEN:0000081787","Collection","Glocimar Pereira-Silva","81787","Cenargen","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Área de influência indireta.","G. Pereira-Silva","",8,"Exsicatas","","","","","","","","","","",NA,NA,"","",NA,"","","","","","",NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,"","",NA,"","","","",NA,"","","",NA,"","","PORTO VELHO","Rondônia","brazil",4065,"Porto Velho",1100205,-64.306275,-9.153378,"RONDONIA","RO","Rondônia",-62.84395074,-10.91095782,"Rondônia","ro",-9.358611,-64.658888,"original coordinates","original coordinates OK"
"100","Emmotum nitens",1087655730,-18.904444,-43.433056,"gass84","d2470ef8-edfa-4ba7-821e-c3e1a537bdba","4265f332-341c-45f6-b30b-5dc2e39b86e8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-14T16:47:47.034+0000","2018-08-03T12:07:27.267+0000",127,"none","PRESERVED_SPECIMEN",7314425,6,7707728,220,7223732,2513,7314422,7314425,7314425,"Emmotum nitens Miers","Emmotum nitens Miers","Plantae","Tracheophyta","Icacinales","Icacinaceae","Emmotum","Emmotum nitens","Emmotum","nitens","SPECIES","ACCEPTED","2012-10-18T00:00:00",1500,0,"SOUTH_AMERICA","Minas Gerais",2012,2,NA,"2012-02-01T00:00:00","2018-12-08T13:05:45.322+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BHCB - Herbário da Universidade Federal de Minas Gerais","BRA:UFMG:BHCB:0000156375","s.n.","BHCB - Herbário da Universidade Federal de Minas Gerais","Conceição do Mato Dentro","Cava do Sapo","pt","BHCB",1087655730,"BRA:UFMG:BHCB:0000156375","Collection","Carvalho, LB","156375","Universidade Federal de Minas Gerais (UFMG)","Universidade Federal de Minas Gerais (UFMG)","","","2018-07-23T21:47:35.000+0000",NA,"","","","","","","","","","","",NA,NA,"","",NA,"","","","","","",NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,"","",NA,"","","","",NA,"","","",NA,"","","Conceição do Mato Dentro","Minas Gerais","brazil",2645,"Conceição do Mato Dentro",3117504,-43.504683,-18.942492,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-18.904444,-43.433056,"original coordinates","original coordinates OK"
