"","original_family","original_name","name_in_Flora","original_ID","final_family","scientificName","taxonID","vernacular_names","notes","tax_notes","notes_fam","nombre"
"113","Urticaceae","Cecropia glaziovii Snethlage","Cecropia glaziovii Snethl.",15039,"Urticaceae","Cecropia glaziovii Snethl.",15039,"embaúba vermelha-PORTUGUES-São Paulo","LFB","name ok","","Cecropia glaziovii"
"114","Urticaceae","Cecropia hololeuca Miq.","Cecropia hololeuca Miq.",15040,"Urticaceae","Cecropia hololeuca Miq.",15040,"embaúba branca-PORTUGUES-São Paulo/embaubaubaçú-PORTUGUES-Rio de Janeiro","LFB","name ok","","Cecropia hololeuca"
"115","Malvaceae","Ceiba erianthos (Cav.) K.Schum.","Ceiba erianthos (Cav.) K.Schum.",9034,"Malvaceae","Ceiba erianthos (Cav.) K.Schum.",9034,"paineira-da-praia-PORTUGUES-Rio de Janeiro","LFB","name ok","","Ceiba erianthos"
"116","Fabaceae","Cenostigma macrophyllum Tul.","Cenostigma macrophyllum Tul.",82870,"Fabaceae","Cenostigma macrophyllum Tul.",82870,NA,"LFB","name ok","","Cenostigma macrophyllum"
"117","Fabaceae","Cenostigma tocantinum Ducke","Cenostigma tocantinum Ducke",78636,"Fabaceae","Cenostigma tocantinum Ducke",78636,NA,"LFB","name ok","","Cenostigma tocantinum"
"118","Solanaceae","Cestrum bracteatum Link & Otto","Cestrum bracteatum Link & Otto",14637,"Solanaceae","Cestrum bracteatum Link & Otto",14637,NA,"LFB","name ok","","Cestrum bracteatum"
"119","Solanaceae","Cestrum salzmannii Dunal","Cestrum salzmannii Dunal",21144,"Solanaceae","Cestrum salzmannii Dunal",21144,NA,"LFB","name ok","","Cestrum salzmannii"
"120","Fabaceae","Chamaecrista bahiae (H.S.Irwin) H.S.Irwin & Barneby","Chamaecrista bahiae (H.S.Irwin) H.S.Irwin & Barneby",82884,"Fabaceae","Chamaecrista bahiae (H.S.Irwin) H.S.Irwin & Barneby",82884,"sucupira-preta-PORTUGUES-Bahia/coração-de-negro-PORTUGUES-AM, PA","LFB","name ok","","Chamaecrista bahiae"
"121","Fabaceae","Chamaecrista multiseta (Benth.) H.S.Irwin & Barneby","Chamaecrista multiseta (Benth.) H.S.Irwin & Barneby",82906,"Fabaceae","Chamaecrista multiseta (Benth.) H.S.Irwin & Barneby",82906,NA,"LFB","name ok","","Chamaecrista multiseta"
"122","Fabaceae","Chamaecrista orbiculata (Benth.) H.S.Irwin & Barneby","Chamaecrista orbiculata (Benth.) H.S.Irwin & Barneby",28021,"Fabaceae","Chamaecrista orbiculata (Benth.) H.S.Irwin & Barneby",28021,NA,"LFB","name ok","","Chamaecrista orbiculata"
"123","Fabaceae","Chamaecrista zygophylloides (Taub.) H.S.Irwin & Barneby","Chamaecrista zygophylloides (Taub.) H.S.Irwin & Barneby",28103,"Fabaceae","Chamaecrista zygophylloides (Taub.) H.S.Irwin & Barneby",28103,NA,"LFB","name ok","","Chamaecrista zygophylloides"
"124","Fabaceae","Chloroleucon dumosum (Benth.) G.P.Lewis","Chloroleucon dumosum (Benth.) G.P.Lewis",18404,"Fabaceae","Chloroleucon dumosum (Benth.) G.P.Lewis",18404,"Arapiraca-PORTUGUES-Nordeste/Jurema-branca-PORTUGUES-Nordeste","LFB","name ok","","Chloroleucon dumosum"
"125","Rubiaceae","Chomelia brasiliana A.Rich.","Chomelia brasiliana A.Rich.",13863,"Rubiaceae","Chomelia brasiliana A.Rich.",13863,NA,"LFB","name ok","","Chomelia brasiliana"
"126","Rubiaceae","Chomelia pohliana Müll.Arg.","Chomelia pohliana Müll.Arg.",32552,"Rubiaceae","Chomelia pohliana Müll.Arg.",32552,NA,"LFB","name ok","","Chomelia pohliana"
"127","Sapotaceae","Chrysophyllum rufum Mart.","Chrysophyllum rufum Mart.",14464,"Sapotaceae","Chrysophyllum rufum Mart.",14464,"murici-do-tabuleiro-PORTUGUES-Bahia","LFB","name ok","","Chrysophyllum rufum"
"128","Canellaceae","Cinnamodendron dinisii Schwacke","Cinnamodendron dinisii Schwacke",111724,"Canellaceae","Cinnamodendron dinisii Schwacke",111724,"pau-amargo-PORTUGUES-NA/paratudo-PORTUGUES-Sudeste/pau-para-tudo-PORTUGUES-Sul/pimenteira-PORTUGUES-Sudeste","LFB","name ok","","Cinnamodendron dinisii"
"129","Lauraceae","Cinnamomum sellowianum (Nees & Mart.) Kosterm.","Cinnamomum sellowianum (Nees & Mart.) Kosterm.",8398,"Lauraceae","Cinnamomum sellowianum (Nees & Mart.) Kosterm.",8398,NA,"LFB","name ok","","Cinnamomum sellowianum"
"130","Menispermaceae","Cissampelos sympodialis Eichl.","Cissampelos sympodialis Eichler",10032,"Menispermaceae","Cissampelos sympodialis Eichler",10032,NA,"LFB","name ok","","Cissampelos sympodialis"
"131","Verbenaceae","Citharexylum solanaceum Cham.","Citharexylum solanaceum Cham.",15137,"Verbenaceae","Citharexylum solanaceum Cham.",15137,NA,"LFB","name ok","","Citharexylum solanaceum"
"132","Fabaceae","Clitoria fairchildiana R.A.Howard","Clitoria fairchildiana R.A.Howard",29540,"Fabaceae","Clitoria fairchildiana R.A.Howard",29540,NA,"LFB","name ok","","Clitoria fairchildiana"
"133","Clusiaceae","Clusia burle-marxii Bittrich","Clusia burle-marxii Bittrich",16868,"Clusiaceae","Clusia burle-marxii Bittrich",16868,"leite-de-mocó-PORTUGUES-nordeste","LFB","name ok","","Clusia burle-marxii"
"134","Clusiaceae","Clusia fluminensis Planch. & Triana","Clusia fluminensis Planch. & Triana",6834,"Clusiaceae","Clusia fluminensis Planch. & Triana",6834,NA,"LFB","name ok","","Clusia fluminensis"
"135","Clusiaceae","Clusia hilariana Schltdl.","Clusia hilariana Schltdl.",6836,"Clusiaceae","Clusia hilariana Schltdl.",6836,NA,"LFB","name ok","","Clusia hilariana"
"136","Clusiaceae","Clusia lanceolata Cambess.","Clusia lanceolata Cambess.",6838,"Clusiaceae","Clusia lanceolata Cambess.",6838,NA,"LFB","name ok","","Clusia lanceolata"
"137","Clusiaceae","Clusia melchiorii Gleason","Clusia melchiorii Gleason",6839,"Clusiaceae","Clusia melchiorii Gleason",6839,NA,"LFB","name ok","","Clusia melchiorii"
"138","Clusiaceae","Clusia obdeltifolia Bittrich","Clusia obdeltifolia Bittrich",16871,"Clusiaceae","Clusia obdeltifolia Bittrich",16871,"leite-de-mocó-PORTUGUES-nordeste","LFB","name ok","","Clusia obdeltifolia"
"139","Clusiaceae","Clusia paralicola G.Mariz","Clusia paralicola G.Mariz",6845,"Clusiaceae","Clusia paralicola G.Mariz",6845,NA,"LFB","name ok","","Clusia paralicola"
"140","Clusiaceae","Clusia sellowiana Schltdl.","Clusia sellowiana Schltdl.",6848,"Clusiaceae","Clusia sellowiana Schltdl.",6848,NA,"LFB","name ok","","Clusia sellowiana"
"141","Clusiaceae","Clusia spiritu-sanctensis G.Mariz & Weinberg","Clusia spiritu-sanctensis G.Mariz & B.Weinberg",111781,"Clusiaceae","Clusia spiritu-sanctensis G.Mariz & B.Weinberg",111781,NA,"LFB","name ok","","Clusia spiritu-sanctensis"
"142","Clusiaceae","Clusia weddelliana Planch. & Triana","Clusia weddelliana Planch. & Triana",81832,"Clusiaceae","Clusia weddelliana Planch. & Triana",81832,NA,"LFB","name ok","","Clusia weddelliana"
"143","Euphorbiaceae","Cnidoscolus bahianus Pax & K.Hoffm.","Cnidoscolus bahianus (Ule) Pax & K.Hoffm.",17492,"Euphorbiaceae","Cnidoscolus bahianus (Ule) Pax & K.Hoffm.",17492,NA,"LFB","name ok","","Cnidoscolus bahianus"
"144","Euphorbiaceae","Cnidoscolus oligandrus (Müll.Arg.) Pax","Cnidoscolus oligandrus (Müll.Arg.) Pax",25471,"Euphorbiaceae","Cnidoscolus oligandrus (Müll.Arg.) Pax",25471,"'penão'-PORTUGUES-Nordeste","LFB","name ok","","Cnidoscolus oligandrus"
"145","Euphorbiaceae","Cnidoscolus pubescens Pohl","Cnidoscolus pubescens Pohl",17493,"Euphorbiaceae","Cnidoscolus pubescens Pohl",17493,NA,"LFB","name ok","","Cnidoscolus pubescens"
"146","Euphorbiaceae","Cnidoscolus quercifolius Pohl","Cnidoscolus quercifolius Pohl",17494,"Euphorbiaceae","Cnidoscolus quercifolius Pohl",17494,"'favela-de-cachorro'-PORTUGUES-Nordeste","LFB","name ok","","Cnidoscolus quercifolius"
"147","Euphorbiaceae","Cnidoscolus ulei (Pax) Pax","Cnidoscolus ulei (Pax) Pax",25472,"Euphorbiaceae","Cnidoscolus ulei (Pax) Pax",25472,NA,"LFB","name ok","","Cnidoscolus ulei"
"148","Polygonaceae","Coccoloba alnifolia Casar.","Coccoloba alnifolia Casar.",13696,"Polygonaceae","Coccoloba alnifolia Casar.",13696,"pau-de-estalo, cabuçu,-PORTUGUES-Sudeste, Nordeste","LFB","name ok","","Coccoloba alnifolia"
"149","Polygonaceae","Coccoloba declinata Mart.","Coccoloba declinata (Vell.) Mart.",13699,"Polygonaceae","Coccoloba declinata (Vell.) Mart.",13699,NA,"LFB","name ok","","Coccoloba declinata"
"150","Polygonaceae","Coccoloba glaziovii Lindau","Coccoloba glaziovii Lindau",13701,"Polygonaceae","Coccoloba glaziovii Lindau",13701,"Canaçu, cabaçu-PORTUGUES-Paraíba/Folha larga da mata-PORTUGUES-Rio de Janeiro","LFB","name ok","","Coccoloba glaziovii"
"151","Polygonaceae","Coccoloba ramosisissima Wedd.",NA,NA,"Polygonaceae","Coccoloba ramosisissima Wedd.",NA,NA,"not found",NA,"","Coccoloba ramosisissima"
"152","Polygonaceae","Coccoloba rosea Meisn.","Coccoloba rosea Meisn.",13713,"Polygonaceae","Coccoloba rosea Meisn.",13713,"Chapelão-PORTUGUES-Bahia/pajeú-PORTUGUES-Bahia","LFB","name ok","","Coccoloba rosea"
"153","Polygonaceae","Coccoloba warmingii Meisn.","Coccoloba warmingii Meisn.",13717,"Polygonaceae","Coccoloba warmingii Meisn.",13717,"Caixão-PORTUGUES-Bahia/cauaçú-PORTUGUES-São Paulo/Catureiro-vermelho, pau-de-cachimbo-PORTUGUES-Santa Catarina","LFB","name ok","","Coccoloba warmingii"
"154","Rhamnaceae","Colubrina cordifolia Reissek","Colubrina cordifolia Reissek",20650,"Rhamnaceae","Colubrina cordifolia Reissek",20650,"Imbiriba assú-PORTUGUES-Nordeste/João vermelho-PORTUGUES-Nordeste","LFB","name ok","","Colubrina cordifolia"
"155","Connaraceae","Connarus suberosus Planch.","Connarus suberosus Planch.",16932,"Connaraceae","Connarus suberosus Planch.",16932,NA,"LFB","name ok","","Connarus suberosus"
"156","Fabaceae","Copaifera coriacea Mart.","Copaifera coriacea Mart.",82964,"Fabaceae","Copaifera coriacea Mart.",82964,"Cacuricabra-PORTUGUES-NE/Sapucaia-PORTUGUES-NE","LFB","name ok","","Copaifera coriacea"
"157","Fabaceae","Copaifera lucens Dwyer","Copaifera lucens Dwyer",78656,"Fabaceae","Copaifera lucens Dwyer",78656,NA,"LFB","name ok","","Copaifera lucens"
"158","Fabaceae","Copaifera luetzelburgii Harms","Copaifera luetzelburgii Harms",28112,"Fabaceae","Copaifera luetzelburgii Harms",28112,"Pau-dói-PORTUGUES-NA/Podói-PORTUGUES-NA","LFB","name ok","","Copaifera luetzelburgii"
"159","Fabaceae","Copaifera marginata Benth.","Copaifera marginata Benth.",28114,"Fabaceae","Copaifera marginata Benth.",28114,NA,"LFB","name ok","","Copaifera marginata"
"160","Fabaceae","Copaifera martii Hayne","Copaifera martii Hayne",82966,"Fabaceae","Copaifera martii Hayne",82966,NA,"LFB","name ok","","Copaifera martii"
"161","Fabaceae","Copaifera oblongifolia Mart.","Copaifera oblongifolia Mart. ex Hayne",82968,"Fabaceae","Copaifera oblongifolia Mart. ex Hayne",82968,NA,"LFB","name ok","","Copaifera oblongifolia"
"162","Fabaceae","Copaifera trapezifolia Hayne","Copaifera trapezifolia Hayne",82976,"Fabaceae","Copaifera trapezifolia Hayne",82976,NA,"LFB","name ok","","Copaifera trapezifolia"
"163","Arecaceae","Copernicia prunifera (Mill.) H.E.Moore","Copernicia prunifera (Mill.) H.E.Moore",15706,"Arecaceae","Copernicia prunifera (Mill.) H.E.Moore",15706,"Carnaúba-PORTUGUES-NA","LFB","name ok","","Copernicia prunifera"
"164","Boraginaceae","Cordia incognita Gottschling & J.S.Mill.","Cordia incognita Gottschling & J.S.Mill.",116138,"Boraginaceae","Cordia incognita Gottschling & J.S.Mill.",116138,NA,"LFB","name ok","","Cordia incognita"
"165","Boraginaceae","Cordia magnoliifolia Cham.","Cordia magnoliifolia Cham.",81279,"Boraginaceae","Cordia magnoliifolia Cham.",81279,NA,"LFB","name ok","","Cordia magnoliifolia"
"166","Boraginaceae","Cordia oncocalyx Allem","Cordia oncocalyx Allemão",127463,"Boraginaceae","Cordia oncocalyx Allemão",127463,NA,"LFB","name ok","","Cordia oncocalyx"
"167","Boraginaceae","Cordia rufescens A.DC.","Cordia rufescens A.DC.",16526,"Boraginaceae","Cordia rufescens A.DC.",16526,"Grão-de-galo-PORTUGUES-nordeste","LFB","name ok","","Cordia rufescens"
"168","Boraginaceae","Cordia sellowiana Cham.","Cordia sellowiana Cham.",16528,"Boraginaceae","Cordia sellowiana Cham.",16528,"freijó branco-PORTUGUES-Acre","LFB","name ok","","Cordia sellowiana"
"169","Boraginaceae","Cordia superba Cham.","Cordia superba Cham.",16530,"Boraginaceae","Cordia superba Cham.",16530,NA,"LFB","name ok","","Cordia superba"
"170","Boraginaceae","Cordia taguahyensis Vell.","Cordia taguahyensis Vell.",16531,"Boraginaceae","Cordia taguahyensis Vell.",16531,NA,"LFB","name ok","","Cordia taguahyensis"
"171","Lecythidaceae","Corythophora alta R.Knuth","Corythophora alta R.Knuth",36636,"Lecythidaceae","Corythophora alta R.Knuth",36636,"matamatá cascuda-PORTUGUES-NA/matamatá rosa-PORTUGUES-NA/ripeiro vermelho-PORTUGUES-NA","LFB","name ok","","Corythophora alta"
"172","Chrysobalanaceae","Couepia impressa Prance","Couepia impressa Prance",16770,"Chrysobalanaceae","Couepia impressa Prance",16770,"goiti de morcego-PORTUGUES-nordeste/oiti, oiti mirim, oiticica-PORTUGUES-nordeste","LFB","name ok","","Couepia impressa"
"173","Urticaceae","Coussapoa microcarpa (Schott) Rizzini","Coussapoa microcarpa (Schott) Rizzini",15046,"Urticaceae","Coussapoa microcarpa (Schott) Rizzini",15046,"mata-pau-PORTUGUES-São Paulo","LFB","name ok","","Coussapoa microcarpa"
"174","Rubiaceae","Coussarea graciliflora (Mart.) Müll.Arg.","Coussarea graciliflora (Mart.) Müll.Arg.",13901,"Rubiaceae","Coussarea graciliflora (Mart.) Müll.Arg.",13901,NA,"LFB","name ok","","Coussarea graciliflora"
"175","Rubiaceae","Coussarea ilheotica Müll.Arg.","Coussarea ilheotica Müll.Arg.",13903,"Rubiaceae","Coussarea ilheotica Müll.Arg.",13903,NA,"LFB","name ok","","Coussarea ilheotica"
"176","Rubiaceae","Coussarea meridionalis Müll.Arg.","Coussarea meridionalis (Vell.) Müll.Arg.",13906,"Rubiaceae","Coussarea meridionalis (Vell.) Müll.Arg.",13906,NA,"LFB","name ok","","Coussarea meridionalis"
"177","Asteraceae","Critoniopsis quinqueflora (Less.) H.Rob.","Critoniopsis quinqueflora (Less.) H.Rob.",104548,"Asteraceae","Critoniopsis quinqueflora (Less.) H.Rob.",104548,NA,"LFB","name ok","","Critoniopsis quinqueflora"
"178","Euphorbiaceae","Croton agoensis Baill.","Croton agoensis Baill.",25475,"Euphorbiaceae","Croton agoensis Baill.",25475,NA,"LFB","name ok","","Croton agoensis"
"179","Euphorbiaceae","Croton blanchetianus Baill.","Croton blanchetianus Baill.",25478,"Euphorbiaceae","Croton blanchetianus Baill.",25478,"Marmeleiro-PORTUGUES-Nordeste/Marmeleiro-da-caatinga-PORTUGUES-Nordeste","LFB","name ok","","Croton blanchetianus"
"180","Euphorbiaceae","Croton celtidifolius Baill.","Croton celtidifolius Baill.",29180,"Euphorbiaceae","Croton celtidifolius Baill.",29180,"marmeleiro-PORTUGUES-Sudeste/necorana-PORTUGUES-Sudeste/pau-de-sangue-PORTUGUES-Sudeste","LFB","name ok","","Croton celtidifolius"
"181","Euphorbiaceae","Croton macrobothrys Baill.","Croton macrobothrys Baill.",35862,"Euphorbiaceae","Croton macrobothrys Baill.",35862,"pau-sangue-PORTUGUES-sudeste do Brasil","LFB","name ok","","Croton macrobothrys"
"182","Lauraceae","Cryptocarya mandioccana Meisn.","Cryptocarya mandioccana Meisn.",8406,"Lauraceae","Cryptocarya mandioccana Meisn.",8406,"canela-inhotinga-PORTUGUES-sudeste/noz-moscada-do-brasil-PORTUGUES-sudeste","LFB","name ok","","Cryptocarya mandioccana"
"183","Lauraceae","Cryptocarya moschata Nees & Mart.","Cryptocarya moschata Nees & Mart.",8408,"Lauraceae","Cryptocarya moschata Nees & Mart.",8408,"canela-batalha-PORTUGUES-sudeste/louro-precioso-PORTUGUES-nordeste","LFB","name ok","","Cryptocarya moschata"
"184","Lauraceae","Cryptocarya saligna Mez","Cryptocarya saligna Mez",8410,"Lauraceae","Cryptocarya saligna Mez",8410,"anhuvinha-branca-PORTUGUES-sudeste/canela-oiti-PORTUGUES-sudeste","LFB","name ok","","Cryptocarya saligna"
"185","Sapindaceae","Cupania bracteosa Radlk.","Cupania bracteosa Radlk.",20889,"Sapindaceae","Cupania bracteosa Radlk.",20889,NA,"LFB","name ok","","Cupania bracteosa"
"186","Sapindaceae","Cupania diphylla Vahl","Cupania diphylla Vahl",20890,"Sapindaceae","Cupania diphylla Vahl",20890,NA,"LFB","name ok","","Cupania diphylla"
"187","Sapindaceae","Cupania emarginata Cambess.","Cupania emarginata Cambess.",20891,"Sapindaceae","Cupania emarginata Cambess.",20891,"camboatá-PORTUGUES-Sudeste","LFB","name ok","","Cupania emarginata"
"188","Sapindaceae","Cupania impressinervia Acev.-Rodr.","Cupania impressinervia Acev.-Rodr.",20892,"Sapindaceae","Cupania impressinervia Acev.-Rodr.",20892,NA,"LFB","name ok","","Cupania impressinervia"
"189","Sapindaceae","Cupania ludowigii Somner & Ferrucci","Cupania ludowigii Somner & Ferrucci",20893,"Sapindaceae","Cupania ludowigii Somner & Ferrucci",20893,"camboatá-vermelho-PORTUGUES-Sudeste","LFB","name ok","","Cupania ludowigii"
"190","Sapindaceae","Cupania paniculata Cambess.","Cupania paniculata Cambess.",20895,"Sapindaceae","Cupania paniculata Cambess.",20895,NA,"LFB","name ok","","Cupania paniculata"
"191","Sapindaceae","Cupania racemosa Radlk.","Cupania racemosa (Vell.) Radlk.",20896,"Sapindaceae","Cupania racemosa (Vell.) Radlk.",20896,NA,"LFB","name ok","","Cupania racemosa"
"192","Sapindaceae","Cupania rigida Radlk.","Cupania rigida Radlk.",20897,"Sapindaceae","Cupania rigida Radlk.",20897,NA,"LFB","name ok","","Cupania rigida"
"193","Sapindaceae","Cupania rugosa Radlk.","Cupania rugosa Radlk.",20898,"Sapindaceae","Cupania rugosa Radlk.",20898,NA,"LFB","name ok","","Cupania rugosa"
"194","Primulaceae","Cybianthus detergens Mart.","Cybianthus detergens Mart.",19805,"Primulaceae","Cybianthus detergens Mart.",19805,NA,"LFB","name ok","","Cybianthus detergens"
"195","Fabaceae","Dalbergia brasiliensis Vogel","Dalbergia brasiliensis Vogel",29592,"Fabaceae","Dalbergia brasiliensis Vogel",29592,NA,"LFB","name ok","","Dalbergia brasiliensis"
"196","Thymelaeaceae","Daphnopsis fasciculata (Meisn.) Nevling","Daphnopsis fasciculata (Meisn.) Nevling",14944,"Thymelaeaceae","Daphnopsis fasciculata (Meisn.) Nevling",14944,"Embira-branca-PORTUGUES-Sudeste, Sul/Embira-de-sapo-PORTUGUES-Sudeste","LFB","name ok","","Daphnopsis fasciculata"
"197","Asteraceae","Dasyphyllum spinescens (Less.) Cabrera","Dasyphyllum spinescens (Less.) Cabrera",5303,"Asteraceae","Dasyphyllum spinescens (Less.) Cabrera",5303,NA,"LFB","name ok","","Dasyphyllum spinescens"
"198","Araliaceae","Dendropanax australis Fiaschi & Jung-Mend.","Dendropanax australis Fiaschi & Jung-Mend.",5101,"Araliaceae","Dendropanax australis Fiaschi & Jung-Mend.",5101,NA,"LFB","name ok","","Dendropanax australis"
"199","Araliaceae","Dendropanax monogynus Seem.","Dendropanax monogynus (Vell.) Seem.",5110,"Araliaceae","Dendropanax monogynus (Vell.) Seem.",5110,NA,"LFB","name ok","","Dendropanax monogynus"
"200","Ebenaceae","Diospyros gaultheriifolia Mart. ex Miq.","Diospyros gaultheriifolia Mart. ex Miq.",7435,"Ebenaceae","Diospyros gaultheriifolia Mart. ex Miq.",7435,NA,"LFB","name ok","","Diospyros gaultheriifolia"
"201","Ebenaceae","Diospyros sericea A.DC.","Diospyros sericea A.DC.",17314,"Ebenaceae","Diospyros sericea A.DC.",17314,"Cabuclo-PORTUGUES-Minas Gerais/macaqueira-PORTUGUES-Bahia","LFB","name ok","","Diospyros sericea"
"202","Fabaceae","Diplotropis incexis Rizzini & A.Mattos","Diplotropis incexis Rizzini & A.Mattos",79057,"Fabaceae","Diplotropis incexis Rizzini & A.Mattos",79057,NA,"LFB","name ok","","Diplotropis incexis"
"203","Fabaceae","Dipteryx lacunifera Ducke","Dipteryx lacunifera Ducke",83123,"Fabaceae","Dipteryx lacunifera Ducke",83123,NA,"LFB","name ok","","Dipteryx lacunifera"
"204","Annonaceae","Duguetia echinophora R.E.Fr.","Duguetia echinophora R.E.Fr.",110309,"Annonaceae","Duguetia echinophora R.E.Fr.",110309,"Ameijú-PORTUGUES-NA/Ameipi-PORTUGUES-NA/Ameju-PORTUGUES-NA/Ameju de touceira-PORTUGUES-NA/Ata braba-PORTUGUES-NA/Atameju-PORTUGUES-NA/Envira amarela-PORTUGUES-NA/Envira preta-PORTUGUES-NA/Envira surucucu-PORTUGUES-NA/Envireira-PORTUGUES-NA/Pindaeua-PORTUGUES-NA","LFB","name ok","","Duguetia echinophora"
"205","Annonaceae","Duguetia gardneriana Mart.","Duguetia gardneriana Mart.",110314,"Annonaceae","Duguetia gardneriana Mart.",110314,NA,"LFB","name ok","","Duguetia gardneriana"
"206","Verbenaceae","Duranta vestita Cham.","Duranta vestita Cham.",39655,"Verbenaceae","Duranta vestita Cham.",39655,NA,"LFB","name ok","","Duranta vestita"
"207","Rubiaceae","Duroia velutina Hook.f. ex K.Schum.","Duroia velutina Hook.f. ex K.Schum.",38772,"Rubiaceae","Duroia velutina Hook.f. ex K.Schum.",38772,NA,"LFB","name ok","","Duroia velutina"
"208","Icacinaceae","Emmotum affine Miers","Emmotum affine Miers",8031,"Metteniusaceae","Emmotum affine Miers",8031,"Aderno-PORTUGUES-Alagoas, Pernambuco/Aderno da Praia-PORTUGUES-Bahia/Louro da Caatinga-PORTUGUES-Sergipe","LFB","name ok","family changed","Emmotum affine"
"209","Icacinaceae","Emmotum nitens Miers","Emmotum nitens (Benth.) Miers",8032,"Metteniusaceae","Emmotum nitens (Benth.) Miers",8032,"faia-PORTUGUES-Bahia","LFB","name ok","family changed","Emmotum nitens"
"210","Humiriaceae","Endopleura uchi (Huber) Cuatrec.","Endopleura uchi (Huber) Cuatrec.",23295,"Humiriaceae","Endopleura uchi (Huber) Cuatrec.",23295,"uxi-PORTUGUES-Acre","LFB","name ok","","Endopleura uchi"
"211","Annonaceae","Ephedranthus parviflorus S.Moore","Ephedranthus parviflorus S.Moore",110366,"Annonaceae","Ephedranthus parviflorus S.Moore",110366,"conduru-PORTUGUES-Centro-Oeste/mejo-do-porco-PORTUGUES-Centro-Oeste","LFB","name ok","","Ephedranthus parviflorus"
"212","Asteraceae","Eremanthus elaeagnus Sch.Bip.","Eremanthus elaeagnus (Mart. ex DC.) Sch.Bip.",27058,"Asteraceae","Eremanthus elaeagnus (Mart. ex DC.) Sch.Bip.",27058,NA,"LFB","name ok","","Eremanthus elaeagnus"
"213","Asteraceae","Eremanthus erythropappus (DC.) N.F.F.MacLeish","Eremanthus erythropappus (DC.) MacLeish",5315,"Asteraceae","Eremanthus erythropappus (DC.) MacLeish",5315,NA,"LFB","name ok","","Eremanthus erythropappus"
"214","Asteraceae","Eremanthus glomerulatus Less.","Eremanthus glomerulatus Less.",80635,"Asteraceae","Eremanthus glomerulatus Less.",80635,NA,"LFB","name ok","","Eremanthus glomerulatus"
"215","Asteraceae","Eremanthus goyazensis Sch.Bip.","Eremanthus goyazensis (Gardner) Sch.Bip.",27059,"Asteraceae","Eremanthus goyazensis (Gardner) Sch.Bip.",27059,NA,"LFB","name ok","","Eremanthus goyazensis"
"216","Asteraceae","Eremanthus incanus (Less.) Less.","Eremanthus incanus (Less.) Less.",5316,"Asteraceae","Eremanthus incanus (Less.) Less.",5316,NA,"LFB","name ok","","Eremanthus incanus"
"217","Lamiaceae","Eriope exaltata Harley","Eriope exaltata Harley",17851,"Lamiaceae","Eriope exaltata Harley",17851,NA,"LFB","name ok","","Eriope exaltata"
"218","Lamiaceae","Eriope latifolia (Benth.) Harley","Eriope latifolia (Mart. ex Benth.) Harley",17855,"Lamiaceae","Eriope latifolia (Mart. ex Benth.) Harley",17855,NA,"LFB","name ok","","Eriope latifolia"
"219","Lamiaceae","Eriope salviifolia (Pohl ex Benth.) Harley","Eriope salviifolia (Pohl ex Benth.) Harley",17861,"Lamiaceae","Eriope salviifolia (Pohl ex Benth.) Harley",17861,NA,"LFB","name ok","","Eriope salviifolia"
"220","Malvaceae","Eriotheca candolleana (K.Schum.) A.Robyns","Eriotheca candolleana (K.Schum.) A.Robyns",27557,"Malvaceae","Eriotheca candolleana (K.Schum.) A.Robyns",27557,NA,"LFB","name ok","","Eriotheca candolleana"
"221","Malvaceae","Eriotheca macrophylla (K.Schum.) A.Robyns","Eriotheca macrophylla (K.Schum.) A.Robyns",9052,"Malvaceae","Eriotheca macrophylla (K.Schum.) A.Robyns",9052,"algodãozinho-PORTUGUES-sudeste","LFB","name ok","","Eriotheca macrophylla"
"222","Erythroxylaceae","Erythroxylum betulaceum Mart.","Erythroxylum betulaceum Mart.",17416,"Erythroxylaceae","Erythroxylum betulaceum Mart.",17416,NA,"LFB","name ok","","Erythroxylum betulaceum"
"223","Erythroxylaceae","Erythroxylum caatingae Plowman","Erythroxylum caatingae Plowman",17418,"Erythroxylaceae","Erythroxylum caatingae Plowman",17418,"imbuzeiro-bravo-PORTUGUES-Paraíba/rompe-gibão-PORTUGUES-Nordeste","LFB","name ok","","Erythroxylum caatingae"
"224","Erythroxylaceae","Erythroxylum cuspidifolium Mart.","Erythroxylum cuspidifolium Mart.",7695,"Erythroxylaceae","Erythroxylum cuspidifolium Mart.",7695,"baga-de-pomba-PORTUGUES-Santa Catarina/cocão-PORTUGUES-Santa Catarina/concon-PORTUGUES-Santa Catarina/fruta-de-pomba-PORTUGUES-Sudeste","LFB","name ok","","Erythroxylum cuspidifolium"
"225","Erythroxylaceae","Erythroxylum engleri O.E.Schulz","Erythroxylum engleri O.E.Schulz",17420,"Erythroxylaceae","Erythroxylum engleri O.E.Schulz",17420,NA,"LFB","name ok","","Erythroxylum engleri"
"226","Erythroxylaceae","Erythroxylum gonoclados (Mart.) O.E.Schulz",NA,NA,"Erythroxylaceae","Erythroxylum gonoclados (Mart.) O.E.Schulz",NA,NA,"not found",NA,"","Erythroxylum gonoclados"
"227","Erythroxylaceae","Erythroxylum pungens O.E.Schulz","Erythroxylum pungens O.E.Schulz",17430,"Erythroxylaceae","Erythroxylum pungens O.E.Schulz",17430,"arranca-estribo-PORTUGUES-Nordeste/candeia-PORTUGUES-Nordeste/estralador-PORTUGUES-Nordeste/rompe-gibão-PORTUGUES-Nordeste","LFB","name ok","","Erythroxylum pungens"
