"","original_family","original_name","name_in_Flora","original_ID","final_family","scientificName","taxonID","vernacular_names","notes","tax_notes","notes_fam","nombre","establishmentMeans","occurrenceRemarks","location","lifeForm","vegetationType","habitat"
"1","Capparaceae","Capparidastrum brasilianum (DC.) Hutchinson",NA,NA,"Capparaceae","Capparidastrum brasilianum (DC.) Hutchinson",NA,NA,"not found",NA,"","Capparidastrum brasilianum",NA,NA,NA,NA,NA,NA
"2","Polygonaceae","Coccoloba ramosissima Wedd.","Coccoloba ramosissima Wedd.",13711,"Polygonaceae","Coccoloba ramosissima Wedd.",13711,NA,"LFB","name ok","","Coccoloba ramosissima","NATIVA","Endemica/Amazônia-Endemica/Mata Atlântica","BR-SE-BR-RJ-BR-ES-BR-RN-BR-PI-BR-PB-BR-MA-BR-CE-BR-BA-BR-PA","Arbusto-Árvore","Restinga","Terrícola"
"3","Fabaceae","Dicorynia ingens Ducke","Dicorynia ingens Ducke",78668,"Fabaceae","Dicorynia paraensis var. ingens (Ducke) Koeppen",83071,NA,"LFB","synonym","","Dicorynia paraensis var. ingens","NATIVA","Endemica/Amazônia","BR-PA","Árvore","Floresta de Igapó-Floresta Ombrófila (= Floresta Pluvial)","Terrícola"
"4","Myrtaceae","Marlierea excoriata Mart.","Marlierea excoriata Mart.",10590,"Myrtaceae","Marlierea excoriata Mart.",10590,NA,"LFB","name ok","","Marlierea excoriata","NATIVA","Endemica/Mata Atlântica","BR-TO-BR-PE-BR-SE-BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC-BR-RS-BR-PR-BR-BA","Árvore","Cerrado (lato sensu)-Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola"
"5","Myrtaceae","Marlierea neuwiedeana (O.Berg) Nied.",NA,NA,"Myrtaceae","Marlierea neuwiedeana (O.Berg) Nied.",NA,NA,"not found",NA,"","Marlierea neuwiedeana",NA,NA,NA,NA,NA,NA
"6","Myrtaceae","Marlierea obscura Berg","Marlierea obscura O.Berg",10605,"Myrtaceae","Marlierea obscura O.Berg",10605,NA,"LFB","name ok","","Marlierea obscura","NATIVA","Endemica/Mata Atlântica","BR-MG-BR-ES","Árvore","Cerrado (lato sensu)-Floresta Ombrófila (= Floresta Pluvial)","Terrícola"
"7","Myrtaceae","Marlierea obversa C.D.Legrand","Marlierea obversa D.Legrand",10606,"Myrtaceae","Myrcia obversa (D. Legrand) E. Lucas & C. E. Wilson",603019,NA,"LFB","synonym","","Myrcia obversa","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-RJ-BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola"
"8","Fabaceae","Pityrocarpa moniliformis (Benth.) Luckow & R.W.Jobson","Pityrocarpa moniliformis (Benth.) Luckow & R.W.Jobson",116640,"Fabaceae","Pityrocarpa moniliformis (Benth.) Luckow & R.W.Jobson",116640,NA,"LFB","name ok","","Pityrocarpa moniliformis","NATIVA","Endemica/Caatinga-Endemica/Mata Atlântica","BR-BA-BR-MG-BR-RN-BR-PI-BR-PB","Arbusto-Árvore","Caatinga (stricto sensu)-Carrasco-Floresta Estacional Decidual","Terrícola"
"9","Fabaceae","Poincianella bracteosa (Tul.) L.P.Queiroz","Poincianella bracteosa (Tul.) L.P.Queiroz",109774,"Fabaceae","Poincianella bracteosa (Tul.) L.P.Queiroz",109774,NA,"LFB","name ok","","Poincianella bracteosa","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-PI-BR-PB-BR-MA-BR-CE-BR-BA-BR-TO-BR-MT-BR-GO","Arbusto-Árvore","Caatinga (stricto sensu)-Carrasco-Cerrado (lato sensu)-Floresta Estacional Decidual","Terrícola"
"10","Fabaceae","Poincianella gardneriana (Benth.) L.P.Queiroz","Poincianella gardneriana (Benth.) L.P.Queiroz",109775,"Fabaceae","Poincianella gardneriana (Benth.) L.P.Queiroz",109775,NA,"LFB","name ok","","Poincianella gardneriana","NATIVA","Endemica/Caatinga","BR-RN-BR-PI-BR-PE-BR-PB-BR-CE-BR-BA","Arbusto-Árvore","Caatinga (stricto sensu)","Terrícola"
"11","Fabaceae","Poincianella microphylla (Mart. ex G.Don) L.P.Queiroz","Poincianella microphylla (Mart. ex G.Don) L.P.Queiroz",109777,"Fabaceae","Poincianella microphylla (Mart. ex G.Don) L.P.Queiroz",109777,NA,"LFB","name ok","","Poincianella microphylla","NATIVA","Endemica/Caatinga","BR-PI-BR-PE-BR-BA","Arbusto-Árvore","Caatinga (stricto sensu)","Terrícola"
"12","Fabaceae","Poincianella pyramidalis (Tul.) L.P.Queiroz","Poincianella pyramidalis (Tul.) L.P.Queiroz",109818,"Fabaceae","Poincianella pyramidalis (Tul.) L.P.Queiroz",109818,NA,"LFB","name ok","","Poincianella pyramidalis","NATIVA","Endemica/","BR-SE-BR-PI-BR-PE-BR-PB-BR-CE-BR-BA-BR-AL",NA,NA,NA
"13","Melastomataceae","Tibouchina fissinervia (Schrank & Mart. ex DC.) Cogn.","Tibouchina fissinervia (Schrank & Mart. ex DC.) Cogn.",9909,"Melastomataceae","Pleroma fissinervium Schrank et Mart. ex DC.",603029,NA,"LFB","synonym","","Pleroma fissinervium","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-ES-BR-RJ-BR-BA-BR-MG","Árvore","Campo rupestre-Floresta Ciliar ou Galeria-Floresta Ombrófila (= Floresta Pluvial)","Terrícola"
"14","Melastomataceae","Tibouchina granulosa (Desr.) Cogn.","Tibouchina granulosa (Desr.) Cogn.",9919,"Melastomataceae","Pleroma granulosum (Desr.) D. Don",603035,"quaresmeira-PORTUGUES-Brasil","LFB","synonym","","Pleroma granulosum",NA,NA,NA,NA,NA,NA
"15","Melastomataceae","Tibouchina mutabilis (Vell.) Cogn.","Tibouchina mutabilis (Vell.) Cogn.",9944,"Melastomataceae","Pleroma mutabile (Vell.) Triana",603045,NA,"LFB","synonym","","Pleroma mutabile","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-SP-BR-RJ","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola"
"16","Melastomataceae","Tibouchina pulchra (Cham.) Cogn.","Tibouchina pulchra Cogn.",9951,"Melastomataceae","Tibouchina pulchra Cogn.",9951,NA,"LFB","name ok","","Tibouchina pulchra","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-SC-BR-PR","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola"
"17","Melastomataceae","Tibouchina velutina (Naud.) Cogn.","Tibouchina velutina (Naudin) Cogn.",19731,"Melastomataceae","Pleroma velutinum (Naudin) Triana",603056,NA,"LFB","synonym","","Pleroma velutinum","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-BA","Arbusto","Campo rupestre-Cerrado (lato sensu)","Terrícola"
"18","Clusiaceae","Tovomitopsis paniculata (Spreng.) Planch. & Triana","Tovomitopsis paniculata (Spreng.) Planch. & Triana",6890,"Clusiaceae","Tovomitopsis paniculata (Spreng.) Planch. & Triana",6890,NA,"LFB","name ok","","Tovomitopsis paniculata","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-PR-BR-SP-BR-RJ-BR-MG","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola"
"19","Fabaceae","Trischidium molle (Benth.) H.E.Ireland","Trischidium molle (Benth.) H.E.Ireland",19219,"Fabaceae","Trischidium molle (Benth.) H.E.Ireland",19219,"Brinquinho-PORTUGUES-Bahia (Brasil)","LFB","name ok","","Trischidium molle","NATIVA","Endemica/Caatinga-Endemica/Mata Atlântica-Endemica/Pantanal","BR-MS-BR-MG-BR-PI-BR-PE-BR-CE-BR-BA","Arbusto-Árvore","Caatinga (stricto sensu)-Cerrado (lato sensu)-Floresta Estacional Semidecidual-Vegetação Sobre Afloramentos Rochosos","Terrícola"
"20","Rhamnaceae","Ziziphus cotinifolia Reiss.","Ziziphus cotinifolia Reissek",20673,"Rhamnaceae","Ziziphus cotinifolia Reissek",20673,"Joazeiro-PORTUGUES-Nordeste/Juazeiro-PORTUGUES-Nordeste","LFB","name ok","","Ziziphus cotinifolia","NATIVA","Endemica/Caatinga","BR-MG-BR-SE-BR-RN-BR-PI-BR-PE-BR-PB-BR-CE-BR-BA-BR-AL","Arbusto-Árvore","Caatinga (stricto sensu)","Terrícola"
"21","Anacardiaceae","Spondias macrocarpa Engl.","Spondias macrocarpa Engl.",4403,"Anacardiaceae","Spondias macrocarpa Engl.",4403,"cajá-redondo-PORTUGUES-sudeste/cajazeiro-PORTUGUES-sudeste/cajá-mirim-PORTUGUES-Espírito Santo","LFB","name ok","","Spondias macrocarpa","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG-BR-ES-BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola"
"22","Asteraceae","Piptocarpha macropoda (DC.) Baker","Piptocarpha macropoda (DC.) Baker",5480,"Asteraceae","Piptocarpha macropoda (DC.) Baker",5480,"Malolô-PORTUGUES-Rio de Janeiro/Canela-branca-PORTUGUES-Rio de Janeiro","LFB","name ok","","Piptocarpha macropoda","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-PR-BR-ES-BR-MG-BR-SP-BR-RJ-BR-GO-BR-DF-BR-BA","Árvore","Floresta Ciliar ou Galeria-Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)",NA
"23","Asteraceae","Piptocarpha regnellii (Sch.Bip.) Cabrera","Piptocarpha regnellii (Sch.Bip.) Cabrera",5488,"Asteraceae","Piptocarpha regnellii (Sch.Bip.) Cabrera",5488,NA,"LFB","name ok","","Piptocarpha regnellii","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-MG-BR-SC-BR-PR","Árvore","Floresta Ombrófila (= Floresta Pluvial)-Floresta Ombrófila Mista","Terrícola"
"24","Fabaceae","Abarema cochleata (Willd.) Barneby & J.W.Grimes","Abarema cochleata (Willd.) Barneby & J.W.Grimes",82546,"Fabaceae","Abarema cochleata (Willd.) Barneby & J.W.Grimes",82546,NA,"LFB","name ok","","Abarema cochleata","NATIVA","Endemica/Amazônia","BR-PA-BR-MA-BR-AM-BR-MT","Árvore","Área Antrópica-Campinarana-Floresta de Terra Firme-Savana Amazônica","Terrícola"
"25","Euphorbiaceae","Acalypha villosa Jacq.","Acalypha villosa Jacq.",17446,"Euphorbiaceae","Acalypha villosa Jacq.",17446,NA,"LFB","name ok","","Acalypha villosa","NATIVA","Endemica/Amazônia-Endemica/Caatinga-Endemica/Cerrado","BR-SP-BR-MG-BR-PR-BR-CE-BR-BA-BR-MT-BR-GO","Arbusto-Árvore","Caatinga (stricto sensu)-Cerrado (lato sensu)-Floresta Ciliar ou Galeria-Floresta Estacional Decidual-Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)","Terrícola"
"26","Asteraceae","Acritopappus confertus (Gardn.) R.M.King & H.Rob.","Acritopappus confertus (Gardner) R.M.King & H.Rob.",15918,"Asteraceae","Acritopappus confertus (Gardner) R.M.King & H.Rob.",15918,NA,"LFB","name ok","","Acritopappus confertus","NATIVA","Endemica/Caatinga","BR-MG-BR-SE-BR-PE-BR-CE-BR-BA","Arbusto-Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola"
"27","Asteraceae","Acritopappus heterolepis (Baker) R.M.King & H.Rob.","Acritopappus heterolepis (Baker) R.M.King & H.Rob.",15923,"Asteraceae","Acritopappus heterolepis (Baker) R.M.King & H.Rob.",15923,NA,"LFB","name ok","","Acritopappus heterolepis","NATIVA","Endemica/Caatinga","BR-BA","Arbusto-Árvore","Campo rupestre","Terrícola"
"28","Euphorbiaceae","Actinostemon verticillatus Baill.","Actinostemon verticillatus (Klotzsch) Baill.",17451,"Euphorbiaceae","Actinostemon verticillatus (Klotzsch) Baill.",17451,"marfim-PORTUGUES-Alagoas/marfim-branco-PORTUGUES-Pernambuco/caranguinha-do-mato-PORTUGUES-Rio de Janeiro","LFB","name ok","","Actinostemon verticillatus","NATIVA","Endemica/Mata Atlântica","BR-PE-BR-AL-BR-SP-BR-RJ-BR-MG-BR-ES-BR-BA","Arbusto","Floresta Ombrófila (= Floresta Pluvial)","Terrícola"
"29","Lamiaceae","Aegiphila fluminensis Vell.","Aegiphila fluminensis Vell.",8107,"Lamiaceae","Aegiphila fluminensis Vell.",8107,NA,"LFB","name ok","","Aegiphila fluminensis","NATIVA","Endemica/Mata Atlântica","BR-MG-BR-SP-BR-RJ-BR-ES-BR-PR-BR-PE-BR-BA","Arbusto-Árvore-Liana/volúvel/trepadeira","Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)","Terrícola"
"30","Lamiaceae","Aegiphila obducta Vell.","Aegiphila obducta Vell.",8116,"Lamiaceae","Aegiphila obducta Vell.",8116,NA,"LFB","name ok","","Aegiphila obducta","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-ES-BR-SP-BR-RJ-BR-MG-BR-SC-BR-RS-BR-PR","Arbusto-Árvore-Liana/volúvel/trepadeira","Campo de Altitude-Floresta Ciliar ou Galeria-Floresta Ombrófila (= Floresta Pluvial)-Floresta Ombrófila Mista","Terrícola"
"31","Lamiaceae","Aegiphila pernambucensis Moldenke","Aegiphila pernambucensis Moldenke",8117,"Lamiaceae","Aegiphila pernambucensis Moldenke",8117,NA,"LFB","name ok","","Aegiphila pernambucensis","NATIVA","Endemica/Mata Atlântica","BR-BA-BR-AL-BR-PE-BR-PB","Arbusto-Árvore","Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)","Terrícola"
"32","Ericaceae","Agarista oleifolia G.Don","Agarista oleifolia (Cham.) G.Don",7462,"Ericaceae","Agarista oleifolia (Cham.) G.Don",7462,NA,"LFB","name ok","","Agarista oleifolia","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-PR-BR-ES-BR-MG-BR-SP-BR-RJ-BR-GO-BR-MT-BR-DF-BR-BA","Arbusto-Árvore-Subarbusto","Campo de Altitude-Campo rupestre","Terrícola"
"33","Lauraceae","Aiouea saligna Meisn.","Aiouea saligna Meisn.",8381,"Lauraceae","Aiouea saligna Meisn.",8381,NA,"LFB","name ok","","Aiouea saligna","NATIVA","Endemica/Amazônia-Endemica/Caatinga-Endemica/Cerrado-Endemica/Mata Atlântica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC-BR-RS-BR-PR-BR-MA-BR-CE-BR-BA-BR-PA-BR-MT","Árvore","Caatinga (stricto sensu)-Cerrado (lato sensu)-Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola"
"34","Arecaceae","Allagoptera caudescens Kuntze","Allagoptera caudescens (Mart.) Kuntze",33974,"Arecaceae","Allagoptera caudescens (Mart.) Kuntze",33974,"Palha-branca-PORTUGUES-NA/buri-PORTUGUES-NA","LFB","name ok","","Allagoptera caudescens","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-RJ-BR-SE-BR-BA","Palmeira","Área Antrópica-Floresta Ciliar ou Galeria-Floresta Ombrófila (= Floresta Pluvial)","Terrícola"
"35","Sapindaceae","Allophylus quercifolius Radlk.","Allophylus quercifolius (Mart.) Radlk.",20876,"Sapindaceae","Allophylus quercifolius (Mart.) Radlk.",20876,"estraladão-PORTUGUES-Nordeste/goiaba-brava-PORTUGUES-Nordeste/murici-brava-PORTUGUES-Nordeste/pau-amarelo-PORTUGUES-Nordeste/pau-de-vaqueiro-PORTUGUES-Nordeste/perta-cu-PORTUGUES-Nordeste","LFB","name ok","","Allophylus quercifolius","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-SE-BR-AL-BR-PE-BR-CE-BR-BA","Arbusto-Árvore","Caatinga (stricto sensu)-Cerrado (lato sensu)","Terrícola"
"36","Rubiaceae","Alseis floribunda Schott","Alseis floribunda Schott",13825,"Rubiaceae","Alseis floribunda Schott",13825,"alma-da-serra-PORTUGUES-Santa Catarina/quina-de-são-paulo-PORTUGUES-São Paulo/tarumã-PORTUGUES-Rio de Janeiro","LFB","name ok","","Alseis floribunda","NATIVA","Não endemica/Caatinga-Não endemica/Cerrado-Não endemica/Mata Atlântica","BR-DF-BR-PB-BR-MA-BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC-BR-RS-BR-PR-BR-SE-BR-PE-BR-CE-BR-BA-BR-AL","Árvore","Floresta Ciliar ou Galeria-Floresta Ombrófila (= Floresta Pluvial)-Floresta Ombrófila Mista-Restinga","Terrícola"
"37","Rubiaceae","Alseis pickelii Pilg. & Schmale","Alseis pickelii Pilg. & Schmale",13827,"Rubiaceae","Alseis pickelii Pilg. & Schmale",13827,"goiabinha-PORTUGUES-Pernambuco","LFB","name ok","","Alseis pickelii","NATIVA","Endemica/Caatinga-Endemica/Mata Atlântica","BR-SE-BR-RN-BR-PE-BR-PB-BR-CE-BR-BA-BR-AL","Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola"
"38","Phyllanthaceae","Amanoa oblongifolia Müll.Arg.","Amanoa oblongifolia Müll.Arg.",38454,"Phyllanthaceae","Amanoa oblongifolia Müll.Arg.",38454,"'taquari'-PORTUGUES-Norte/AM","LFB","name ok","","Amanoa oblongifolia","NATIVA","Endemica/Amazônia-Endemica/Cerrado","BR-BA-BR-AC-BR-RR-BR-RO-BR-AM-BR-MS","Árvore","Cerrado (lato sensu)-Floresta de Igapó-Floresta de Várzea","Terrícola"
"39","Fabaceae","Andira anthelmia (Vell.) J.F.Macbr.","Andira anthelmia (Vell.) Benth.",29439,"Fabaceae","Andira anthelmia (Vell.) Benth.",29439,NA,"LFB","name ok","","Andira anthelmia","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-PR-BR-SC-BR-SE-BR-RN-BR-PE-BR-PB-BR-SP-BR-RJ-BR-MG-BR-ES-BR-BA-BR-AL","Árvore","Área Antrópica-Floresta Ciliar ou Galeria-Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola"
"40","Fabaceae","Andira cordata Arroyo ex R.T.Penn. & H.C.Lima","Andira cordata Arroyo ex R.T.Penn. & H.C.Lima",29440,"Fabaceae","Andira cordata Arroyo ex R.T.Penn. & H.C.Lima",29440,NA,"LFB","name ok","","Andira cordata","NATIVA","Endemica/Cerrado","BR-PI-BR-PE-BR-MA-BR-BA-BR-TO-BR-GO","Árvore","Cerrado (lato sensu)-Floresta Estacional Semidecidual","Terrícola"
"41","Fabaceae","Andira legalis (Vell.) Toledo","Andira legalis (Vell.) Toledo",29444,"Fabaceae","Andira legalis (Vell.) Toledo",29444,NA,"LFB","name ok","","Andira legalis","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-MG-BR-ES-BR-PE-BR-BA","Árvore",NA,"Terrícola"
"42","Fabaceae","Andira nitida Mart. ex Benth.","Andira nitida Mart. ex Benth.",18086,"Fabaceae","Andira nitida Mart. ex Benth.",18086,NA,"LFB","name ok","","Andira nitida","NATIVA","Endemica/Mata Atlântica","BR-RN-BR-PB-BR-RJ-BR-ES-BR-SE-BR-PE-BR-BA-BR-AL","Arbusto-Árvore","Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola"
"43","Fabaceae","Andira ormosioides Benth.","Andira ormosioides Benth.",29445,"Fabaceae","Andira ormosioides Benth.",29445,NA,"LFB","name ok","","Andira ormosioides","NATIVA","Endemica/Mata Atlântica","BR-PE-BR-SP-BR-RJ-BR-MG-BR-ES-BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola"
"44","Rutaceae","Angostura bracteata (Nees & Mart.) Kallunki","Angostura bracteata (Nees & Mart.) Kallunki",285,"Rutaceae","Angostura bracteata (Nees & Mart.) Kallunki",285,"gramirim-café-PORTUGUES-Espírito Santo","LFB","name ok","","Angostura bracteata","NATIVA","Endemica/Mata Atlântica","BR-RJ-BR-ES-BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola"
"45","Rutaceae","Rauia nodosa (Engl.) Kallunki","Rauia nodosa (Engl.) Kallunki",950,"Rutaceae","Rauia nodosa (Engl.) Kallunki",950,NA,"LFB","name ok","","Rauia nodosa","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-BA-BR-AL","Árvore","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola"
"46","Lauraceae","Aniba burchellii Kosterm.","Aniba burchellii Kosterm.",23346,"Lauraceae","Aniba burchellii Kosterm.",23346,"louro chumbo-PORTUGUES-Acre","LFB","name ok","","Aniba burchellii","NATIVA","Endemica/Amazônia","BR-MG-BR-PA-BR-AM-BR-AC","Árvore","Campinarana-Floresta de Várzea-Floresta Ombrófila (= Floresta Pluvial)","Terrícola"
"47","Lauraceae","Aniba desertorum Mez","Aniba desertorum (Nees) Mez",17923,"Lauraceae","Aniba desertorum (Nees) Mez",17923,NA,"LFB","name ok","","Aniba desertorum","NATIVA","Não endemica/Caatinga-Não endemica/Cerrado","BR-MG-BR-PI-BR-MA-BR-BA-BR-TO-BR-GO-BR-DF","Árvore","Caatinga (stricto sensu)-Cerrado (lato sensu)-Floresta Ciliar ou Galeria","Terrícola"
"48","Lauraceae","Aniba firmula (Nees & Mart.) Mez","Aniba firmula (Nees & Mart.) Mez",8383,"Lauraceae","Aniba firmula (Nees & Mart.) Mez",8383,NA,"LFB","name ok","","Aniba firmula","NATIVA","Endemica/Amazônia-Endemica/Cerrado-Endemica/Mata Atlântica","BR-MT-BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC-BR-PR-BR-BA","Árvore","Floresta Estacional Semidecidual-Floresta Ombrófila (= Floresta Pluvial)","Terrícola"
"49","Annonaceae","Annona aurantiaca Barb.Rodr.","Annona aurantiaca Barb.Rodr.",117065,"Annonaceae","Annona aurantiaca Barb.Rodr.",117065,"Brutinho-PORTUGUES-NA","LFB","name ok","","Annona aurantiaca","NATIVA","Endemica/Cerrado-Endemica/Pantanal","BR-MA-BR-TO-BR-MT-BR-GO","Arbusto","Cerrado (lato sensu)-Floresta de Terra Firme","Terrícola"
"50","Annonaceae","Annona neosericea H.Rainer","Annona neosericea H.Rainer",110256,"Annonaceae","Annona neosericea H.Rainer",110256,"Araticum-PORTUGUES-NA/Araticu pecanine-PORTUGUES-NA/Cortiça-PORTUGUES-NA/Cortiça-ourica-PORTUGUES-NA/Curtiça-PORTUGUES-NA/Curtição-PORTUGUES-NA/Pinha da mata-PORTUGUES-NA","LFB","name ok","","Annona neosericea","NATIVA","Endemica/Mata Atlântica","BR-SP-BR-ES-BR-SC-BR-PR","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola"
"51","Annonaceae","Annona rugulosa (Schltdl.) H.Rainer","Annona rugulosa (Schltdl.) H.Rainer",110261,"Annonaceae","Annona rugulosa (Schltdl.) H.Rainer",110261,NA,"LFB","name ok","","Annona rugulosa","NATIVA","Não endemica/Mata Atlântica","BR-SP-BR-MG-BR-SC-BR-RS-BR-PR","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola"
"52","Annonaceae","Annona salzmannii A.DC.","Annona salzmannii A.DC.",117269,"Annonaceae","Annona salzmannii A.DC.",117269,"Araticum-PORTUGUES-Nordeste/Pinaíba-PORTUGUES-Nordeste","LFB","name ok","","Annona salzmannii","NATIVA","Endemica/Mata Atlântica","BR-ES-BR-SE-BR-PE-BR-PB-BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola"
"53","Annonaceae","Annona vepretorum Mart.","Annona vepretorum Mart.",117277,"Annonaceae","Annona vepretorum Mart.",117277,"Pinha da Caatinga-PORTUGUES-Nordeste","LFB","name ok","","Annona vepretorum","NATIVA","Endemica/Caatinga","BR-BA","Arbusto","Caatinga (stricto sensu)","Terrícola"
"54","Apocynaceae","Aspidosperma discolor A.DC.","Aspidosperma discolor A.DC.",4526,"Apocynaceae","Aspidosperma discolor A.DC.",4526,"cabo-de-machado-PORTUGUES-NA/pau-pereiro-PORTUGUES-NA/quina-PORTUGUES-NA","LFB","name ok","","Aspidosperma discolor","NATIVA","Endemica/Caatinga","BR-AL-BR-BA","Árvore","Caatinga (stricto sensu)","Terrícola"
"55","Apocynaceae","Aspidosperma multiflorum A.DC.","Aspidosperma multiflorum A.DC.",15548,"Apocynaceae","Aspidosperma multiflorum A.DC.",15548,"Pitiá-PORTUGUES-Ceará","LFB","name ok","","Aspidosperma multiflorum","NATIVA","Endemica/Amazônia-Endemica/Caatinga-Endemica/Cerrado","BR-MG-BR-SP-BR-GO-BR-DF-BR-PE-BR-PB-BR-MA-BR-BA-BR-PI-BR-CE-BR-RO-BR-PA-BR-MT-BR-MS","Arbusto-Árvore","Cerrado (lato sensu)","Terrícola"
"56","Apocynaceae","Aspidosperma pyricollum Müll.Arg.","Aspidosperma pyricollum Müll.Arg.",15550,"Apocynaceae","Aspidosperma pyricollum Müll.Arg.",15550,NA,"LFB","name ok","","Aspidosperma pyricollum","NATIVA","Não endemica/Mata Atlântica","BR-PI-BR-CE-BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC-BR-PR-BR-RN-BR-PE-BR-PB-BR-BA-BR-AL-BR-DF","Árvore","Restinga","Terrícola"
"57","Anacardiaceae","Astronium concinnum Schott","Astronium concinnum Schott",4383,"Anacardiaceae","Astronium concinnum Schott",4383,"aroeira-rajada-PORTUGUES-Minas Gerais/guarubu-violeta-PORTUGUES-Espírito Santo/itapicuru-ferreiro-PORTUGUES-Nordeste/mucuri-PORTUGUES-Nordeste","LFB","name ok","","Astronium concinnum","NATIVA","Endemica/Caatinga-Endemica/Cerrado-Endemica/Mata Atlântica","BR-RJ-BR-MG-BR-ES-BR-SE-BR-RN-BR-BA","Árvore","Floresta Ombrófila (= Floresta Pluvial)","Terrícola"
"58","Solanaceae","Aureliana velutina Sendtn.","Aureliana velutina Sendtn.",14587,"Solanaceae","Aureliana velutina Sendtn.",14587,NA,"LFB","name ok","","Aureliana velutina","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-CE-BR-MG-BR-BA-BR-GO-BR-DF","Árvore","Cerrado (lato sensu)-Floresta Estacional Decidual-Floresta Estacional Semidecidual-Floresta Ombrófila Mista","Terrícola"
"59","Sapindaceae","Averrhoidium gardnerianum Baill.","Averrhoidium gardnerianum Baill.",20880,"Sapindaceae","Averrhoidium gardnerianum Baill.",20880,"tingui-PORTUGUES-Nordeste","LFB","name ok","","Averrhoidium gardnerianum","NATIVA","Endemica/Caatinga-Endemica/Cerrado-Endemica/Mata Atlântica","BR-PE-BR-MG-BR-BA-BR-AL-BR-SE","Arbusto-Árvore","Caatinga (stricto sensu)-Cerrado (lato sensu)-Floresta Ciliar ou Galeria-Floresta Ombrófila (= Floresta Pluvial)","Terrícola"
"60","Asteraceae","Baccharis oreophila Malme","Baccharis oreophila Malme",5222,"Asteraceae","Baccharis oreophila Malme",5222,"alecrim-PORTUGUES-NA/vassoura-PORTUGUES-NA","LFB","name ok","","Baccharis oreophila","NATIVA","Endemica/Mata Atlântica","BR-SC-BR-SP-BR-RJ-BR-MG-BR-PR","Arbusto-Árvore","Campo de Altitude-Floresta Ombrófila (= Floresta Pluvial)-Floresta Ombrófila Mista-Vegetação Sobre Afloramentos Rochosos","Rupícola-Terrícola"
"61","Arecaceae","Bactris setosa Mart.","Bactris setosa Mart.",15698,"Arecaceae","Bactris setosa Mart.",15698,NA,"LFB","name ok","","Bactris setosa","NATIVA","Endemica/Cerrado-Endemica/Mata Atlântica","BR-SE-BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC-BR-RS-BR-PR-BR-BA-BR-GO","Erva","Floresta Ombrófila (= Floresta Pluvial)-Restinga","Terrícola"
