"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","otherCatalogNumbers","institutionCode","identifiedBy","elevation","elevationAccuracy","continent","language","ownerInstitutionCode","occurrenceRemarks","individualCount","preparations","fieldNotes","identificationQualifier","references","habitat","institutionID","nomenclaturalCode","verbatimEventDate","endDayOfYear","county","startDayOfYear","verbatimElevation","collectionID","higherGeography","higherClassification","organismID","datasetID","accessRights","coordinateUncertaintyInMeters","georeferenceProtocol","georeferenceSources","nomenclaturalStatus","taxonID","bibliographicCitation","rights","georeferencedDate","typeStatus","typifiedName","verbatimTaxonRank","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Symplocos oblongifolia",1585333862,-18.22,-43.602222,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:04.282+0000","2018-09-24T19:58:45.561+0000",207,"none","PRESERVED_SPECIMEN",7750070,6,7707728,220,1353,6708,3032996,7750070,7750070,"Symplocos oblongifolia Casar.","Symplocos oblongifolia Casar.","Plantae","Tracheophyta","Ericales","Symplocaceae","Symplocos","Symplocos oblongifolia","Symplocos","oblongifolia","SPECIES","ACCEPTED","none","Minas Gerais",2016,6,23,"2016-06-23T00:00:00","2017-07-10T13:55:46.769+0000","2018-12-07T01:15:09.621+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1337568","6028","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Diamantina","Margem da BR-367 entre Diamantina e o Campus JK da UFVJM","RB",1585333862,"urn:catalog:JBRJ:RB:1337568","PhysicalObject","J.E.Q. Faria; I. Sousa","RB01337568","RB 735213","JBRJ","J.E.Q. Faria",NA,NA,"","","","",NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","",NA,"","","",NA,"",NA,"","","",NA,"Diamantina","Minas Gerais","brazil",2798,"Diamantina",3121605,-43.610232,-17.993337,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-18.22,-43.602222,"original coordinates","original coordinates OK"
"2","Symplocos oblongifolia",1587325335,-15.727777,-47.919444,"gass84","e38d4c95-3a1d-4594-9ae9-883b48042e6d","7ef169f9-81f8-46a2-a7f7-240df6a1889c","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:21:39.170+0000","2018-11-23T18:21:39.232+0000",123,"none","PRESERVED_SPECIMEN",3643895,6,7707728,220,1353,6708,3032996,7750070,7750070,"Symplocos crenata (Vell.) Mattos","Symplocos oblongifolia Casar.","Plantae","Tracheophyta","Ericales","Symplocaceae","Symplocos","Symplocos oblongifolia","Symplocos","crenata","SPECIES","SYNONYM","none","Distrito Federal",2015,10,25,"2015-10-25T00:00:00","","2018-11-23T18:22:55.732+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRA:Cenargen:CEN:0000093788","1897","CEN - Herbário da Embrapa Recursos Genéticos e Biotecnologia","BRASILIA","Parque Nacional de Brasília - borda da estrada de acesso ao Posto Fluviométrico da CAESB, vegetação do entorno cerrado","CEN",1587325335,"BRA:Cenargen:CEN:0000093788","Collection","Carlos Romero Martins","93788","","Cenargen","C. E. B. Proença",NA,NA,"","pt","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA)","Doação Flora do Brasil - Distrito Federal.",2,"Exsicatas","","","","","","","",NA,"",NA,"","","","",NA,"","",NA,"","","",NA,"",NA,"","","",NA,"BRASILIA","Distrito Federal","brazil",3101,"Brasília",5300108,-47.797394,-15.780212,"DISTRITO FEDERAL","DF","Distrito Federal",-47.79774208,-15.78050687,"Distrito Federal","df",-15.727777,-47.919444,"original coordinates","original coordinates OK"
"3","Symplocos oblongifolia",1585336112,-15.727778,-47.919444,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:05.722+0000","2018-09-24T19:58:46.819+0000",207,"none","PRESERVED_SPECIMEN",3643895,6,7707728,220,1353,6708,3032996,7750070,7750070,"Symplocos crenata (Vell.) Mattos","Symplocos oblongifolia Casar.","Plantae","Tracheophyta","Ericales","Symplocaceae","Symplocos","Symplocos oblongifolia","Symplocos","crenata","SPECIES","SYNONYM","none","Distrito Federal",2015,10,25,"2015-10-25T00:00:00","2017-07-18T07:48:44.057+0000","2018-12-07T01:15:11.849+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1340156","1897","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Brasília","Parque Nacional de Brasília. Borda da estrada de acessoa o Posto Fluviométrico da CASEB","RB",1585336112,"urn:catalog:JBRJ:RB:1340156","PhysicalObject","C.R. Martins","RB01340156","RB 737467","JBRJ","C. Proença",NA,NA,"","","","",NA,"","Vegetação do entorno Cerrado","","","","","","",NA,"",NA,"","","","",NA,"","",NA,"","","",NA,"",NA,"","","",NA,"Brasília","Distrito Federal","brazil",3101,"Brasília",5300108,-47.797394,-15.780212,"DISTRITO FEDERAL","DF","Distrito Federal",-47.79774208,-15.78050687,"Distrito Federal","df",-15.727778,-47.919444,"original coordinates","original coordinates OK"
"4","Symplocos oblongifolia",1094929989,-13.0575,-41.868333,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:55.643+0000","2018-09-10T18:27:41.957+0000",124,"none","PRESERVED_SPECIMEN",7318873,6,7707728,220,1353,6708,3032996,7750070,7750070,"Symplocos lanceolata (Mart.) A.DC.","Symplocos oblongifolia Casar.","Plantae","Tracheophyta","Ericales","Symplocaceae","Symplocos","Symplocos oblongifolia","Symplocos","lanceolata","SPECIES","SYNONYM","none","Bahia",2014,6,14,"2014-06-14T00:00:00","","2018-09-10T18:28:08.691+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000213770","21895","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Piatã","Chapada Diamantina, Três Morros.","HUEFS",1094929989,"BRA:UEFS:HUEFS:0000213770","Collection","Guedes, M.L.","213770","","UEFS","",1443,0,"","pt","Universidade Estadual de Feira de Santana (UEFS)","Campo rupestre.",NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","",NA,"","","",NA,"",NA,"","","",NA,"Piatã","Bahia","brazil",3453,"Piatã",2924306,-41.879255,-13.04974,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-13.0575,-41.868333,"original coordinates","original coordinates OK"
"5","Symplocos oblongifolia",1135950670,-20.44,-43.801944,"gass84","fd99455d-f6e9-4421-930a-5d8e23ac8895","9ac2b49d-da08-49a7-a7ae-c2a0460fcf96","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:19:50.606+0000","2018-01-05T18:24:13.809+0000",137,"none","PRESERVED_SPECIMEN",7750070,6,7707728,220,1353,6708,3032996,7750070,7750070,"Symplocos oblongifolia Casar.","Symplocos oblongifolia Casar.","Plantae","Tracheophyta","Ericales","Symplocaceae","Symplocos","Symplocos oblongifolia","Symplocos","oblongifolia","SPECIES","ACCEPTED","2014-01-01T00:00:00","Minas Gerais",2014,7,2,"2014-07-02T00:00:00","2016-09-19T18:43:34.000+0000","2018-12-06T21:48:32.599+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BHZB - Herbário do Jardim Botânico da Fundação Zoo-Botânica de Belo Horizonte","BRA:FZB-BH:BHZB:0000010924","4704","BHZB - Herbário do Jardim Botânico da Fundação Zoo-Botânica de Belo Horizonte","Ouro Preto","Distrito de Miguel Burnier, Mina da Gerdau.","BHZB",1135950670,"BRA:FZB-BH:BHZB:0000010924","Collection","Rezende, S.G et al.","10924","","FZB-BH","Meyer, P.B.",1200,0,"","pt","Fundação Zoo-Botânica de Belo Horizonte (FZB-BH)","; Habitat: Cerrado Sentido Restrito.; Bioma: Cerrado",NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","",NA,"","","",NA,"",NA,"","","",NA,"Ouro Preto","Minas Gerais","brazil",2297,"Ouro Preto",3146107,-43.611642,-20.391209,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-20.44,-43.801944,"original coordinates","original coordinates OK"
"6","Symplocos oblongifolia",1143412773,-19.904444,-43.782778,"gass84","09010edb-5e55-4dc0-8a97-a26a3bb89e85","9610290b-e0ea-439b-b726-ba11bcecfb86","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:30:27.197+0000","2018-09-25T14:33:25.529+0000",122,"none","PRESERVED_SPECIMEN",7750070,6,7707728,220,1353,6708,3032996,7750070,7750070,"Symplocos oblongifolia Casar.","Symplocos oblongifolia Casar.","Plantae","Tracheophyta","Ericales","Symplocaceae","Symplocos","Symplocos oblongifolia","Symplocos","oblongifolia","SPECIES","ACCEPTED","2014-09-20T00:00:00","Minas Gerais",2014,8,20,"2014-08-20T00:00:00","","2018-09-25T14:33:25.544+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUFU - Herbarium Uberlandense","BRA:UFU:HUFU:0000070368","999","HUFU - Herbarium Uberlandense","Sabará","Parcela P39, Referente aos estudos para EIA da LT 500 Kv Itabirito - Vespasiano.","HUFU",1143412773,"BRA:UFU:HUFU:0000070368","Collection","Saddi, E.M.; Paiva, E.; Gomes, P. &","70368","","UFU","Saddi, E.M.",0,0,"","pt","Universidade Federal de Uberlândia (UFU)","Árvore com cerca de 3 m alt. Flores amarelas e frutos esverdeados.; Savana arborizada.",NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","",NA,"","","",NA,"",NA,"","","",NA,"Sabará","Minas Gerais","brazil",2463,"Sabará",3156700,-43.779705,-19.851861,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-19.904444,-43.782778,"original coordinates","original coordinates OK"
"7","Symplocos oblongifolia",1500373065,-28.5425,-50.186667,"gass84","2273e40d-26c2-4959-aea2-b6abcce16d09","04481953-6112-489f-bb8d-9703d787e3ea","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T13:50:26.544+0000","2018-12-03T15:53:01.150+0000",122,"none","PRESERVED_SPECIMEN",7750070,6,7707728,220,1353,6708,3032996,7750070,7750070,"Symplocos oblongifolia Casar.","Symplocos oblongifolia Casar.","Plantae","Tracheophyta","Ericales","Symplocaceae","Symplocos","Symplocos oblongifolia","Symplocos","oblongifolia","SPECIES","ACCEPTED","2014-11-26T00:00:00","Rio Grande do Sul",2014,9,16,"2014-09-16T00:00:00","2018-10-15T19:30:58.000+0000","2018-12-08T21:27:05.907+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ICN - Herbário do Instituto de Ciências Naturais","BRA:UFRGS:ICN:0000192987","4160","ICN - Herbário do Instituto de Ciências Naturais","Bom Jesus","Rio Cerquinha","ICN",1500373065,"BRA:UFRGS:ICN:0000192987","Collection","Barboza, E; Cordeiro, J; Lozano, ED; Ariati, V","192987","","UFRGS","Cordeiro, J; Germani, AF",988,0,"SOUTH_AMERICA","pt","Universidade Federal do Rio Grande do Sul (UFRGS)","",NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","",NA,"","","",NA,"",NA,"","","",NA,"Bom Jesus","Rio Grande do Sul","brazil",318,"Bom Jesus",4302303,-50.423283,-28.597987,"RIO GRANDE DO SUL","RS","Rio Grande do Sul",-53.24495754,-29.78635099,"Rio Grande do Sul","rs",-28.5425,-50.186667,"original coordinates","original coordinates OK"
"8","Symplocos oblongifolia",1264700815,-28.5425,-50.186667,"gass84","52b78a58-c84a-4370-bb14-b27a007d5da6","7cf67ac2-f2f2-42bd-92e4-c2eac0b21039","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:05.870+0000","2017-12-29T14:09:27.127+0000",128,"none","PRESERVED_SPECIMEN",7750070,6,7707728,220,1353,6708,3032996,7750070,7750070,"Symplocos oblongifolia Casar.","Symplocos oblongifolia Casar.","Plantae","Tracheophyta","Ericales","Symplocaceae","Symplocos","Symplocos oblongifolia","Symplocos","oblongifolia","SPECIES","ACCEPTED","2014-11-26T00:00:00","Rio Grande do Sul",2014,9,16,"2014-09-16T00:00:00","2017-11-08T11:06:48.000+0000","2018-12-08T13:34:55.087+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUCS - Herbário da Universidade de Caxias do Sul","BRA:UCS:HUCS:0000043789","4160","HUCS - Herbário da Universidade de Caxias do Sul","Bom Jesus","Rio Cerquinha","HUCS",1264700815,"BRA:UCS:HUCS:0000043789","Collection","Barboza, E.; Cordeiro, J.; Lozano, E. .D.; Ariati, V.","43789","","UCS","Cordeiro, J.; Germani, A. .F.",988,0,"","pt","Universidade de Caxias do Sul (UCS)","Arbusto 2 m, flor creme.; Beira de rio",NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","",NA,"","","",NA,"",NA,"","","",NA,"Bom Jesus","Rio Grande do Sul","brazil",318,"Bom Jesus",4302303,-50.423283,-28.597987,"RIO GRANDE DO SUL","RS","Rio Grande do Sul",-53.24495754,-29.78635099,"Rio Grande do Sul","rs",-28.5425,-50.186667,"original coordinates","original coordinates OK"
"9","Symplocos oblongifolia",1095360528,-26.304167,-52.010833,"gass84","2273e40d-26c2-4959-aea2-b6abcce16d09","04481953-6112-489f-bb8d-9703d787e3ea","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T13:50:22.870+0000","2018-12-03T15:52:57.782+0000",122,"none","PRESERVED_SPECIMEN",7750070,6,7707728,220,1353,6708,3032996,7750070,7750070,"Symplocos oblongifolia Casar.","Symplocos oblongifolia Casar.","Plantae","Tracheophyta","Ericales","Symplocaceae","Symplocos","Symplocos oblongifolia","Symplocos","oblongifolia","SPECIES","ACCEPTED","2014-02-05T00:00:00","Paraná",2013,9,22,"2013-09-22T00:00:00","2018-10-15T19:30:58.000+0000","2018-12-03T15:54:18.305+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ICN - Herbário do Instituto de Ciências Naturais","BRA:UFRGS:ICN:0000179484","4064","ICN - Herbário do Instituto de Ciências Naturais","Coronel Domingos Soares","Fazenda São Geraldo","ICN",1095360528,"BRA:UFRGS:ICN:0000179484","Collection","Motta, JT; et al.","179484","","UFRGS","Cordeiro, J",1107,0,"SOUTH_AMERICA","pt","Universidade Federal do Rio Grande do Sul (UFRGS)","Doação Herbário MBM",NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","",NA,"","","",NA,"",NA,"","","",NA,"Coronel Domingos Soares","Paraná","brazil",798,"Coronel Domingos Soares",4106456,-51.922564,-26.182354,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-26.304167,-52.010833,"original coordinates","original coordinates OK"
"10","Symplocos oblongifolia",1094925093,-26.304167,-52.010833,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:53.298+0000","2018-09-10T18:27:38.151+0000",124,"none","PRESERVED_SPECIMEN",7750070,6,7707728,220,1353,6708,3032996,7750070,7750070,"Symplocos oblongifolia Casar.","Symplocos oblongifolia Casar.","Plantae","Tracheophyta","Ericales","Symplocaceae","Symplocos","Symplocos oblongifolia","Symplocos","oblongifolia","SPECIES","ACCEPTED","none","Paraná",2013,9,22,"2013-09-22T00:00:00","","2018-09-10T18:28:05.045+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000208494","4064","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Coronel Domingos Soares","Fazenda São Geraldo.","HUEFS",1094925093,"BRA:UEFS:HUEFS:0000208494","Collection","Motta, J.T.","208494","","UEFS","",1107,0,"","pt","Universidade Estadual de Feira de Santana (UEFS)","Na orla da Floresta Ombrófila Mista.",NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","",NA,"","","",NA,"",NA,"","","",NA,"Coronel Domingos Soares","Paraná","brazil",798,"Coronel Domingos Soares",4106456,-51.922564,-26.182354,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-26.304167,-52.010833,"original coordinates","original coordinates OK"
