"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","elevationAccuracy","continent","stateProvince.original","year","month","day","eventDate","modified","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","references","institutionID","nomenclaturalCode","verbatimEventDate","endDayOfYear","county","preparations","startDayOfYear","collectionID","individualCount","datasetID","otherCatalogNumbers","fieldNotes","coordinateUncertaintyInMeters","georeferenceProtocol","georeferenceSources","verbatimTaxonRank","higherClassification","habitat","verbatimElevation","higherGeography","organismID","accessRights","georeferencedDate","typeStatus","typifiedName","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Symplocos laxiflora",1848252074,-24.763333,-48.723611,"gass84","3b8e9d83-b2d4-4a97-973c-31d98b67b1e9","ab5c0b99-5af3-4958-b03c-0b7e85481cc1","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T15:24:43.384+0000","2018-06-04T19:36:12.927+0000",118,"none","PRESERVED_SPECIMEN",3643593,6,7707728,220,1353,6708,3032996,3643593,3643593,"Symplocos laxiflora Benth.","Symplocos laxiflora Benth.","Plantae","Tracheophyta","Ericales","Symplocaceae","Symplocos","Symplocos laxiflora","Symplocos","laxiflora","SPECIES","ACCEPTED","2017-12-18T00:00:00",876,0,"SOUTH_AMERICA","Paraná",2017,12,6,"2017-12-06T00:00:00","2018-05-10T19:14:27.000+0000","2018-12-08T15:08:36.308+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","MBM - Herbário do Museu Botânico Municipal","BRA:MBM:MBM:0000409918","2556","MBM - Herbário do Museu Botânico Municipal","Adrianópolis","estrada da Berneck a Tatupeba","pt","MBM",1848252074,"BRA:MBM:MBM:0000409918","Collection","Brotto, ML; Völtz, RR","409918","MBM","Museu Botânico Municipal de Curitiba, MBM","Árvore com 8 metros de altura; flores brancas com odor intenso e agradável.; Floresta Ombrófila Densa Montana.","Brotto, ML","","","","",NA,"","",NA,"",NA,"",NA,NA,NA,"","","","","","","",NA,"","","","","Adrianópolis","Paraná","brazil",949,"Adrianópolis",4100202,-48.821252,-24.783093,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-24.763333,-48.723611,"original coordinates","original coordinates OK"
"2","Symplocos laxiflora",1077475885,-24.809028,-47.859056,"gass84","dd31ac22-63d4-4bb4-a987-5eece5ffadb8","042a7696-696b-492b-ad3e-4076807eaeed","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:07.169+0000","2018-11-24T12:32:07.227+0000",118,"none","PRESERVED_SPECIMEN",3643593,6,7707728,220,1353,6708,3032996,3643593,3643593,"Symplocos laxiflora Benth.","Symplocos laxiflora Benth.","Plantae","Tracheophyta","Ericales","Symplocaceae","Symplocos","Symplocos laxiflora","Symplocos","laxiflora","SPECIES","ACCEPTED","2012-01-01T00:00:00",32,0,"","São Paulo",2012,4,28,"2012-04-28T00:00:00","2018-10-30T18:03:22.000+0000","2018-12-06T14:18:24.910+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão","BRA:UTFPR:HCF:0000010603","4032","HCF - Herbário da Universidade Tecnológica Federal do Paraná Campus Campo Mourão","Pariquera-Açu","Propriedade do Sr. Flávio","pt","HCF",1077475885,"BRA:UTFPR:HCF:0000010603","Collection","M.G. Caxambu","10603","Universidade Tecnológica Federal do Paraná (UTFPR)","Universidade Tecnológica Federal do Paraná (UTFPR)","árvore ca. 4 m. Frutos imaturos verdes e maduros pretos.","J. Cordeiro & P.Larocca","","","","",NA,"","",NA,"",NA,"",NA,NA,NA,"","","","","","","",NA,"","","","","Pariquera-Açu","São Paulo","brazil",959,"Pariquera-Açu",3536208,-47.84981,-24.678057,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-24.809028,-47.859056,"original coordinates","original coordinates outside municipality original in pariquera-acu falls in cananeia"
"3","Symplocos laxiflora",1801143633,-24.48325,-47.51326,"gass84","0ec3229f-2b53-484e-817a-de8ceb1fce2b","cc8ec135-6ade-4a8e-8b31-475dc1d3c433","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:39:22.654+0000","2017-12-29T14:16:01.342+0000",125,"none","PRESERVED_SPECIMEN",3643593,6,7707728,220,1353,6708,3032996,3643593,3643593,"Symplocos laxiflora Benth.","Symplocos laxiflora Benth.","Plantae","Tracheophyta","Ericales","Symplocaceae","Symplocos","Symplocos laxiflora","Symplocos","laxiflora","SPECIES","ACCEPTED","2012-01-01T00:00:00",32,0,"","São Paulo",2012,4,28,"2012-04-28T00:00:00","2017-12-13T17:11:46.000+0000","2018-12-08T01:46:29.779+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","DVPR - Herbário da Universidade Tecnológica Federal do Paraná - Dois Vizinhos","BRA:UTFPR:DVPR:0000004531","4032","DVPR - Herbário da Universidade Tecnológica Federal do Paraná - Dois Vizinhos","Pariquera Açu","Propriedade do Sr. Flávio.","pt","DVPR",1801143633,"BRA:UTFPR:DVPR:0000004531","Collection","Caxambu, M.G.; et al.; et al.","4531","UTFPR","Universidade Tecnológica Federal do Paraná (UTFPR)","árvore ca. 4 m. Frutos imaturos verdes e maduros pretos.; Relevo: suave - ondulado - Vegetação: Floresta Ombrófila Densa Submontana.","Cordeiro, J.; Larocca, P.","","","","",NA,"","",NA,"",NA,"",NA,NA,NA,"","","","","","","",NA,"","","","","Pariquera Açu","São Paulo","brazil",NA,"",NA,NA,NA,"","","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-24.48325,-47.51326,"original coordinates","original coordinates outside municipality original in pariquera acu falls in iguape"
"4","Symplocos laxiflora",1089099015,-23.19492,-45.5643,"gass84","7741a517-ab3d-4b85-ae58-56322e44c8ce","d073b448-6b80-4364-8c38-18d08b88797f","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T13:51:42.478+0000","2018-12-03T16:41:20.495+0000",122,"none","PRESERVED_SPECIMEN",3643593,6,7707728,220,1353,6708,3032996,3643593,3643593,"Symplocos laxiflora Benth.","Symplocos laxiflora Benth.","Plantae","Tracheophyta","Ericales","Symplocaceae","Symplocos","Symplocos laxiflora","Symplocos","laxiflora","SPECIES","ACCEPTED","2011-05-01T00:00:00",999,0,"","São Paulo",2011,1,25,"2011-01-25T00:00:00","2018-11-21T16:40:04.000+0000","2018-12-08T04:38:18.857+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UEC - Herbário da Universidade Estadual de Campinas","BRA:UNICAMP:UEC:0000160450","472","UEC - Herbário da Universidade Estadual de Campinas","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","pt","UEC",1089099015,"BRA:UNICAMP:UEC:0000160450","Collection","Marchiori, N.M.; Toledo, W.; Munhoz, I.; Cano, G.B.; Santos, F.C.","160450","UNICAMP","Universidade Estadual de Campinas, UNICAMP","Material vegetativo. Cerca de 9 m de altura e 1 indivíduo distribuído em 1 ha.; Floresta Ombrófila Densa Montana.","Marchiori, N.M.","","","","",NA,"","",NA,"",NA,"",NA,NA,NA,"","","","","","","",NA,"","","","","São Luiz do Paraitinga","São Paulo","brazil",NA,"",NA,NA,NA,"","","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.19492,-45.5643,"original coordinates","original coordinates outside municipality original in sao luiz do paraitinga falls in redencao da serra"
"5","Symplocos laxiflora",1086682516,-25.291667,-49.224167,"gass84,txmatfuz","a51fa32f-831d-49d6-8b8a-c7b52ae65b3b","f6e2efc9-42a3-47ea-99c6-3eda8d653cc9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T15:40:50.714+0000","2017-12-29T14:11:30.273+0000",125,"none","PRESERVED_SPECIMEN",3643593,6,7707728,220,1353,6708,3032996,3643593,3643593,"Symplocos laxiflora Benth.","Symplocos laxiflora Benth.","Plantae","Tracheophyta","Ericales","Symplocaceae","Symplocos","Symplocos laxiflora","Symplocos","laxiflora","SPECIES","ACCEPTED","2011-11-29T00:00:00",NA,NA,"","Paraná",2011,11,12,"2011-11-12T00:00:00","2017-11-30T17:21:59.000+0000","2018-12-06T13:38:56.874+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UPCB - Herbário do Departamento de Botânica","BRA:UFPR:UPCB:0000079161","20","UPCB - Herbário do Departamento de Botânica","Piraquara","Chácara do Renato.","pt","UPCB",1086682516,"BRA:UFPR:UPCB:0000079161","Collection","Maia, F.R. | Cardozo, A.P. | Royer, C.A.","79161","UFPR","Universidade Federal do Paraná, UFPR","","Maia, F.R.","","","","",NA,"","",NA,"",NA,"",NA,NA,NA,"","","","","","","",NA,"","","","","Piraquara","Paraná","brazil",877,"Piraquara",4119509,-49.052069,-25.472754,"PARANA","PR","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-25.291667,-49.224167,"original coordinates","original coordinates outside municipality original in piraquara falls in colombo"
"6","Symplocos laxiflora",1928859735,-25.2917,-49.2242,"gass84","d415c253-4d61-4459-9d25-4015b9084fb0","ae447c50-b8a8-11d8-92a4-b8a03c50a862","none","17017c2c-036b-45d9-b045-606d21b00771","US","DWC_ARCHIVE","2018-11-18T14:52:37.052+0000","2018-11-18T14:52:37.144+0000",96,"none","PRESERVED_SPECIMEN",3643593,6,7707728,220,1353,6708,3032996,3643593,3643593,"Symplocos laxiflora Benth.","Symplocos laxiflora Benth.","Plantae","Tracheophyta","Ericales","Symplocaceae","Symplocos","Symplocos laxiflora","Symplocos","laxiflora","SPECIES","ACCEPTED","none",0,0,"SOUTH_AMERICA","ParanÃ¡",2011,11,12,"2011-11-12T00:00:00","","2018-12-08T19:29:42.717+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","The New York Botanical Garden","4d348b9e-7bbc-4b05-95ee-75d8672bdaca","20","Vascular plants","","Chacara do Renato","en","NY",1928859735,"4d348b9e-7bbc-4b05-95ee-75d8672bdaca","PhysicalObject","F. R. da Maia","2063511","NY","","","","http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2499716","http://biocol.org/urn:lsid:biocol.org:col:15556","ICN","12 Nov 2011",316,"Piraquara","sheet",316,"http://biocol.org/urn:lsid:biocol.org:col:15556",NA,"",NA,NA,NA,"","","","","","","",NA,"","","","","","ParanÃ¡","brazil",NA,"",NA,NA,NA,"","","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-25.2917,-49.2242,"original coordinates","original coordinates outside municipality original in  falls in colombo"
"7","Symplocos laxiflora",1086909257,-23.894444,-47.16,"gass84","16ed67e5-fd70-4fd4-85c3-70ea2da627fe","52603cfd-d564-4e89-a466-5e71813677be","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T08:56:55.699+0000","2018-11-24T08:56:55.724+0000",126,"none","PRESERVED_SPECIMEN",3643593,6,7707728,220,1353,6708,3032996,3643593,3643593,"Symplocos laxiflora Benth.","Symplocos laxiflora Benth.","Plantae","Tracheophyta","Ericales","Symplocaceae","Symplocos","Symplocos laxiflora","Symplocos","laxiflora","SPECIES","ACCEPTED","2008-02-20T00:00:00",NA,NA,"SOUTH_AMERICA","São Paulo",2008,1,31,"2008-01-31T00:00:00","2018-11-05T15:52:30.000+0000","2018-12-08T13:01:16.939+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPSF - Herbário Dom Bento José Pickel","BRA:IF:SPSF:0000040647","659","SPSF - Herbário Dom Bento José Pickel","Juquitiba","fazenda Bizarro","pt","SPSF",1086909257,"BRA:IF:SPSF:0000040647","Collection","R.T. Polisel","40647","IF","Instituto Florestal, IF","COLETA: Árvore 8m, flores brancas e frutos verdes.; GEOGRAFIA: Distrto da SAMA&nf;ao lado de um dos braços da represa do França.;","G.A.D.C. Franco","","","","",NA,"","",NA,"",NA,"",NA,NA,NA,"","","","","","","",NA,"","","","","Juquitiba","São Paulo","brazil",1055,"Juquitiba",3526209,-47.024742,-23.955226,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.894444,-47.16,"original coordinates","original coordinates outside municipality original in juquitiba falls in ibiuna"
"8","Symplocos laxiflora",1089103517,-23.1932,-45.0404,"gass84","7741a517-ab3d-4b85-ae58-56322e44c8ce","d073b448-6b80-4364-8c38-18d08b88797f","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T13:51:44.867+0000","2018-12-03T16:41:22.230+0000",122,"none","PRESERVED_SPECIMEN",3643593,6,7707728,220,1353,6708,3032996,3643593,3643593,"Symplocos laxiflora Benth.","Symplocos laxiflora Benth.","Plantae","Tracheophyta","Ericales","Symplocaceae","Symplocos","Symplocos laxiflora","Symplocos","laxiflora","SPECIES","ACCEPTED","2009-01-01T00:00:00",1086,7,"","São Paulo",2008,NA,NA,"2008-01-01T00:00:00","2018-11-21T16:40:04.000+0000","2018-12-08T04:38:21.163+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UEC - Herbário da Universidade Estadual de Campinas","BRA:UNICAMP:UEC:0000166687","1267","UEC - Herbário da Universidade Estadual de Campinas","São Luiz do Paraitinga","PESM. Núcleo Santa Virgínia - Parcela K.","pt","UEC",1089103517,"BRA:UNICAMP:UEC:0000166687","Collection","Padgurschi, M.C.G.; Tamashiro, J.Y.; Belinello, R.","166687","UNICAMP","Universidade Estadual de Campinas, UNICAMP","K1428 Árvore, ca. 9 m, sem flores ou frutos. Abundância: 6 ind ha(-1).; Floresta Ombrófila Densa Montana.","Aranha, J.L.M.","","","","",NA,"","",NA,"",NA,"",NA,NA,NA,"","","","","","","",NA,"","","","","São Luiz do Paraitinga","São Paulo","brazil",NA,"",NA,NA,NA,"","","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.1932,-45.0404,"original coordinates","original coordinates outside municipality original in sao luiz do paraitinga falls in cunha"
"9","Symplocos laxiflora",188385515,-25.77292,-49.701616,"gass84","95eb1ffe-f762-11e1-a439-00145eb45e9a","730cd32c-627f-44a8-9d93-fcfb23ade969","none","2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6","ES","DWC_ARCHIVE","2018-11-30T10:45:24.733+0000","2018-06-29T07:02:14.983+0000",83,"none","PRESERVED_SPECIMEN",3643593,6,7707728,220,1353,6708,3032996,3643593,3643593,"Symplocos laxiflora Benth.","Symplocos laxiflora Benth.","Plantae","Tracheophyta","Ericales","Symplocaceae","Symplocos","Symplocos laxiflora","Symplocos","laxiflora","SPECIES","ACCEPTED","none",750,0,"","Parana",2005,11,6,"2005-11-06T00:00:00","","2018-07-07T20:40:40.334+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","","FCFC2198-1F8D-42FD-B979-0FFB53B856A3","","Colección de plantas vasculares de Brasil del Herbario ""Jaime Andrés Rodríguez"". LEB-Brasil","","Lapa. Pedra da Gruta do Monge","","BRASIL",188385515,"FCFC2198-1F8D-42FD-B979-0FFB53B856A3","","R.Wasum, G.Heiden & D.Alessandretti","85282-1","LEB","","Em orla da mata","S.F.Smith","","","","06-11-2005",NA,"","",NA,"",1,"95eb1ffe-f762-11e1-a439-00145eb45e9a",NA,NA,NA,"","","","","","","",NA,"","","","","","Parana","brazil",NA,"",NA,NA,NA,"","","Paraná",-51.61693027,-24.63581955,"Paraná","pr",-25.77292,-49.701616,"original coordinates","original coordinates outside municipality original in  falls in lapa"
"10","Symplocos laxiflora",1086906585,-23.648056,-46.883056,"gass84","16ed67e5-fd70-4fd4-85c3-70ea2da627fe","52603cfd-d564-4e89-a466-5e71813677be","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T08:56:54.417+0000","2018-11-24T08:56:54.447+0000",126,"none","PRESERVED_SPECIMEN",3643593,6,7707728,220,1353,6708,3032996,3643593,3643593,"Symplocos laxiflora Benth.","Symplocos laxiflora Benth.","Plantae","Tracheophyta","Ericales","Symplocaceae","Symplocos","Symplocos laxiflora","Symplocos","laxiflora","SPECIES","ACCEPTED","2006-01-23T00:00:00",NA,NA,"SOUTH_AMERICA","São Paulo",2005,12,14,"2005-12-14T00:00:00","2018-11-05T15:52:30.000+0000","2018-12-08T13:01:15.544+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","SPSF - Herbário Dom Bento José Pickel","BRA:IF:SPSF:0000037943","241","SPSF - Herbário Dom Bento José Pickel","Embú","Itatuba","pt","SPSF",1086906585,"BRA:IF:SPSF:0000037943","Collection","R.T.Polisel & N.M.Ivanauskas & F.M.Souza & V.S.Santos","37943","IF","Instituto Florestal, IF","COLETA: Árvore de 4m. de altura.; GEOGRAFIA: Almenat.;","G.A.D.C. Franco","","","","",NA,"","",NA,"",NA,"",NA,NA,NA,"","","","","","","",NA,"","","","","Embú","São Paulo","brazil",1129,"Embu",3515004,-46.851681,-23.651334,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-23.648056,-46.883056,"original coordinates","original coordinates outside municipality original in embu falls in embu das artes"
