"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","stateProvince.original","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","otherCatalogNumbers","institutionCode","occurrenceRemarks","identifiedBy","elevation","elevationAccuracy","continent","language","ownerInstitutionCode","modified","fieldNotes","references","created","associatedSequences","taxonID","higherClassification","coordinateUncertaintyInMeters","habitat","institutionID","county","preparations","nomenclaturalCode","verbatimEventDate","georeferenceProtocol","endDayOfYear","startDayOfYear","collectionID","georeferenceSources","higherGeography","fieldNumber","verbatimLocality","nomenclaturalStatus","bibliographicCitation","individualCount","verbatimElevation","georeferencedDate","typeStatus","organismID","datasetID","accessRights","verbatimCoordinateSystem","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Mollinedia widgrenii",1571706165,-21.965278,-46.372222,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:37:02.995+0000","2018-09-24T19:58:44.663+0000",207,"none","PRESERVED_SPECIMEN",3782801,6,7707728,220,407,2494,3034105,3782801,3782801,"Mollinedia widgrenii A.DC.","Mollinedia widgrenii A.DC.","Plantae","Tracheophyta","Laurales","Monimiaceae","Mollinedia","Mollinedia widgrenii","Mollinedia","widgrenii","SPECIES","ACCEPTED","none","Minas Gerais",2017,4,12,"2017-04-12T00:00:00","2018-12-08T17:22:58.528+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1331923","1525","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Caldas","Pedra Branca. Área de tensão ecológica - contato entre floresta ombrófila densa/floresta ombrófila mista.","RB",1571706165,"urn:catalog:JBRJ:RB:1331923","PhysicalObject","Valadares, R.T.; Gonzaga, D.R. et Leite, W.P.","RB01331923","RB 733663","JBRJ","Ramos pilosos, fruto verde quando imaturo, levemente piloso","Lirio, E.J.",NA,NA,"","","","","","","","",NA,"",NA,"","","","","","","",NA,NA,"","","","","","","",NA,"","","",NA,"","","","Caldas","Minas Gerais","brazil",1746,"Caldas",3110301,-46.364346,-21.891761,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-21.965278,-46.372222,"original coordinates","original coordinates OK"
"2","Mollinedia widgrenii",1587291678,-20.40925,-43.91775,"gass84","d2470ef8-edfa-4ba7-821e-c3e1a537bdba","4265f332-341c-45f6-b30b-5dc2e39b86e8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:11:45.572+0000","2018-02-15T05:17:51.770+0000",121,"none","PRESERVED_SPECIMEN",3782801,6,7707728,220,407,2494,3034105,3782801,3782801,"Mollinedia widgrenii A.DC.","Mollinedia widgrenii A.DC.","Plantae","Tracheophyta","Laurales","Monimiaceae","Mollinedia","Mollinedia widgrenii","Mollinedia","widgrenii","SPECIES","ACCEPTED","none","Minas Gerais",2015,1,28,"2015-01-28T00:00:00","2018-07-07T03:34:38.463+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BHCB - Herbário da Universidade Federal de Minas Gerais","BRA:UFMG:BHCB:0000181840","s.n.","BHCB - Herbário da Universidade Federal de Minas Gerais","Itabirito","","BHCB",1587291678,"BRA:UFMG:BHCB:0000181840","Collection","Giorni, VT","181840","","Universidade Federal de Minas Gerais (UFMG)","","",0,0,"SOUTH_AMERICA","pt","Universidade Federal de Minas Gerais (UFMG)","","","","","",NA,"",NA,"","","","","","","",NA,NA,"","","","","","","",NA,"","","",NA,"","","","Itabirito","Minas Gerais","brazil",2344,"Itabirito",3131901,-43.810659,-20.254054,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-20.40925,-43.91775,"original coordinates","original coordinates outside municipality original in itabirito falls in ouro preto"
"3","Mollinedia widgrenii",1423900896,-21.966667,-46.366667,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:34:38.986+0000","2018-09-24T19:57:48.994+0000",207,"none","PRESERVED_SPECIMEN",3782801,6,7707728,220,407,2494,3034105,3782801,3782801,"Mollinedia widgrenii A.DC.","Mollinedia widgrenii A.DC.","Plantae","Tracheophyta","Laurales","Monimiaceae","Mollinedia","Mollinedia widgrenii","Mollinedia","widgrenii","SPECIES","ACCEPTED","none","Minas Gerais",2015,3,26,"2015-03-26T00:00:00","2018-12-06T16:55:19.613+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1074655","600","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Caldas","APA, Santuário Ecologico da Pedra Branca.","RB",1423900896,"urn:catalog:JBRJ:RB:1074655","PhysicalObject","J.P.L. Braga et. al.;","RB01074655","RB 640298","JBRJ","Árvore ca 2 m","E.J. Lírio",1632,NA,"","","","2017-10-18T23:54:58.453+0000","Mata Atlântica","","","",NA,"",NA,"","","","","","","",NA,NA,"","","","","","","",NA,"","","",NA,"","","","Caldas","Minas Gerais","brazil",1746,"Caldas",3110301,-46.364346,-21.891761,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-21.966667,-46.366667,"original coordinates","original coordinates OK"
"4","Mollinedia widgrenii",1658202697,-20.010689,-43.684908,"gass84","d2470ef8-edfa-4ba7-821e-c3e1a537bdba","4265f332-341c-45f6-b30b-5dc2e39b86e8","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:11:45.489+0000","2018-02-15T05:17:51.602+0000",121,"none","PRESERVED_SPECIMEN",3782801,6,7707728,220,407,2494,3034105,3782801,3782801,"Mollinedia widgrenii A.DC.","Mollinedia widgrenii A.DC.","Plantae","Tracheophyta","Laurales","Monimiaceae","Mollinedia","Mollinedia widgrenii","Mollinedia","widgrenii","SPECIES","ACCEPTED","none","Minas Gerais",2015,7,28,"2015-07-28T00:00:00","2018-07-07T10:16:02.030+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","BHCB - Herbário da Universidade Federal de Minas Gerais","BRA:UFMG:BHCB:0000181384","946","BHCB - Herbário da Universidade Federal de Minas Gerais","Caeté","Serra do Gandarela","BHCB",1658202697,"BRA:UFMG:BHCB:0000181384","Collection","Gontijo, FD; Braga, IF","181384","","Universidade Federal de Minas Gerais (UFMG)","","",1106,0,"SOUTH_AMERICA","pt","Universidade Federal de Minas Gerais (UFMG)","","","","","",NA,"",NA,"","","","","","","",NA,NA,"","","","","","","",NA,"","","",NA,"","","","Caeté","Minas Gerais","brazil",2461,"Caeté",3110004,-43.637744,-19.86804,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-20.010689,-43.684908,"original coordinates","original coordinates OK"
"5","Mollinedia widgrenii",1585194400,-15.25,-39.418056,"gass84","fffdea53-c113-4cdc-896e-a9c5fd726591","1c72778c-05de-4f31-b83a-ff541ce5dff7","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:29.912+0000","2018-09-25T15:15:19.584+0000",81,"none","PRESERVED_SPECIMEN",3782801,6,7707728,220,407,2494,3034105,3782801,3782801,"Mollinedia widgrenii A.DC.","Mollinedia widgrenii A.DC.","Plantae","Tracheophyta","Laurales","Monimiaceae","Mollinedia","Mollinedia widgrenii","Mollinedia","widgrenii","SPECIES","ACCEPTED","none","Bahia",2015,10,4,"2015-10-04T00:00:00","2018-12-07T01:13:49.537+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UESC - Herbário Universidade Estadual de Santa Cruz","BRA:UESC:UESC:0000023147","72","UESC - Herbário Universidade Estadual de Santa Cruz","Arataca","","UESC",1585194400,"BRA:UESC:UESC:0000023147","Collection","Ronison R. dos Santos,","23147","","UESC","Herbácea ca. 70 cm.","",NA,NA,"","pt","Universidade Estadual de Santa Cruz (UESC)","2018-08-22T12:16:17.000+0000","","","","",NA,"",NA,"","","","","","","",NA,NA,"","","","","","","",NA,"","","",NA,"","","","Arataca","Bahia","brazil",3183,"Arataca",2902252,-39.412334,-15.243448,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-15.25,-39.418056,"original coordinates","original coordinates OK"
"6","Mollinedia widgrenii",1944270609,-22.6,-50.38,"cudc,gass84","ad43e954-dd79-4986-ae34-9ccdbd8bf568","ada9d123-ddb4-467d-8891-806ea8d94230","none","9e4f3516-2b98-4700-a39a-3f109252508c","GB","DWC_ARCHIVE","2018-12-11T20:39:08.104+0000","2018-11-19T17:31:48.992+0000",95,"none","PRESERVED_SPECIMEN",3782801,6,7707728,220,407,2494,3034105,3782801,3782801,"Mollinedia widgrenii A.DC.","Mollinedia widgrenii A.DC.","Plantae","Tracheophyta","Laurales","Monimiaceae","Mollinedia","Mollinedia widgrenii","Mollinedia","widgrenii","SPECIES","ACCEPTED","none","",2014,2,1,"2014-02-01T00:00:00","2018-11-19T17:37:29.949+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","","MG718328","","","","Brazil:Parcela permanente 10.24ha, Estacao Ecologica de Assis, Assis county, Sao Paulo State","",1944270609,"MG718328","","R.A.F. Lima & M.C. Vaz",NA,"","","","",550,NA,"","","","2018-10-04T00:00:00.000+0000","","http://www.ebi.ac.uk/ena/data/view/MG718328","2018-10-04","MG718328",765230,"Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;Magnoliidae;Laurales;Monimiaceae;Mollinedia",NA,"","","","","","","",NA,NA,"","","","","","","",NA,"","","",NA,"","","","","","brazil",NA,"",NA,NA,NA,"","","",NA,NA,NA,"",-22.6,-50.38,"original coordinates","original coordinates outside municipality original in  falls in assis"
"7","Mollinedia widgrenii",1090582058,-22.863721,-47.086761,"gass84","1064b787-c882-493e-b17d-4ffba363b776","c47cd3b0-2178-4a4b-87a6-740b482970a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-23T18:20:31.388+0000","2018-06-04T12:02:27.212+0000",129,"none","PRESERVED_SPECIMEN",3782801,6,7707728,220,407,2494,3034105,3782801,3782801,"Mollinedia widgrenii A.DC.","Mollinedia widgrenii A.DC.","Plantae","Tracheophyta","Laurales","Monimiaceae","Mollinedia","Mollinedia widgrenii","Mollinedia","widgrenii","SPECIES","ACCEPTED","2016-11-29T00:00:00","São Paulo",2014,9,24,"2014-09-24T00:00:00","2018-12-08T04:43:31.943+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","IAC - Herbário do Instituto Agronômico de Campinas","BRA:IAC:IAC:0000055312","54","IAC - Herbário do Instituto Agronômico de Campinas","Campinas","IAC, Fazenda Santa Elisa, Monjolinho, Quadra do Café, L7, P30","IAC",1090582058,"BRA:IAC:IAC:0000055312","Collection","L.B. Évora; L.C. Bernacci; ; F.D.M. Carvalho","55312","","IAC","","Elton John De Lírio",NA,NA,"","pt","Instituto Agronômico de Campinas, IAC","2018-05-22T12:53:55.000+0000","","","","",NA,"",NA,"","","","","","","",NA,NA,"","","","","","","",NA,"","","",NA,"","","","Campinas","São Paulo","brazil",1373,"Campinas",3509502,-47.043665,-22.883678,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,"São Paulo","sp",-22.863721,-47.086761,"original coordinates","original coordinates OK"
"8","Mollinedia widgrenii",1090146173,-21.151583,-44.303778,"gass84","3f6a3304-f66f-4ba8-be57-92a70f3aac3f","3f41d988-faf2-4a9f-811e-8dac728c05d4","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:34:59.817+0000","2017-12-29T14:12:33.802+0000",140,"none","PRESERVED_SPECIMEN",3782801,6,7707728,220,407,2494,3034105,3782801,3782801,"Mollinedia widgrenii A.DC.","Mollinedia widgrenii A.DC.","Plantae","Tracheophyta","Laurales","Monimiaceae","Mollinedia","Mollinedia widgrenii","Mollinedia","widgrenii","SPECIES","ACCEPTED","2013-01-01T00:00:00","Minas Gerais",2013,4,27,"2013-04-27T00:00:00","2018-12-08T04:39:54.259+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUFSJ - Herbário da Universidade Federal de São João Del Rei","BRA:UFSJ:HUFSJ:0000005552","15505","HUFSJ - Herbário da Universidade Federal de São João Del Rei","São João del-Rei","Estrada que leva às torres de transmissão, na parte sul da serra. Serra do Lenheiro.","HUFSJ",1090146173,"BRA:UFSJ:HUFSJ:0000005552","Collection","Sobral, M","5552","","UFSJ","Árvore 4 m, em interior de mata; frutos imaturos.","Sobral, M",109,0,"","pt","Universidade Federal de São João Del Rei (UFSJ)","2016-09-19T22:17:47.000+0000","","","","",NA,"",NA,"","","","","","","",NA,NA,"","","","","","","",NA,"","","",NA,"","","","São João del-Rei","Minas Gerais","brazil",NA,"",NA,NA,NA,"","","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-21.151583,-44.303778,"original coordinates","original coordinates outside municipality original in sao joao del-rei falls in sao joao del rei"
"9","Mollinedia widgrenii",1423900873,-21.966667,-46.383333,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:34:38.972+0000","2018-09-24T19:57:48.994+0000",207,"none","PRESERVED_SPECIMEN",3782801,6,7707728,220,407,2494,3034105,3782801,3782801,"Mollinedia widgrenii A.DC.","Mollinedia widgrenii A.DC.","Plantae","Tracheophyta","Laurales","Monimiaceae","Mollinedia","Mollinedia widgrenii","Mollinedia","widgrenii","SPECIES","ACCEPTED","none","Minas Gerais",2013,9,28,"2013-09-28T00:00:00","2018-12-06T16:55:19.785+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1074641","236","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Caldas","Fragmento do lado esquerdo da estrada Pocinhos; Pedra Branca, antes da entrada da pedreira.","RB",1423900873,"urn:catalog:JBRJ:RB:1074641","PhysicalObject","J.P.L. Braga","RB01074641","RB 640295","JBRJ","Arbusto ca 3,5m; folhas concolores com endumento velutino nas duas faces, odor marcante, mata","E.J. Lírio",1244,NA,"","","","2017-10-19T01:08:03.737+0000","Mata","","","",NA,"",NA,"","","","","","","",NA,NA,"","","","","","","",NA,"","","",NA,"","","","Caldas","Minas Gerais","brazil",1746,"Caldas",3110301,-46.364346,-21.891761,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-21.966667,-46.383333,"original coordinates","original coordinates OK"
"10","Mollinedia widgrenii",1090146241,-21.087417,-44.142,"gass84","3f6a3304-f66f-4ba8-be57-92a70f3aac3f","3f41d988-faf2-4a9f-811e-8dac728c05d4","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:34:59.831+0000","2017-12-29T14:12:33.877+0000",140,"none","PRESERVED_SPECIMEN",3782801,6,7707728,220,407,2494,3034105,3782801,3782801,"Mollinedia widgrenii A.DC.","Mollinedia widgrenii A.DC.","Plantae","Tracheophyta","Laurales","Monimiaceae","Mollinedia","Mollinedia widgrenii","Mollinedia","widgrenii","SPECIES","ACCEPTED","2013-01-01T00:00:00","Minas Gerais",2013,10,17,"2013-10-17T00:00:00","2018-12-08T04:39:54.217+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUFSJ - Herbário da Universidade Federal de São João Del Rei","BRA:UFSJ:HUFSJ:0000005587","15540","HUFSJ - Herbário da Universidade Federal de São João Del Rei","Prados","Estrada dos Fundadores. Serra de São José.","HUFSJ",1090146241,"BRA:UFSJ:HUFSJ:0000005587","Collection","Sobral, M; et al.","5587","","UFSJ","Árvore 4 m, em interior de mata; frutos imaturos.","Sobral, M",108,0,"","pt","Universidade Federal de São João Del Rei (UFSJ)","2016-09-19T22:17:47.000+0000","","","","",NA,"",NA,"","","","","","","",NA,NA,"","","","","","","",NA,"","","",NA,"","","","Prados","Minas Gerais","brazil",2032,"Prados",3152709,-44.064306,-21.098423,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,"Minas Gerais","mg",-21.087417,-44.142,"original coordinates","original coordinates outside municipality original in prados falls in tiradentes"
